"tmrca","model","id"
79,"simulation",6
78,"simulation",6
74,"simulation",6
71,"simulation",6
80,"simulation",6
86,"simulation",6
66,"simulation",6
92,"simulation",6
110,"simulation",6
70,"simulation",6
79,"simulation",6
94,"simulation",6
89,"simulation",6
75,"simulation",6
57,"simulation",6
82,"simulation",6
57,"simulation",6
75,"simulation",6
109,"simulation",6
70,"simulation",6
80,"simulation",6
77,"simulation",6
80,"simulation",6
68,"simulation",6
77,"simulation",6
74,"simulation",6
55,"simulation",6
97,"simulation",6
67,"simulation",6
52,"simulation",6
83,"simulation",6
101,"simulation",6
82,"simulation",6
114,"simulation",6
82,"simulation",6
81,"simulation",6
83,"simulation",6
95,"simulation",6
72,"simulation",6
71,"simulation",6
68,"simulation",6
82,"simulation",6
113,"simulation",6
79,"simulation",6
80,"simulation",6
83,"simulation",6
75,"simulation",6
65,"simulation",6
72,"simulation",6
77,"simulation",6
83,"simulation",6
93,"simulation",6
66,"simulation",6
87,"simulation",6
84,"simulation",6
63,"simulation",6
88,"simulation",6
84,"simulation",6
82,"simulation",6
88,"simulation",6
86,"simulation",6
122,"simulation",6
85,"simulation",6
78,"simulation",6
75,"simulation",6
74,"simulation",6
100,"simulation",6
65,"simulation",6
70,"simulation",6
81,"simulation",6
79,"simulation",6
68,"simulation",6
69,"simulation",6
103,"simulation",6
74,"simulation",6
70,"simulation",6
79,"simulation",6
67,"simulation",6
95,"simulation",6
73,"simulation",6
86,"simulation",6
72,"simulation",6
76,"simulation",6
63,"simulation",6
84,"simulation",6
53,"simulation",6
74,"simulation",6
108,"simulation",6
109,"simulation",6
69,"simulation",6
83,"simulation",6
104,"simulation",6
84,"simulation",6
104,"simulation",6
96,"simulation",6
50,"simulation",6
92,"simulation",6
91,"simulation",6
71,"simulation",6
64,"simulation",6
56,"simulation",6
92,"simulation",6
74,"simulation",6
70,"simulation",6
87,"simulation",6
70,"simulation",6
90,"simulation",6
81,"simulation",6
116,"simulation",6
80,"simulation",6
87,"simulation",6
69,"simulation",6
78,"simulation",6
76,"simulation",6
110,"simulation",6
79,"simulation",6
68,"simulation",6
90,"simulation",6
52,"simulation",6
88,"simulation",6
77,"simulation",6
73,"simulation",6
115,"simulation",6
83,"simulation",6
91,"simulation",6
56,"simulation",6
75,"simulation",6
123,"simulation",6
76,"simulation",6
89,"simulation",6
166,"simulation",6
64,"simulation",6
82,"simulation",6
71,"simulation",6
86,"simulation",6
106,"simulation",6
106,"simulation",6
74,"simulation",6
67,"simulation",6
92,"simulation",6
75,"simulation",6
88,"simulation",6
80,"simulation",6
79,"simulation",6
77,"simulation",6
89,"simulation",6
66,"simulation",6
90,"simulation",6
64,"simulation",6
106,"simulation",6
68,"simulation",6
74,"simulation",6
82,"simulation",6
96,"simulation",6
107,"simulation",6
111,"simulation",6
78,"simulation",6
67,"simulation",6
66,"simulation",6
89,"simulation",6
94,"simulation",6
82,"simulation",6
91,"simulation",6
88,"simulation",6
77,"simulation",6
86,"simulation",6
86,"simulation",6
74,"simulation",6
85,"simulation",6
111,"simulation",6
94,"simulation",6
94,"simulation",6
81,"simulation",6
83,"simulation",6
101,"simulation",6
94,"simulation",6
76,"simulation",6
80,"simulation",6
59,"simulation",6
109,"simulation",6
72,"simulation",6
92,"simulation",6
133,"simulation",6
78,"simulation",6
115,"simulation",6
71,"simulation",6
98,"simulation",6
72,"simulation",6
90,"simulation",6
83,"simulation",6
125,"simulation",6
73,"simulation",6
69,"simulation",6
84,"simulation",6
70,"simulation",6
61,"simulation",6
75,"simulation",6
58,"simulation",6
80,"simulation",6
74,"simulation",6
93,"simulation",6
102,"simulation",6
89,"simulation",6
86,"simulation",6
87,"simulation",6
80,"simulation",6
68,"simulation",6
63,"simulation",6
86,"simulation",6
70,"simulation",6
94,"simulation",6
65,"simulation",6
77,"simulation",6
80,"simulation",6
86,"simulation",6
75,"simulation",6
86,"simulation",6
77,"simulation",6
68,"simulation",6
90,"simulation",6
71,"simulation",6
98,"simulation",6
79,"simulation",6
89,"simulation",6
93,"simulation",6
70,"simulation",6
62,"simulation",6
81,"simulation",6
61,"simulation",6
68,"simulation",6
77,"simulation",6
75,"simulation",6
90,"simulation",6
84,"simulation",6
90,"simulation",6
78,"simulation",6
85,"simulation",6
59,"simulation",6
87,"simulation",6
86,"simulation",6
55,"simulation",6
71,"simulation",6
74,"simulation",6
81,"simulation",6
70,"simulation",6
54,"simulation",6
88,"simulation",6
87,"simulation",6
84,"simulation",6
96,"simulation",6
73,"simulation",6
74,"simulation",6
69,"simulation",6
191,"simulation",6
86,"simulation",6
72,"simulation",6
57,"simulation",6
85,"simulation",6
157,"simulation",6
83,"simulation",6
93,"simulation",6
71,"simulation",6
82,"simulation",6
47,"simulation",6
72,"simulation",6
79,"simulation",6
111,"simulation",6
60,"simulation",6
72,"simulation",6
129,"simulation",6
80,"simulation",6
69,"simulation",6
91,"simulation",6
80,"simulation",6
69,"simulation",6
99,"simulation",6
68,"simulation",6
76,"simulation",6
82,"simulation",6
108,"simulation",6
102,"simulation",6
90,"simulation",6
57,"simulation",6
74,"simulation",6
81,"simulation",6
104,"simulation",6
89,"simulation",6
79,"simulation",6
82,"simulation",6
78,"simulation",6
90,"simulation",6
66,"simulation",6
93,"simulation",6
90,"simulation",6
73,"simulation",6
63,"simulation",6
65,"simulation",6
99,"simulation",6
69,"simulation",6
75,"simulation",6
92,"simulation",6
67,"simulation",6
66,"simulation",6
82,"simulation",6
93,"simulation",6
83,"simulation",6
98,"simulation",6
62,"simulation",6
81,"simulation",6
85,"simulation",6
90,"simulation",6
71,"simulation",6
55,"simulation",6
69,"simulation",6
73,"simulation",6
76,"simulation",6
84,"simulation",6
76,"simulation",6
76,"simulation",6
66,"simulation",6
84,"simulation",6
77,"simulation",6
64,"simulation",6
73,"simulation",6
76,"simulation",6
113,"simulation",6
69,"simulation",6
86,"simulation",6
68,"simulation",6
91,"simulation",6
53,"simulation",6
66,"simulation",6
84,"simulation",6
75,"simulation",6
78,"simulation",6
72,"simulation",6
73,"simulation",6
66,"simulation",6
90,"simulation",6
96,"simulation",6
84,"simulation",6
74,"simulation",6
87,"simulation",6
80,"simulation",6
73,"simulation",6
77,"simulation",6
65,"simulation",6
78,"simulation",6
75,"simulation",6
98,"simulation",6
83,"simulation",6
63,"simulation",6
82,"simulation",6
67,"simulation",6
63,"simulation",6
81,"simulation",6
93,"simulation",6
70,"simulation",6
75,"simulation",6
74,"simulation",6
77,"simulation",6
70,"simulation",6
91,"simulation",6
87,"simulation",6
64,"simulation",6
80,"simulation",6
89,"simulation",6
58,"simulation",6
109,"simulation",6
68,"simulation",6
68,"simulation",6
77,"simulation",6
99,"simulation",6
86,"simulation",6
83,"simulation",6
73,"simulation",6
68,"simulation",6
79,"simulation",6
101,"simulation",6
76,"simulation",6
79,"simulation",6
79,"simulation",6
59,"simulation",6
56,"simulation",6
80,"simulation",6
73,"simulation",6
81,"simulation",6
79,"simulation",6
160,"simulation",6
96,"simulation",6
72,"simulation",6
81,"simulation",6
78,"simulation",6
92,"simulation",6
85,"simulation",6
71,"simulation",6
64,"simulation",6
77,"simulation",6
66,"simulation",6
64,"simulation",6
121,"simulation",6
76,"simulation",6
114,"simulation",6
86,"simulation",6
74,"simulation",6
75,"simulation",6
71,"simulation",6
89,"simulation",6
72,"simulation",6
69,"simulation",6
143,"simulation",6
74,"simulation",6
78,"simulation",6
99,"simulation",6
79,"simulation",6
77,"simulation",6
78,"simulation",6
76,"simulation",6
73,"simulation",6
73,"simulation",6
67,"simulation",6
93,"simulation",6
88,"simulation",6
111,"simulation",6
70,"simulation",6
65,"simulation",6
85,"simulation",6
71,"simulation",6
82,"simulation",6
80,"simulation",6
87,"simulation",6
67,"simulation",6
76,"simulation",6
62,"simulation",6
70,"simulation",6
76,"simulation",6
90,"simulation",6
83,"simulation",6
96,"simulation",6
102,"simulation",6
94,"simulation",6
66,"simulation",6
80,"simulation",6
75,"simulation",6
88,"simulation",6
67,"simulation",6
79,"simulation",6
85,"simulation",6
81,"simulation",6
74,"simulation",6
119,"simulation",6
89,"simulation",6
88,"simulation",6
91,"simulation",6
80,"simulation",6
73,"simulation",6
76,"simulation",6
106,"simulation",6
84,"simulation",6
69,"simulation",6
63,"simulation",6
84,"simulation",6
91,"simulation",6
69,"simulation",6
67,"simulation",6
73,"simulation",6
76,"simulation",6
75,"simulation",6
87,"simulation",6
92,"simulation",6
76,"simulation",6
80,"simulation",6
85,"simulation",6
84,"simulation",6
65,"simulation",6
66,"simulation",6
72,"simulation",6
80,"simulation",6
72,"simulation",6
72,"simulation",6
76,"simulation",6
93,"simulation",6
60,"simulation",6
106,"simulation",6
96,"simulation",6
104,"simulation",6
88,"simulation",6
83,"simulation",6
70,"simulation",6
66,"simulation",6
92,"simulation",6
82,"simulation",6
79,"simulation",6
68,"simulation",6
122,"simulation",6
68,"simulation",6
81,"simulation",6
98,"simulation",6
79,"simulation",6
60,"simulation",6
59,"simulation",6
66,"simulation",6
74,"simulation",6
98,"simulation",6
76,"simulation",6
91,"simulation",6
84,"simulation",6
91,"simulation",6
71,"simulation",6
83,"simulation",6
86,"simulation",6
81,"simulation",6
101,"simulation",6
67,"simulation",6
114,"simulation",6
68,"simulation",6
83,"simulation",6
71,"simulation",6
75,"simulation",6
50,"simulation",6
74,"simulation",6
86,"simulation",6
90,"simulation",6
71,"simulation",6
89,"simulation",6
100,"simulation",6
67,"simulation",6
78,"simulation",6
90,"simulation",6
70,"simulation",6
82,"simulation",6
82,"simulation",6
120,"simulation",6
81,"simulation",6
59,"simulation",6
73,"simulation",6
57,"simulation",6
67,"simulation",6
89,"simulation",6
120,"simulation",6
79,"simulation",6
89,"simulation",6
91,"simulation",6
86,"simulation",6
72,"simulation",6
94,"simulation",6
103,"simulation",6
102,"simulation",6
91,"simulation",6
74,"simulation",6
95,"simulation",6
71,"simulation",6
61,"simulation",6
77,"simulation",6
92,"simulation",6
72,"simulation",6
85,"simulation",6
100,"simulation",6
84,"simulation",6
80,"simulation",6
86,"simulation",6
83,"simulation",6
67,"simulation",6
69,"simulation",6
82,"simulation",6
63,"simulation",6
79,"simulation",6
82,"simulation",6
72,"simulation",6
93,"simulation",6
77,"simulation",6
80,"simulation",6
66,"simulation",6
72,"simulation",6
87,"simulation",6
88,"simulation",6
78,"simulation",6
99,"simulation",6
103,"simulation",6
80,"simulation",6
86,"simulation",6
80,"simulation",6
79,"simulation",6
68,"simulation",6
81,"simulation",6
84,"simulation",6
98,"simulation",6
66,"simulation",6
84,"simulation",6
83,"simulation",6
85,"simulation",6
100,"simulation",6
84,"simulation",6
82,"simulation",6
67,"simulation",6
89,"simulation",6
69,"simulation",6
77,"simulation",6
72,"simulation",6
97,"simulation",6
71,"simulation",6
84,"simulation",6
95,"simulation",6
82,"simulation",6
70,"simulation",6
66,"simulation",6
70,"simulation",6
64,"simulation",6
75,"simulation",6
91,"simulation",6
68,"simulation",6
102,"simulation",6
75,"simulation",6
99,"simulation",6
63,"simulation",6
101,"simulation",6
94,"simulation",6
74,"simulation",6
68,"simulation",6
69,"simulation",6
110,"simulation",6
79,"simulation",6
84,"simulation",6
91,"simulation",6
72,"simulation",6
93,"simulation",6
94,"simulation",6
109,"simulation",6
96,"simulation",6
76,"simulation",6
77,"simulation",6
74,"simulation",6
93,"simulation",6
82,"simulation",6
80,"simulation",6
74,"simulation",6
80,"simulation",6
97,"simulation",6
73,"simulation",6
72,"simulation",6
99,"simulation",6
122,"simulation",6
92,"simulation",6
72,"simulation",6
76,"simulation",6
98,"simulation",6
66,"simulation",6
71,"simulation",6
87,"simulation",6
82,"simulation",6
92,"simulation",6
66,"simulation",6
70,"simulation",6
92,"simulation",6
80,"simulation",6
80,"simulation",6
66,"simulation",6
79,"simulation",6
71,"simulation",6
74,"simulation",6
75,"simulation",6
74,"simulation",6
67,"simulation",6
79,"simulation",6
85,"simulation",6
87,"simulation",6
81,"simulation",6
76,"simulation",6
107,"simulation",6
78,"simulation",6
101,"simulation",6
76,"simulation",6
89,"simulation",6
74,"simulation",6
74,"simulation",6
112,"simulation",6
89,"simulation",6
66,"simulation",6
117,"simulation",6
64,"simulation",6
69,"simulation",6
78,"simulation",6
79,"simulation",6
79,"simulation",6
71,"simulation",6
67,"simulation",6
72,"simulation",6
73,"simulation",6
84,"simulation",6
73,"simulation",6
89,"simulation",6
83,"simulation",6
84,"simulation",6
123,"simulation",6
40,"simulation",6
55,"simulation",6
69,"simulation",6
89,"simulation",6
74,"simulation",6
87,"simulation",6
73,"simulation",6
71,"simulation",6
69,"simulation",6
83,"simulation",6
113,"simulation",6
106,"simulation",6
80,"simulation",6
102,"simulation",6
81,"simulation",6
75,"simulation",6
80,"simulation",6
79,"simulation",6
70,"simulation",6
88,"simulation",6
123,"simulation",6
87,"simulation",6
74,"simulation",6
78,"simulation",6
75,"simulation",6
74,"simulation",6
70,"simulation",6
111,"simulation",6
75,"simulation",6
82,"simulation",6
83,"simulation",6
68,"simulation",6
68,"simulation",6
86,"simulation",6
110,"simulation",6
85,"simulation",6
80,"simulation",6
76,"simulation",6
122,"simulation",6
80,"simulation",6
74,"simulation",6
105,"simulation",6
78,"simulation",6
88,"simulation",6
90,"simulation",6
73,"simulation",6
112,"simulation",6
94,"simulation",6
68,"simulation",6
81,"simulation",6
78,"simulation",6
117,"simulation",6
132,"simulation",6
80,"simulation",6
90,"simulation",6
82,"simulation",6
143,"simulation",6
79,"simulation",6
80,"simulation",6
77,"simulation",6
82,"simulation",6
120,"simulation",6
79,"simulation",6
89,"simulation",6
100,"simulation",6
60,"simulation",6
97,"simulation",6
68,"simulation",6
58,"simulation",6
81,"simulation",6
87,"simulation",6
55,"simulation",6
73,"simulation",6
78,"simulation",6
77,"simulation",6
77,"simulation",6
71,"simulation",6
66,"simulation",6
75,"simulation",6
73,"simulation",6
57,"simulation",6
96,"simulation",6
86,"simulation",6
69,"simulation",6
62,"simulation",6
76,"simulation",6
59,"simulation",6
86,"simulation",6
105,"simulation",6
83,"simulation",6
93,"simulation",6
76,"simulation",6
71,"simulation",6
99,"simulation",6
53,"simulation",6
96,"simulation",6
83,"simulation",6
64,"simulation",6
90,"simulation",6
80,"simulation",6
87,"simulation",6
113,"simulation",6
76,"simulation",6
67,"simulation",6
74,"simulation",6
101,"simulation",6
81,"simulation",6
87,"simulation",6
111,"simulation",6
80,"simulation",6
109,"simulation",6
63,"simulation",6
79,"simulation",6
77,"simulation",6
103,"simulation",6
66,"simulation",6
71,"simulation",6
76,"simulation",6
94,"simulation",6
81,"simulation",6
80,"simulation",6
63,"simulation",6
77,"simulation",6
77,"simulation",6
63,"simulation",6
74,"simulation",6
79,"simulation",6
76,"simulation",6
91,"simulation",6
95,"simulation",6
105,"simulation",6
88,"simulation",6
77,"simulation",6
77,"simulation",6
125,"simulation",6
92,"simulation",6
95,"simulation",6
91,"simulation",6
91,"simulation",6
92,"simulation",6
70,"simulation",6
88,"simulation",6
77,"simulation",6
90,"simulation",6
78,"simulation",6
101,"simulation",6
75,"simulation",6
71,"simulation",6
65,"simulation",6
85,"simulation",6
78,"simulation",6
78,"simulation",6
70,"simulation",6
69,"simulation",6
77,"simulation",6
97,"simulation",6
62,"simulation",6
68,"simulation",6
83,"simulation",6
74,"simulation",6
92,"simulation",6
56,"simulation",6
107,"simulation",6
68,"simulation",6
68,"simulation",6
81,"simulation",6
69,"simulation",6
82,"simulation",6
95,"simulation",6
72,"simulation",6
61,"simulation",6
123,"simulation",6
72,"simulation",6
62,"simulation",6
79,"simulation",6
75,"simulation",6
83,"simulation",6
65,"simulation",6
107,"simulation",6
86,"simulation",6
79,"simulation",6
109,"simulation",6
90,"simulation",6
75,"simulation",6
101,"simulation",6
94,"simulation",6
89,"simulation",6
64,"simulation",6
74,"simulation",6
89,"simulation",6
76,"simulation",6
67,"simulation",6
77,"simulation",6
71,"simulation",6
79,"simulation",6
99,"simulation",6
93,"simulation",6
81,"simulation",6
91,"simulation",6
72,"simulation",6
74,"simulation",6
91,"simulation",6
71,"simulation",6
78,"simulation",6
77,"simulation",6
99,"simulation",6
96,"simulation",6
73,"simulation",6
76,"simulation",6
84,"simulation",6
89,"simulation",6
89,"simulation",6
74,"simulation",6
117,"simulation",6
64,"simulation",6
73,"simulation",6
72,"simulation",6
84,"simulation",6
80,"simulation",6
78,"simulation",6
71,"simulation",6
67,"simulation",6
75,"simulation",6
72,"simulation",6
68,"simulation",6
80,"simulation",6
83,"simulation",6
75,"simulation",6
67,"simulation",6
73,"simulation",6
81,"simulation",6
76,"simulation",6
100,"simulation",6
86,"simulation",6
68,"simulation",6
69,"simulation",6
97,"simulation",6
102,"simulation",6
63,"simulation",6
88,"simulation",6
68,"simulation",6
117,"simulation",6
99,"simulation",6
75,"simulation",6
85,"simulation",6
129,"simulation",6
71,"simulation",6
83,"simulation",6
90,"simulation",6
97,"simulation",6
119,"simulation",6
67,"simulation",6
82,"simulation",6
78,"simulation",6
74,"simulation",6
75,"simulation",6
76,"simulation",6
68,"simulation",6
102,"simulation",6
82,"simulation",6
99,"simulation",6
91,"simulation",6
104,"simulation",6
89,"simulation",6
86,"simulation",6
79,"simulation",6
68,"simulation",6
80,"simulation",6
63,"simulation",6
79,"simulation",6
68,"simulation",6
84,"simulation",6
80,"simulation",6
95,"simulation",6
59,"simulation",6
77,"simulation",6
78,"simulation",6
128,"simulation",6
87,"simulation",6
120,"simulation",6
84,"simulation",6
127,"simulation",6
90,"simulation",7
81,"simulation",7
70,"simulation",7
73,"simulation",7
62,"simulation",7
78,"simulation",7
88,"simulation",7
59,"simulation",7
105,"simulation",7
93,"simulation",7
71,"simulation",7
77,"simulation",7
85,"simulation",7
91,"simulation",7
71,"simulation",7
74,"simulation",7
95,"simulation",7
90,"simulation",7
78,"simulation",7
68,"simulation",7
77,"simulation",7
93,"simulation",7
90,"simulation",7
83,"simulation",7
65,"simulation",7
76,"simulation",7
72,"simulation",7
74,"simulation",7
117,"simulation",7
75,"simulation",7
86,"simulation",7
89,"simulation",7
80,"simulation",7
61,"simulation",7
121,"simulation",7
118,"simulation",7
85,"simulation",7
93,"simulation",7
78,"simulation",7
70,"simulation",7
72,"simulation",7
80,"simulation",7
95,"simulation",7
77,"simulation",7
79,"simulation",7
92,"simulation",7
66,"simulation",7
76,"simulation",7
71,"simulation",7
60,"simulation",7
86,"simulation",7
104,"simulation",7
88,"simulation",7
78,"simulation",7
98,"simulation",7
74,"simulation",7
83,"simulation",7
102,"simulation",7
89,"simulation",7
71,"simulation",7
114,"simulation",7
66,"simulation",7
83,"simulation",7
54,"simulation",7
86,"simulation",7
78,"simulation",7
81,"simulation",7
84,"simulation",7
66,"simulation",7
90,"simulation",7
63,"simulation",7
85,"simulation",7
141,"simulation",7
76,"simulation",7
98,"simulation",7
75,"simulation",7
90,"simulation",7
73,"simulation",7
138,"simulation",7
63,"simulation",7
108,"simulation",7
114,"simulation",7
80,"simulation",7
86,"simulation",7
75,"simulation",7
86,"simulation",7
118,"simulation",7
59,"simulation",7
110,"simulation",7
78,"simulation",7
99,"simulation",7
115,"simulation",7
90,"simulation",7
143,"simulation",7
71,"simulation",7
84,"simulation",7
105,"simulation",7
80,"simulation",7
75,"simulation",7
98,"simulation",7
80,"simulation",7
96,"simulation",7
77,"simulation",7
76,"simulation",7
104,"simulation",7
74,"simulation",7
67,"simulation",7
78,"simulation",7
83,"simulation",7
52,"simulation",7
114,"simulation",7
81,"simulation",7
55,"simulation",7
93,"simulation",7
101,"simulation",7
109,"simulation",7
98,"simulation",7
98,"simulation",7
85,"simulation",7
78,"simulation",7
81,"simulation",7
74,"simulation",7
71,"simulation",7
75,"simulation",7
71,"simulation",7
77,"simulation",7
96,"simulation",7
78,"simulation",7
83,"simulation",7
77,"simulation",7
49,"simulation",7
100,"simulation",7
87,"simulation",7
81,"simulation",7
69,"simulation",7
62,"simulation",7
97,"simulation",7
75,"simulation",7
70,"simulation",7
60,"simulation",7
71,"simulation",7
78,"simulation",7
136,"simulation",7
79,"simulation",7
90,"simulation",7
82,"simulation",7
79,"simulation",7
58,"simulation",7
95,"simulation",7
73,"simulation",7
110,"simulation",7
72,"simulation",7
112,"simulation",7
29,"simulation",7
63,"simulation",7
69,"simulation",7
81,"simulation",7
84,"simulation",7
89,"simulation",7
93,"simulation",7
80,"simulation",7
82,"simulation",7
75,"simulation",7
120,"simulation",7
103,"simulation",7
75,"simulation",7
86,"simulation",7
72,"simulation",7
71,"simulation",7
85,"simulation",7
85,"simulation",7
73,"simulation",7
76,"simulation",7
86,"simulation",7
101,"simulation",7
68,"simulation",7
67,"simulation",7
72,"simulation",7
85,"simulation",7
88,"simulation",7
76,"simulation",7
79,"simulation",7
58,"simulation",7
81,"simulation",7
140,"simulation",7
76,"simulation",7
92,"simulation",7
79,"simulation",7
84,"simulation",7
79,"simulation",7
108,"simulation",7
76,"simulation",7
88,"simulation",7
75,"simulation",7
83,"simulation",7
88,"simulation",7
72,"simulation",7
73,"simulation",7
105,"simulation",7
82,"simulation",7
109,"simulation",7
63,"simulation",7
82,"simulation",7
68,"simulation",7
81,"simulation",7
94,"simulation",7
97,"simulation",7
68,"simulation",7
87,"simulation",7
62,"simulation",7
109,"simulation",7
76,"simulation",7
75,"simulation",7
87,"simulation",7
64,"simulation",7
64,"simulation",7
94,"simulation",7
70,"simulation",7
77,"simulation",7
95,"simulation",7
114,"simulation",7
89,"simulation",7
118,"simulation",7
70,"simulation",7
60,"simulation",7
75,"simulation",7
60,"simulation",7
69,"simulation",7
70,"simulation",7
78,"simulation",7
101,"simulation",7
90,"simulation",7
95,"simulation",7
97,"simulation",7
77,"simulation",7
69,"simulation",7
71,"simulation",7
71,"simulation",7
67,"simulation",7
73,"simulation",7
72,"simulation",7
60,"simulation",7
90,"simulation",7
76,"simulation",7
83,"simulation",7
75,"simulation",7
74,"simulation",7
81,"simulation",7
88,"simulation",7
100,"simulation",7
85,"simulation",7
77,"simulation",7
53,"simulation",7
91,"simulation",7
92,"simulation",7
110,"simulation",7
95,"simulation",7
78,"simulation",7
68,"simulation",7
83,"simulation",7
67,"simulation",7
103,"simulation",7
84,"simulation",7
85,"simulation",7
76,"simulation",7
84,"simulation",7
74,"simulation",7
94,"simulation",7
75,"simulation",7
72,"simulation",7
77,"simulation",7
64,"simulation",7
73,"simulation",7
80,"simulation",7
75,"simulation",7
123,"simulation",7
60,"simulation",7
130,"simulation",7
63,"simulation",7
94,"simulation",7
95,"simulation",7
89,"simulation",7
55,"simulation",7
93,"simulation",7
92,"simulation",7
75,"simulation",7
80,"simulation",7
75,"simulation",7
93,"simulation",7
83,"simulation",7
79,"simulation",7
55,"simulation",7
77,"simulation",7
98,"simulation",7
100,"simulation",7
91,"simulation",7
64,"simulation",7
85,"simulation",7
105,"simulation",7
119,"simulation",7
82,"simulation",7
67,"simulation",7
71,"simulation",7
76,"simulation",7
137,"simulation",7
92,"simulation",7
70,"simulation",7
74,"simulation",7
98,"simulation",7
60,"simulation",7
59,"simulation",7
95,"simulation",7
77,"simulation",7
62,"simulation",7
75,"simulation",7
84,"simulation",7
74,"simulation",7
79,"simulation",7
71,"simulation",7
75,"simulation",7
71,"simulation",7
80,"simulation",7
77,"simulation",7
130,"simulation",7
78,"simulation",7
78,"simulation",7
123,"simulation",7
85,"simulation",7
65,"simulation",7
69,"simulation",7
74,"simulation",7
79,"simulation",7
72,"simulation",7
67,"simulation",7
87,"simulation",7
93,"simulation",7
65,"simulation",7
122,"simulation",7
72,"simulation",7
80,"simulation",7
106,"simulation",7
106,"simulation",7
81,"simulation",7
75,"simulation",7
69,"simulation",7
89,"simulation",7
85,"simulation",7
95,"simulation",7
92,"simulation",7
67,"simulation",7
75,"simulation",7
64,"simulation",7
128,"simulation",7
91,"simulation",7
77,"simulation",7
87,"simulation",7
81,"simulation",7
68,"simulation",7
91,"simulation",7
89,"simulation",7
104,"simulation",7
68,"simulation",7
90,"simulation",7
80,"simulation",7
71,"simulation",7
55,"simulation",7
75,"simulation",7
67,"simulation",7
69,"simulation",7
84,"simulation",7
63,"simulation",7
99,"simulation",7
75,"simulation",7
80,"simulation",7
82,"simulation",7
45,"simulation",7
79,"simulation",7
82,"simulation",7
89,"simulation",7
77,"simulation",7
91,"simulation",7
78,"simulation",7
78,"simulation",7
94,"simulation",7
75,"simulation",7
88,"simulation",7
83,"simulation",7
97,"simulation",7
80,"simulation",7
74,"simulation",7
76,"simulation",7
80,"simulation",7
97,"simulation",7
70,"simulation",7
79,"simulation",7
58,"simulation",7
88,"simulation",7
67,"simulation",7
66,"simulation",7
75,"simulation",7
109,"simulation",7
73,"simulation",7
85,"simulation",7
54,"simulation",7
89,"simulation",7
85,"simulation",7
86,"simulation",7
61,"simulation",7
79,"simulation",7
89,"simulation",7
78,"simulation",7
69,"simulation",7
72,"simulation",7
88,"simulation",7
111,"simulation",7
103,"simulation",7
68,"simulation",7
99,"simulation",7
94,"simulation",7
84,"simulation",7
96,"simulation",7
73,"simulation",7
84,"simulation",7
58,"simulation",7
94,"simulation",7
77,"simulation",7
80,"simulation",7
110,"simulation",7
85,"simulation",7
69,"simulation",7
80,"simulation",7
121,"simulation",7
70,"simulation",7
71,"simulation",7
76,"simulation",7
73,"simulation",7
76,"simulation",7
98,"simulation",7
93,"simulation",7
73,"simulation",7
104,"simulation",7
74,"simulation",7
70,"simulation",7
75,"simulation",7
64,"simulation",7
61,"simulation",7
81,"simulation",7
84,"simulation",7
67,"simulation",7
88,"simulation",7
71,"simulation",7
74,"simulation",7
77,"simulation",7
64,"simulation",7
74,"simulation",7
70,"simulation",7
82,"simulation",7
114,"simulation",7
74,"simulation",7
63,"simulation",7
56,"simulation",7
76,"simulation",7
68,"simulation",7
83,"simulation",7
78,"simulation",7
69,"simulation",7
111,"simulation",7
68,"simulation",7
81,"simulation",7
72,"simulation",7
101,"simulation",7
84,"simulation",7
71,"simulation",7
100,"simulation",7
72,"simulation",7
101,"simulation",7
58,"simulation",7
108,"simulation",7
80,"simulation",7
94,"simulation",7
83,"simulation",7
70,"simulation",7
65,"simulation",7
74,"simulation",7
75,"simulation",7
73,"simulation",7
84,"simulation",7
110,"simulation",7
70,"simulation",7
81,"simulation",7
78,"simulation",7
76,"simulation",7
77,"simulation",7
79,"simulation",7
95,"simulation",7
64,"simulation",7
158,"simulation",7
79,"simulation",7
90,"simulation",7
99,"simulation",7
62,"simulation",7
73,"simulation",7
71,"simulation",7
93,"simulation",7
85,"simulation",7
74,"simulation",7
73,"simulation",7
62,"simulation",7
107,"simulation",7
74,"simulation",7
67,"simulation",7
86,"simulation",7
88,"simulation",7
71,"simulation",7
100,"simulation",7
81,"simulation",7
56,"simulation",7
96,"simulation",7
80,"simulation",7
86,"simulation",7
85,"simulation",7
80,"simulation",7
70,"simulation",7
70,"simulation",7
86,"simulation",7
70,"simulation",7
104,"simulation",7
80,"simulation",7
88,"simulation",7
71,"simulation",7
84,"simulation",7
99,"simulation",7
105,"simulation",7
76,"simulation",7
78,"simulation",7
74,"simulation",7
58,"simulation",7
89,"simulation",7
96,"simulation",7
63,"simulation",7
95,"simulation",7
82,"simulation",7
76,"simulation",7
63,"simulation",7
73,"simulation",7
91,"simulation",7
77,"simulation",7
68,"simulation",7
93,"simulation",7
75,"simulation",7
88,"simulation",7
67,"simulation",7
76,"simulation",7
89,"simulation",7
84,"simulation",7
76,"simulation",7
120,"simulation",7
76,"simulation",7
70,"simulation",7
107,"simulation",7
108,"simulation",7
67,"simulation",7
91,"simulation",7
72,"simulation",7
73,"simulation",7
81,"simulation",7
108,"simulation",7
71,"simulation",7
89,"simulation",7
97,"simulation",7
87,"simulation",7
75,"simulation",7
73,"simulation",7
83,"simulation",7
78,"simulation",7
107,"simulation",7
66,"simulation",7
69,"simulation",7
