"cluster_size","tmrca_date","mean_lag_estimate","ix","lag_lower_bound","lag_upper_bound"
2,86,15.1758093136996,765,0,57
2,86,15.1758093136996,766,0,57
2,86,15.1758093136996,767,0,57
2,86,15.1758093136996,768,0,57
2,86,15.1758093136996,769,0,57
2,86,15.1758093136996,770,0,57
2,86,15.1758093136996,771,0,57
2,86,15.1758093136996,772,0,57
2,86,15.1758093136996,773,0,57
2,86,15.1758093136996,774,0,57
3,86,10.3568874472331,775,0,40
3,86,10.3568874472331,776,0,40
4,86,7.94742651399983,777,0,31
4,86,7.94742651399983,778,0,31
5,86,6.50174995405987,779,0,25
5,86,6.50174995405987,780,0,25
5,86,6.50174995405987,781,0,25
6,86,5.53796558076657,782,0,22
6,86,5.53796558076657,783,0,22
6,86,5.53796558076657,784,0,22
7,86,4.84954817127135,785,0,19
7,86,4.84954817127135,786,0,19
8,86,4.33323511414993,787,0,17
8,86,4.33323511414993,788,0,17
8,86,4.33323511414993,789,0,17
12,86,3.1285046475333,790,0,13
21,86,2.09587853329047,791,0,9
103,86,0.999757609434006,792,0,5
2,87,15.1758093136996,793,0,57
2,87,15.1758093136996,794,0,57
2,87,15.1758093136996,795,0,57
2,87,15.1758093136996,796,0,57
2,87,15.1758093136996,797,0,57
2,87,15.1758093136996,798,0,57
2,87,15.1758093136996,799,0,57
2,87,15.1758093136996,800,0,57
2,87,15.1758093136996,801,0,57
2,87,15.1758093136996,802,0,57
2,87,15.1758093136996,803,0,57
2,87,15.1758093136996,804,0,57
2,87,15.1758093136996,805,0,57
2,87,15.1758093136996,806,0,57
2,87,15.1758093136996,807,0,57
2,87,15.1758093136996,808,0,57
2,87,15.1758093136996,809,0,57
3,87,10.3568874472331,810,0,40
3,87,10.3568874472331,811,0,40
3,87,10.3568874472331,812,0,40
3,87,10.3568874472331,813,0,40
3,87,10.3568874472331,814,0,40
3,87,10.3568874472331,815,0,40
3,87,10.3568874472331,816,0,40
3,87,10.3568874472331,817,0,40
4,87,7.94742651399983,818,0,31
4,87,7.94742651399983,819,0,31
4,87,7.94742651399983,820,0,31
4,87,7.94742651399983,821,0,31
4,87,7.94742651399983,822,0,31
4,87,7.94742651399983,823,0,31
5,87,6.50174995405987,824,0,25
6,87,5.53796558076657,825,0,22
7,87,4.84954817127135,826,0,19
7,87,4.84954817127135,827,0,19
8,87,4.33323511414993,828,0,17
8,87,4.33323511414993,829,0,17
9,87,3.93165829194439,830,0,16
9,87,3.93165829194439,831,0,16
9,87,3.93165829194439,832,0,16
13,87,2.94316149882305,833,0,12
25,87,1.875584962252,834,0,8
61,87,1.19303602903445,835,0,6
2,88,15.1758093136996,836,0,57
2,88,15.1758093136996,837,0,57
2,88,15.1758093136996,838,0,57
2,88,15.1758093136996,839,0,57
2,88,15.1758093136996,840,0,57
2,88,15.1758093136996,841,0,57
2,88,15.1758093136996,842,0,57
2,88,15.1758093136996,843,0,57
2,88,15.1758093136996,844,0,57
2,88,15.1758093136996,845,0,57
2,88,15.1758093136996,846,0,57
3,88,10.3568874472331,847,0,40
3,88,10.3568874472331,848,0,40
3,88,10.3568874472331,849,0,40
3,88,10.3568874472331,850,0,40
3,88,10.3568874472331,851,0,40
3,88,10.3568874472331,852,0,40
3,88,10.3568874472331,853,0,40
4,88,7.94742651399983,854,0,31
4,88,7.94742651399983,855,0,31
5,88,6.50174995405987,856,0,25
5,88,6.50174995405987,857,0,25
5,88,6.50174995405987,858,0,25
8,88,4.33323511414993,859,0,17
8,88,4.33323511414993,860,0,17
9,88,3.93165829194439,861,0,16
19,88,2.24080851423683,862,0,9
73,88,1.1151194841466,863,0,5
2,89,15.1758093136996,864,0,57
2,89,15.1758093136996,865,0,57
2,89,15.1758093136996,866,0,57
2,89,15.1758093136996,867,0,57
2,89,15.1758093136996,868,0,57
2,89,15.1758093136996,869,0,57
2,89,15.1758093136996,870,0,57
2,89,15.1758093136996,871,0,57
2,89,15.1758093136996,872,0,57
2,89,15.1758093136996,873,0,57
2,89,15.1758093136996,874,0,57
2,89,15.1758093136996,875,0,57
2,89,15.1758093136996,876,0,57
2,89,15.1758093136996,877,0,57
2,89,15.1758093136996,878,0,57
2,89,15.1758093136996,879,0,57
3,89,10.3568874472331,880,0,40
3,89,10.3568874472331,881,0,40
3,89,10.3568874472331,882,0,40
3,89,10.3568874472331,883,0,40
3,89,10.3568874472331,884,0,40
3,89,10.3568874472331,885,0,40
4,89,7.94742651399983,886,0,31
4,89,7.94742651399983,887,0,31
4,89,7.94742651399983,888,0,31
5,89,6.50174995405987,889,0,25
5,89,6.50174995405987,890,0,25
6,89,5.53796558076657,891,0,22
6,89,5.53796558076657,892,0,22
6,89,5.53796558076657,893,0,22
9,89,3.93165829194439,894,0,16
13,89,2.94316149882305,895,0,12
29,89,1.71606203150001,896,0,8
2,90,15.1758093136996,897,0,57
2,90,15.1758093136996,898,0,57
2,90,15.1758093136996,899,0,57
2,90,15.1758093136996,900,0,57
2,90,15.1758093136996,901,0,57
2,90,15.1758093136996,902,0,57
2,90,15.1758093136996,903,0,57
2,90,15.1758093136996,904,0,57
2,90,15.1758093136996,905,0,57
3,90,10.3568874472331,906,0,40
4,90,7.94742651399983,907,0,31
4,90,7.94742651399983,908,0,31
4,90,7.94742651399983,909,0,31
5,90,6.50174995405987,910,0,25
7,90,4.84954817127135,911,0,19
10,90,3.61039683417995,912,0,15
10,90,3.61039683417995,913,0,15
38,90,1.47992611426843,914,0,7
40,90,1.44188199427001,915,0,7
2,91,15.1758093136996,916,0,57
2,91,15.1758093136996,917,0,57
2,91,15.1758093136996,918,0,57
2,91,15.1758093136996,919,0,57
2,91,15.1758093136996,920,0,57
2,91,15.1758093136996,921,0,57
2,91,15.1758093136996,922,0,57
2,91,15.1758093136996,923,0,57
3,91,10.3568874472331,924,0,40
3,91,10.3568874472331,925,0,40
3,91,10.3568874472331,926,0,40
3,91,10.3568874472331,927,0,40
3,91,10.3568874472331,928,0,40
4,91,7.94742651399983,929,0,31
4,91,7.94742651399983,930,0,31
5,91,6.50174995405987,931,0,25
5,91,6.50174995405987,932,0,25
8,91,4.33323511414993,933,0,17
9,91,3.93165829194439,934,0,16
14,91,2.78429594278569,935,0,12
2,92,15.1758093136996,936,0,57
2,92,15.1758093136996,937,0,57
2,92,15.1758093136996,938,0,57
2,92,15.1758093136996,939,0,57
2,92,15.1758093136996,940,0,57
2,92,15.1758093136996,941,0,57
2,92,15.1758093136996,942,0,57
2,92,15.1758093136996,943,0,57
2,92,15.1758093136996,944,0,57
2,92,15.1758093136996,945,0,57
2,92,15.1758093136996,946,0,57
3,92,10.3568874472331,947,0,40
4,92,7.94742651399983,948,0,31
4,92,7.94742651399983,949,0,31
5,92,6.50174995405987,950,0,25
8,92,4.33323511414993,951,0,17
10,92,3.61039683417995,952,0,15
12,92,3.1285046475333,953,0,13
2,93,15.1758093136996,954,0,57
2,93,15.1758093136996,955,0,57
2,93,15.1758093136996,956,0,57
2,93,15.1758093136996,957,0,57
2,93,15.1758093136996,958,0,57
2,93,15.1758093136996,959,0,57
2,93,15.1758093136996,960,0,57
2,93,15.1758093136996,961,0,57
3,93,10.3568874472331,962,0,40
3,93,10.3568874472331,963,0,40
3,93,10.3568874472331,964,0,40
3,93,10.3568874472331,965,0,40
3,93,10.3568874472331,966,0,40
3,93,10.3568874472331,967,0,40
3,93,10.3568874472331,968,0,40
4,93,7.94742651399983,969,0,31
4,93,7.94742651399983,970,0,31
4,93,7.94742651399983,971,0,31
5,93,6.50174995405987,972,0,25
6,93,5.53796558076657,973,0,22
6,93,5.53796558076657,974,0,22
2,94,15.1758093136996,975,0,57
2,94,15.1758093136996,976,0,57
2,94,15.1758093136996,977,0,57
2,94,15.1758093136996,978,0,57
2,94,15.1758093136996,979,0,57
2,94,15.1758093136996,980,0,57
2,94,15.1758093136996,981,0,57
2,94,15.1758093136996,982,0,57
2,94,15.1758093136996,983,0,57
2,94,15.1758093136996,984,0,57
2,94,15.1758093136996,985,0,57
3,94,10.3568874472331,986,0,40
3,94,10.3568874472331,987,0,40
3,94,10.3568874472331,988,0,40
4,94,7.94742651399983,989,0,31
5,94,6.50174995405987,990,0,25
6,94,5.53796558076657,991,0,22
6,94,5.53796558076657,992,0,22
8,94,4.33323511414993,993,0,17
9,94,3.93165829194439,994,0,16
13,94,2.94316149882305,995,0,12
14,94,2.78429594278569,996,0,12
2,95,15.1758093136996,997,0,57
2,95,15.1758093136996,998,0,57
2,95,15.1758093136996,999,0,57
2,95,15.1758093136996,1000,0,57
2,95,15.1758093136996,1001,0,57
2,95,15.1758093136996,1002,0,57
2,95,15.1758093136996,1003,0,57
2,95,15.1758093136996,1004,0,57
2,95,15.1758093136996,1005,0,57
3,95,10.3568874472331,1006,0,40
4,95,7.94742651399983,1007,0,31
5,95,6.50174995405987,1008,0,25
6,95,5.53796558076657,1009,0,22
7,95,4.84954817127135,1010,0,19
10,95,3.61039683417995,1011,0,15
13,95,2.94316149882305,1012,0,12
16,95,2.52613941422498,1013,0,11
35,95,1.5451446056943,1014,0,7
40,95,1.44188199427001,1015,0,7
2,96,15.1758093136996,1016,0,57
2,96,15.1758093136996,1017,0,57
2,96,15.1758093136996,1018,0,57
2,96,15.1758093136996,1019,0,57
2,96,15.1758093136996,1020,0,57
2,96,15.1758093136996,1021,0,57
2,96,15.1758093136996,1022,0,57
3,96,10.3568874472331,1023,0,40
3,96,10.3568874472331,1024,0,40
3,96,10.3568874472331,1025,0,40
3,96,10.3568874472331,1026,0,40
3,96,10.3568874472331,1027,0,40
4,96,7.94742651399983,1028,0,31
5,96,6.50174995405987,1029,0,25
6,96,5.53796558076657,1030,0,22
7,96,4.84954817127135,1031,0,19
8,96,4.33323511414993,1032,0,17
8,96,4.33323511414993,1033,0,17
10,96,3.61039683417995,1034,0,15
2,97,15.1758093136996,1035,0,57
2,97,15.1758093136996,1036,0,57
3,97,10.3568874472331,1037,0,40
3,97,10.3568874472331,1038,0,40
4,97,7.94742651399983,1039,0,31
4,97,7.94742651399983,1040,0,31
4,97,7.94742651399983,1041,0,31
7,97,4.84954817127135,1042,0,19
11,97,3.34754655055451,1043,0,14
2,98,15.1758093136996,1044,0,57
2,98,15.1758093136996,1045,0,57
2,98,15.1758093136996,1046,0,57
2,98,15.1758093136996,1047,0,57
3,98,10.3568874472331,1048,0,40
4,98,7.94742651399983,1049,0,31
4,98,7.94742651399983,1050,0,31
5,98,6.50174995405987,1051,0,25
5,98,6.50174995405987,1052,0,25
11,98,3.34754655055451,1053,0,14
12,98,3.1285046475333,1054,0,13
2,99,15.1758093136996,1055,0,57
2,99,15.1758093136996,1056,0,57
2,99,15.1758093136996,1057,0,57
3,99,10.3568874472331,1058,0,40
3,99,10.3568874472331,1059,0,40
3,99,10.3568874472331,1060,0,40
4,99,7.94742651399983,1061,0,31
8,99,4.33323511414993,1062,0,17
2,100,15.1758093136996,1063,0,57
2,100,15.1758093136996,1064,0,57
2,100,15.1758093136996,1065,0,57
2,100,15.1758093136996,1066,0,57
3,100,10.3568874472331,1067,0,40
5,100,6.50174995405987,1068,0,25
5,100,6.50174995405987,1069,0,25
14,100,2.78429594278569,1070,0,12
2,101,15.1758093136996,1071,0,57
2,101,15.1758093136996,1072,0,57
2,101,15.1758093136996,1073,0,57
2,101,15.1758093136996,1074,0,57
2,101,15.1758093136996,1075,0,57
2,101,15.1758093136996,1076,0,57
3,101,10.3568874472331,1077,0,40
3,101,10.3568874472331,1078,0,40
3,101,10.3568874472331,1079,0,40
3,101,10.3568874472331,1080,0,40
8,101,4.33323511414993,1081,0,17
11,101,3.34754655055451,1082,0,14
18,101,2.32535100312221,1083,0,10
2,102,15.1758093136996,1084,0,57
2,102,15.1758093136996,1085,0,57
3,102,10.3568874472331,1086,0,40
3,102,10.3568874472331,1087,0,40
4,102,7.94742651399983,1088,0,31
4,102,7.94742651399983,1089,0,31
4,102,7.94742651399983,1090,0,31
8,102,4.33323511414993,1091,0,17
10,102,3.61039683417995,1092,0,15
2,103,15.1758093136996,1093,0,57
2,103,15.1758093136996,1094,0,57
2,103,15.1758093136996,1095,0,57
2,103,15.1758093136996,1096,0,57
3,103,10.3568874472331,1097,0,40
4,103,7.94742651399983,1098,0,31
16,103,2.52613941422498,1099,0,11
2,104,15.1758093136996,1100,0,57
4,104,7.94742651399983,1101,0,31
5,104,6.50174995405987,1102,0,25
26,104,1.83110260656154,1103,0,8
26,104,1.83110260656154,1104,0,8
2,105,15.1758093136996,1105,0,57
2,105,15.1758093136996,1106,0,57
3,105,10.3568874472331,1107,0,40
4,105,7.94742651399983,1108,0,31
5,105,6.50174995405987,1109,0,25
2,106,15.1758093136996,1110,0,57
2,106,15.1758093136996,1111,0,57
2,106,15.1758093136996,1112,0,57
2,106,15.1758093136996,1113,0,57
2,106,15.1758093136996,1114,0,57
2,106,15.1758093136996,1115,0,57
2,106,15.1758093136996,1116,0,57
3,106,10.3568874472331,1117,0,40
3,106,10.3568874472331,1118,0,40
5,106,6.50174995405987,1119,0,25
16,106,2.52613941422498,1120,0,11
3,107,10.3568874472331,1121,0,40
3,107,10.3568874472331,1122,0,40
3,107,10.3568874472331,1123,0,40
2,108,15.1758093136996,1124,0,57
2,108,15.1758093136996,1125,0,57
2,108,15.1758093136996,1126,0,57
3,108,10.3568874472331,1127,0,40
4,108,7.94742651399983,1128,0,31
6,108,5.53796558076657,1129,0,22
2,109,15.1758093136996,1130,0,57
2,109,15.1758093136996,1131,0,57
2,109,15.1758093136996,1132,0,57
2,109,15.1758093136996,1133,0,57
3,109,10.3568874472331,1134,0,40
4,109,7.94742651399983,1135,0,31
5,109,6.50174995405987,1136,0,25
2,110,15.1758093136996,1137,0,57
2,110,15.1758093136996,1138,0,57
2,110,15.1758093136996,1139,0,57
3,110,10.3568874472331,1140,0,40
4,110,7.94742651399983,1141,0,31
5,110,6.50174995405987,1142,0,25
34,110,1.5694416907353,1143,0,7
12,111,3.1285046475333,1144,0,13
34,111,1.5694416907353,1145,0,7
2,112,15.1758093136996,1146,0,57
3,112,10.3568874472331,1147,0,40
3,112,10.3568874472331,1148,0,40
17,113,2.41983966717057,1149,0,10
46,113,1.34759874036089,1150,0,6
2,114,15.1758093136996,1151,0,57
3,115,10.3568874472331,1152,0,40
3,115,10.3568874472331,1153,0,40
2,116,15.1758093136996,1154,0,57
2,116,15.1758093136996,1155,0,57
3,116,10.3568874472331,1156,0,40
4,116,7.94742651399983,1157,0,31
3,117,10.3568874472331,1158,0,40
2,118,15.1758093136996,1159,0,57
3,118,10.3568874472331,1160,0,40
6,118,5.53796558076657,1161,0,22
8,118,4.33323511414993,1162,0,17
2,119,15.1758093136996,1163,0,57
4,119,7.94742651399983,1164,0,31
3,121,10.3568874472331,1165,0,40
2,122,15.1758093136996,1166,0,57
2,122,15.1758093136996,1167,0,57
2,125,15.1758093136996,1168,0,57
13,126,2.94316149882305,1169,0,12
7,127,4.84954817127135,1170,0,19
2,129,15.1758093136996,1171,0,57
2,129,15.1758093136996,1172,0,57
3,130,10.3568874472331,1173,0,40
21,132,2.09587853329047,1174,0,9
6,137,5.53796558076657,1175,0,22
9,147,3.93165829194439,1176,0,16
3,150,10.3568874472331,1177,0,40
4,150,7.94742651399983,1178,0,31
2,164,15.1758093136996,1179,0,57
