"location","date","daily_average","total_air_travels","non_air_num","estimate"
"Macao (SAR)",2020-02-24,3.19716901341093e-06,277700,0,0.887853835024215
"Macedonia",2020-02-24,0.000375933789826901,277700,0,104.39681343493
"Madagascar",2020-02-24,2.62434289850813e-05,277700,0,7.28780022915708
"Malawi",2020-02-24,8.45917634798307e-05,277700,0,23.491132718349
"Malaysia",2020-02-24,0.00272878375294622,277700,0,757.783248193165
"Maldives",2020-02-24,0.00213464317795403,277700,0,592.790410517834
"Mali",2020-02-24,3.51688591475202e-05,277700,0,9.76639218526636
"Malta",2020-02-24,0.00629522578740611,277700,0,1748.18420116268
"Martinique",2020-02-24,6.52755340238064e-06,277700,0,1.8127015798411
"Mauritania",2020-02-24,4.80907505767227e-05,277700,0,13.3548014351559
"Mauritius",2020-02-24,0.00142433879547457,277700,0,395.538883503288
"Mayotte",2020-02-24,6.66076877793943e-07,277700,0,0.184969548963378
"Mexico",2020-02-24,0.00412328230429562,277700,0,1145.03549590289
"Moldova",2020-02-24,0.00116883170515281,277700,0,324.584564520935
"Mongolia",2020-02-24,2.67762904873165e-05,277700,0,7.43577586832779
"Montenegro",2020-02-24,0.000226332923074382,277700,0,62.8526527377559
"Morocco",2020-02-24,0.00811334923303246,277700,0,2253.07708201311
"Mozambique",2020-02-24,7.6199194819627e-05,277700,0,21.1605164014104
"Myanmar",2020-02-24,0.000268029335624283,277700,0,74.4317465028634
"Namibia",2020-02-24,9.9511885542415e-05,277700,0,27.6344506151286
"Nepal",2020-02-24,0.00102362694579373,277700,0,284.261202846919
"Netherlands",2020-02-24,0.0429048092215946,277700,1620.6896551724,13535.3551760092
"New Caledonia",2020-02-24,4.88900428300754e-05,277700,0,13.5767648939119
"New Zealand",2020-02-24,0.00295924635266293,277700,0,821.782712134496
"Nicaragua",2020-02-24,1.74512141982013e-05,277700,0,4.8462021828405
"Niger",2020-02-24,2.55773521072874e-05,277700,0,7.10283068019371
"Nigeria",2020-02-24,0.00322660961140942,277700,0,896.029489088396
"North Mariana Isl",2020-02-24,7.99292253352731e-07,277700,0,0.221963458756053
"Norway",2020-02-24,0.0142421890163656,277700,0,3955.05588984473
"Oman",2020-02-24,0.0008730935714123,277700,0,242.458084781196
"Pakistan",2020-02-24,0.00696037015757114,277700,0,1932.89479275751
"Palau",2020-02-24,6.66076877793943e-07,277700,0,0.184969548963378
"Panama",2020-02-24,0.00021887286204309,277700,0,60.7809937893661
"Papua New Guinea",2020-02-24,6.26112265126306e-06,277700,0,1.73871376025575
"Paraguay",2020-02-24,2.66430751117577e-05,277700,0,7.39878195853511
"Peru",2020-02-24,0.000365409775157757,277700,0,101.474294561309
"Philippines",2020-02-24,0.00212678347079606,277700,0,590.607769840066
"Poland",2020-02-24,0.0433466846223231,277700,0,12037.3743196191
"Portugal",2020-02-24,0.027694011209541,277700,0,7690.62691288954
"Puerto Rico",2020-02-24,0.000263100366728607,277700,0,73.0629718405342
"Qatar",2020-02-24,0.0022304250329808,277700,0,619.389031658768
"Reunion",2020-02-24,1.73179988226425e-06,277700,0,0.480920827304782
"Romania",2020-02-24,0.0166339378691481,277700,0,4619.24454626243
"Russia",2020-02-24,0.00450281290926261,277700,0,1250.43114490223
"Rwanda",2020-02-24,0.000124822806898585,277700,0,34.6632934757371
"Samoa",2020-02-24,1.33215375558789e-07,277700,0,0.0369939097926757
"Sao Tome-Principe",2020-02-24,7.46006103129216e-06,277700,0,2.07165894838983
"Saudi Arabia",2020-02-24,0.00444539708239677,277700,0,1234.48676978158
"Senegal",2020-02-24,0.000178508603248777,277700,0,49.5718391221854
"Serbia",2020-02-24,0.00115031476795014,277700,0,319.442411059754
"Seychelles",2020-02-24,0.000295604918364952,277700,0,82.0894858299472
"Sierra Leone",2020-02-24,0.000174112495855337,277700,0,48.3510400990271
"Singapore",2020-02-24,0.003685669795585,277700,0,1023.51050223395
"Slovakia",2020-02-24,0.00327749788487287,277700,0,910.161162629196
"Slovenia",2020-02-24,0.000869629971647772,277700,0,241.496243126586
"Solomon Islands",2020-02-24,0,277700,0,0
"Somalia",2020-02-24,0.00022540041544547,277700,0,62.593695369207
"South Africa",2020-02-24,0.00782613688332771,277700,0,2173.31821250011
"South Sudan",2020-02-24,2.97070287496098e-05,277700,0,8.24964188376664
"Spain",2020-02-24,0.144927804593293,277700,0,40246.4513355575
"Sri Lanka",2020-02-24,0.00254361438091951,277700,0,706.361713581348
"St Barthelemy",2020-02-24,1.09236607958207e-05,277700,0,3.03350060299941
"St Helena",2020-02-24,0,277700,0,0
"St Kitts-Nevis",2020-02-24,9.33839782667108e-05,277700,0,25.9327307646656
"St Lucia",2020-02-24,0.00107837846514839,277700,0,299.465699771708
"St Maarten (Dutch Part)",2020-02-24,9.12525322577702e-05,277700,0,25.3408282079828
"St Vincent-Grenad",2020-02-24,9.36504090178283e-05,277700,0,26.0067185842509
"Sudan",2020-02-24,0.00019462766369139,277700,0,54.048102207099
"Suriname",2020-02-24,7.59327640685095e-06,277700,0,2.10865285818251
"Svalbard",2020-02-24,1.41208298092316e-05,277700,0,3.92135443802362
"Swaziland",2020-02-24,3.33038438896971e-06,277700,0,0.924847744816888
"Sweden",2020-02-24,0.0113995061173167,277700,0,3165.64284877885
"Switzerland",2020-02-24,0.0457632115349595,277700,0,12708.4438432583
"Taiwan",2020-02-24,0.000623314742239572,277700,0,173.094503919929
"Tajikistan",2020-02-24,2.17141062160825e-05,277700,0,6.03000729620611
"Tanzania",2020-02-24,0.000616387542710515,277700,0,171.17082061071
"Thailand",2020-02-24,0.00947361143286325,277700,0,2630.82189490612
"Togo",2020-02-24,2.85080903695807e-05,277700,0,7.91669669563256
"Tonga",2020-02-24,1.33215375558789e-06,277700,0,0.369939097926757
"Trinidad-Tobago",2020-02-24,0.000699647152434757,277700,0,194.292014231132
"Tunisia",2020-02-24,0.000695917121919111,277700,0,193.256184756937
"Turkey",2020-02-24,0.00959403813236839,277700,0,2664.2643893587
"Turkmenistan",2020-02-24,0.000115364515233911,277700,0,32.0367258804571
"Turks-Caicos",2020-02-24,6.03465651281312e-05,277700,0,16.758241136082
"Uganda",2020-02-24,0.000457728030419997,277700,0,127.111074047633
"Ukraine",2020-02-24,0.00227092250715067,277700,0,630.635180235741
"United Arab Emirates",2020-02-24,0.0158206580013617,277700,0,4393.39672697814
"United States",2020-02-24,0.0655951177097719,277700,0,18215.7641880037
"Uruguay",2020-02-24,0.000107238377324825,277700,0,29.7800973831039
"Uzbekistan",2020-02-24,8.87214401221532e-05,277700,0,24.6379439219219
"Vanuatu",2020-02-24,0,277700,0,0
"Venezuela",2020-02-24,2.73091519895517e-05,277700,0,7.58375150749851
"Viet Nam",2020-02-24,0.00189685373258159,277700,0,526.756281537908
"Virgin Islands (GB)",2020-02-24,4.42275046855178e-05,277700,0,12.2819780511683
"Virgin Islands (US)",2020-02-24,1.03907992935855e-05,277700,0,2.88552496382869
"Zambia",2020-02-24,0.000142407236472345,277700,0,39.5464895683702
"Zimbabwe",2020-02-24,0.000508616303883455,277700,0,141.242747588435
"French Guiana",2020-02-24,1.59858450670546e-06,277700,0,0.443926917512106
"Syria",2020-02-24,0,277700,0,0
"Timor-leste",2020-02-24,0,277700,0,0
"Afghanistan",2020-02-25,0.000265498243488666,229300,0,60.8787472319511
"Albania",2020-02-25,0.0014164790883166,229300,0,324.798654950996
"Algeria",2020-02-25,0.000850180526816189,229300,0,194.946394798952
"Angola",2020-02-25,0.000185036156651157,229300,0,42.4287907201103
"Antigua-Barbuda",2020-02-25,0.00107198412712157,229300,0,245.805960348976
"Argentina",2020-02-25,0.00145311331659527,229300,0,333.198883495295
"Armenia",2020-02-25,5.26200733457215e-05,229300,0,12.0657828181739
"Aruba",2020-02-25,3.9698181916519e-05,229300,0,9.10279311345781
"Australia",2020-02-25,0.0101090487742787,229300,0,2318.00488394211
"Austria",2020-02-25,0.0173995266324845,229300,0,3989.7114568287
"Azerbaijan",2020-02-25,0.000341564222932734,229300,0,78.3206763184759
"Bahamas",2020-02-25,0.000256972459452903,229300,0,58.9237849525507
"Bahrain",2020-02-25,0.000436413570330591,229300,0,100.069631676805
"Bangladesh",2020-02-25,0.0020228754778602,229300,0,463.845347073344
"Barbados",2020-02-25,0.00567177782979098,229300,0,1300.53865637107
"Belarus",2020-02-25,0.000220071800423119,229300,0,50.4624638370212
"Belgium",2020-02-25,0.00518380990911914,229300,4120.1379310345,5308.78554319552
"Belize",2020-02-25,5.22204272190451e-05,229300,0,11.974143961327
"Benin",2020-02-25,1.65187065692898e-05,229300,0,3.78773941633815
"Bermuda",2020-02-25,0.000313722209440947,229300,0,71.9365026248092
"Bolivia",2020-02-25,2.50444906050522e-05,229300,0,5.74270169573847
"Bonaire, Saint Eustatius and Saba",2020-02-25,1.03907992935855e-05,229300,0,2.38261027801916
"Bosnia-Herzegovina",2020-02-25,7.89967177063616e-05,229300,0,18.1139473700687
"Botswana",2020-02-25,7.6199194819627e-05,229300,0,17.4724753721405
"Brazil",2020-02-25,0.00296297638317857,229300,0,679.410484662846
"Brunei Darussalam",2020-02-25,5.44850886035445e-05,229300,0,12.4934308167928
"Bulgaria",2020-02-25,0.0117020382352107,229300,0,2683.27736733381
"Burkina Faso",2020-02-25,3.37034900163735e-05,229300,0,7.72821026075444
"Burundi",2020-02-25,9.19186091355641e-06,229300,0,2.10769370747848
"Cambodia",2020-02-25,0.000424690617281418,229300,0,97.3815585426292
"Cameroon",2020-02-25,0.000106172654320354,229300,0,24.3453896356572
"Canada",2020-02-25,0.00804061363797736,229300,0,1843.71270718821
"Cape Verde",2020-02-25,0.00207469625895257,229300,0,475.727852177824
"Cayman Islands",2020-02-25,0.000146936559241344,229300,0,33.6925530340402
"Central African Rep",2020-02-25,5.59504577346912e-06,229300,0,1.28294399585647
"Chad",2020-02-25,2.57105674828462e-05,229300,0,5.89543312381663
"Chile",2020-02-25,0.000758661563807301,229300,0,173.961096581014
"China",2020-02-25,0.00468358617389589,229300,0,1073.94630967433
"Colombia",2020-02-25,0.000789434315561381,229300,0,181.017288558225
"Comoros",2020-02-25,1.33215375558789e-06,229300,0,0.305462856156303
"Congo (Brazzaville)",2020-02-25,5.11547042145748e-05,229300,0,11.729773676402
"Congo (Kinshasa)",2020-02-25,7.46006103129216e-05,229300,0,17.1059199447529
"Cook Islands",2020-02-25,5.19539964679275e-06,229300,0,1.19130513900958
"Costa Rica",2020-02-25,0.000960083211652189,229300,0,220.147080431847
"Cote D'Ivoire",2020-02-25,0.000148135497621373,229300,0,33.9674696045808
"Croatia",2020-02-25,0.00101923083840029,229300,0,233.709631245187
"Cuba",2020-02-25,0.000604664589661341,229300,0,138.649590409345
"Curacao",2020-02-25,7.89967177063616e-05,229300,0,18.1139473700687
"Cyprus",2020-02-25,0.0065906974903955,229300,0,1511.24693454769
"Czech Republic",2020-02-25,0.0113693994424404,229300,0,2607.00329215158
"Denmark",2020-02-25,0.0152734092385662,229300,0,3502.19273840323
"Djibouti",2020-02-25,4.20960586765772e-05,229300,0,9.65262625453915
"Dominica",2020-02-25,5.44850886035445e-05,229300,0,12.4934308167928
"Dominican Rep",2020-02-25,0.00160431276785449,229300,0,367.868917669035
"Ecuador",2020-02-25,0.000232860476476762,229300,0,53.3949072561215
"Egypt",2020-02-25,0.00457754673495109,229300,0,1049.63146632428
"El Salvador",2020-02-25,2.81084442429044e-05,229300,0,6.44526626489798
"Equatorial Guinea",2020-02-25,6.26112265126306e-05,229300,0,14.3567542393462
"Eritrea",2020-02-25,4.32949970566063e-05,229300,0,9.92754282507982
"Estonia",2020-02-25,0.00133894773974138,229300,0,307.020716722698
"Ethiopia",2020-02-25,0.000458793753424468,229300,0,105.201407660231
"Falkland Islands",2020-02-25,0.000156528066281577,229300,0,35.8918855983656
"Faroe Islands",2020-02-25,4.51600123144293e-05,229300,0,10.3551908236986
"Fiji",2020-02-25,4.60925199433408e-05,229300,0,10.569014823008
"Finland",2020-02-25,0.00563207964787446,229300,0,1291.43586325761
"France",2020-02-25,0.0510258849464095,229300,26136.8965517241,37837.1319699358
"French Polynesia",2020-02-25,5.32861502235154e-06,229300,0,1.22185142462521
"Gabon",2020-02-25,5.96804882503373e-05,229300,0,13.6847359558023
"Gambia",2020-02-25,0.000240720183634731,229300,0,55.1971381074438
"Georgia",2020-02-25,0.000282816242311308,229300,0,64.8497643619829
"Germany",2020-02-25,0.0570085874627546,229300,0,13072.0691052096
"Ghana",2020-02-25,0.0013330862632168,229300,0,305.676680155612
"Gibraltar",2020-02-25,0.00178521924786333,229300,0,409.350773535062
"Greece",2020-02-25,0.0077631260106884,229300,0,1780.08479425085
"Greenland",2020-02-25,1.33215375558789e-07,229300,0,0.0305462856156303
"Grenada",2020-02-25,0.000457061953542204,229300,0,104.804305947227
"Guadeloupe",2020-02-25,2.78420134917868e-05,229300,0,6.38417369366671
"Guam",2020-02-25,1.09236607958207e-05,229300,0,2.50479542048169
"Guatemala",2020-02-25,5.91476267481021e-05,229300,0,13.5625508133398
"Guernsey",2020-02-25,0.00280231864025468,229300,0,642.571664210398
"Guinea",2020-02-25,2.86413057451395e-05,229300,0,6.56745140736049
"Guinea-Bissau",2020-02-25,2.39787676005819e-06,229300,0,0.549833141081343
"Guyana",2020-02-25,0.000121492422509615,229300,0,27.8582124814547
"Haiti",2020-02-25,3.06395363785214e-06,229300,0,0.702564569159496
"Honduras",2020-02-25,1.54529835648195e-05,229300,0,3.54336913141311
"Hong Kong (SAR)",2020-02-25,0.00380156717232115,229300,0,871.69935261324
"Hungary",2020-02-25,0.0132285532237388,229300,0,3033.30725420331
"Iceland",2020-02-25,0.00742742326428026,229300,0,1703.10815449946
"India",2020-02-25,0.0217993640564402,229300,0,4998.59417814174
"Indonesia",2020-02-25,0.00149880619041193,229300,0,343.676259461456
"Iran",2020-02-25,0.000278819781044544,229300,0,63.9333757935139
"Iraq",2020-02-25,0.00112154024682944,229300,0,257.169178597991
"Ireland",2020-02-25,0.0591894563760276,229300,1965.5172413793,15537.6595884024
"Isle of Man",2020-02-25,0.003474923071451,229300,0,796.799860283714
"Israel",2020-02-25,0.00568803010560915,229300,0,1304.26530321618
"Italy",2020-02-25,0.0617190831425134,229300,0,14152.1857645783
"Jamaica",2020-02-25,0.00269441418605206,229300,0,617.829172861737
"Japan",2020-02-25,0.00429832730777987,229300,0,985.606451673924
"Jersey",2020-02-25,0.00586320832446896,229300,0,1344.43366880073
"Jordan",2020-02-25,0.000623714388366248,229300,0,143.017709252381
"Kazakhstan",2020-02-25,0.000286279842075837,229300,0,65.6439677879894
"Kenya",2020-02-25,0.00175484614223592,229300,0,402.386220414696
"Korea (South)",2020-02-25,0.00186941136521648,229300,0,428.656026044139
"Kuwait",2020-02-25,0.00203752916917167,229300,0,467.205438491064
"Kyrgyzstan",2020-02-25,4.75578890744875e-05,229300,0,10.90502396478
"Laos",2020-02-25,5.39522271013094e-05,229300,0,12.3712456743302
"Latvia",2020-02-25,0.00392106136419738,229300,0,899.099370810459
"Lebanon",2020-02-25,0.000627710849633012,229300,0,143.93409782085
"Lesotho",2020-02-25,3.99646126676366e-06,229300,0,0.916388568468907
"Liberia",2020-02-25,2.3312690722788e-05,229300,0,5.34559998273529
"Lithuania",2020-02-25,0.0061404295210068,229300,0,1408.00048916686
"Luxembourg",2020-02-25,0.00324619227161656,229300,0,744.351887881677
"Macao (SAR)",2020-02-25,3.19716901341093e-06,229300,0,0.733110854775126
"Macedonia",2020-02-25,0.000375933789826901,229300,0,86.2016180073084
"Madagascar",2020-02-25,2.62434289850813e-05,229300,0,6.01761826627914
"Malawi",2020-02-25,8.45917634798307e-05,229300,0,19.3968913659252
"Malaysia",2020-02-25,0.00272878375294622,229300,0,625.710114550568
