"location","date","daily_average","total_air_travels","non_air_num","estimate"
"Pakistan",2020-01-27,0.0084841530251241,217400,0,1844.45486766198
"Palau",2020-01-27,9.39700493289062e-07,217400,0,0.204290887241042
"Panama",2020-01-27,0.000204720464609403,217400,0,44.5062290060842
"Papua New Guinea",2020-01-27,3.62455904554352e-06,217400,0,0.787979136501161
"Paraguay",2020-01-27,3.70510480211116e-05,217400,0,8.05489783978966
"Peru",2020-01-27,0.000479784223287872,217400,0,104.305090142783
"Philippines",2020-01-27,0.00287736291045111,217400,0,625.538696732071
"Poland",2020-01-27,0.0434814184966886,217400,0,9452.8603811801
"Portugal",2020-01-27,0.024402276652658,217400,0,5305.05494428785
"Puerto Rico",2020-01-27,0.000288085322656904,217400,0,62.6297491456109
"Qatar",2020-01-27,0.00178999519678805,217400,0,389.144955781722
"Reunion",2020-01-27,1.0202462498567e-05,217400,0,2.21801534718847
"Romania",2020-01-27,0.0184449782539882,217400,0,4009.93827241703
"Russia",2020-01-27,0.00498873567594402,217400,0,1084.55113595023
"Rwanda",2020-01-27,0.00017599247810028,217400,0,38.2607647390009
"Samoa",2020-01-27,1.20818634851451e-06,217400,0,0.262659712167054
"Sao Tome-Principe",2020-01-27,9.39700493289062e-06,217400,0,2.04290887241042
"Saudi Arabia",2020-01-27,0.00477918246594056,217400,0,1038.99426809548
"Senegal",2020-01-27,0.000242174241413353,217400,0,52.6486800832629
"Serbia",2020-01-27,0.00130913703007928,217400,0,284.606390339235
"Seychelles",2020-01-27,0.000260162793713457,217400,0,56.5593913533056
"Sierra Leone",2020-01-27,0.000308221761798812,217400,0,67.0074110150617
"Singapore",2020-01-27,0.00516150632378159,217400,0,1122.11147479012
"Slovakia",2020-01-27,0.00335043498735834,217400,0,728.384566251703
"Slovenia",2020-01-27,0.000634432075897729,217400,0,137.925533300166
"Solomon Islands",2020-01-27,0,217400,0,0
"Somalia",2020-01-27,0.000266472211311255,217400,0,57.9310587390668
"South Africa",2020-01-27,0.00843904740144623,217400,0,1834.64890507441
"South Sudan",2020-01-27,1.97337103590703e-05,217400,0,4.29010863206188
"Spain",2020-01-27,0.130053474327785,217400,0,28273.6253188605
"Sri Lanka",2020-01-27,0.00231931506036502,217400,0,504.219094123355
"St Barthelemy",2020-01-27,1.61091513135268e-05,217400,0,3.50212949556073
"St Helena",2020-01-27,1.07394342090178e-06,217400,0,0.233475299704047
"St Kitts-Nevis",2020-01-27,0.000126054109028347,217400,0,27.4041633027626
"St Lucia",2020-01-27,0.00107770222287494,217400,0,234.292463253012
"St Maarten (Dutch Part)",2020-01-27,0.000111287386990947,217400,0,24.1938779318319
"St Vincent-Grenad",2020-01-27,0.000179214308362985,217400,0,38.9611906381129
"Sudan",2020-01-27,0.000425818566387558,217400,0,92.5729563326551
"Suriname",2020-01-27,1.00682195709542e-05,217400,0,2.18883093472544
"Svalbard",2020-01-27,1.58406654583013e-05,217400,0,3.4437606706347
"Swaziland",2020-01-27,1.47667220373995e-06,217400,0,0.321028537093065
"Sweden",2020-01-27,0.0106141855575552,217400,0,2307.5239402125
"Switzerland",2020-01-27,0.0442090151643496,217400,0,9611.0398967296
"Taiwan",2020-01-27,0.00147908857643698,217400,0,321.553856517399
"Tajikistan",2020-01-27,1.65118800963649e-05,217400,0,3.58968273294973
"Tanzania",2020-01-27,0.000496161860456625,217400,0,107.86558846327
"Thailand",2020-01-27,0.0111167910785372,217400,0,2416.79038047399
"Togo",2020-01-27,2.06734108523594e-05,217400,0,4.49439951930293
"Tonga",2020-01-27,2.81910147986719e-06,217400,0,0.612872661723127
"Trinidad-Tobago",2020-01-27,0.000612818964552081,217400,0,133.226842893622
"Tunisia",2020-01-27,0.000804383622255437,217400,0,174.872999478332
"Turkey",2020-01-27,0.00981101012164826,217400,0,2132.91360044633
"Turkmenistan",2020-01-27,0.000215191412963195,217400,0,46.7826131781986
"Turks-Caicos",2020-01-27,7.02090511414542e-05,217400,0,15.2634477181521
"Uganda",2020-01-27,0.000661817633130725,217400,0,143.87915344262
"Ukraine",2020-01-27,0.00230870986908361,217400,0,501.913525538777
"United Arab Emirates",2020-01-27,0.0148208219372275,217400,0,3222.04668915326
"United States",2020-01-27,0.0658832070420618,217400,0,14323.0092109442
"Uruguay",2020-01-27,0.000147801463301608,217400,0,32.1320381217696
"Uzbekistan",2020-01-27,9.24933771251662e-05,217400,0,20.1080601870111
"Vanuatu",2020-01-27,1.20818634851451e-06,217400,0,0.262659712167054
"Venezuela",2020-01-27,4.52398666054877e-05,217400,0,9.83514700003303
"Viet Nam",2020-01-27,0.00184288691026746,217400,0,400.643614292146
"Virgin Islands (GB)",2020-01-27,6.60475203854598e-05,217400,0,14.358730931799
"Virgin Islands (US)",2020-01-27,2.36267552598393e-05,217400,0,5.13645659348906
"Zambia",2020-01-27,0.000204988950464628,217400,0,44.5645978310101
"Zimbabwe",2020-01-27,0.000882244520270816,217400,0,191.799958706875
"French Guiana",2020-01-27,2.41637269702902e-06,217400,0,0.525319424334109
"Syria",2020-01-27,1.34242927612723e-07,217400,0,0.029184412463006
"Timor-leste",2020-01-27,2.68485855225446e-07,217400,0,0.058368824926012
"Afghanistan",2020-01-28,0.000343259165905733,164600,0,56.5004587080836
"Albania",2020-01-28,0.00160581390010339,164600,0,264.316967957018
"Algeria",2020-01-28,0.000930437731283784,164600,0,153.150050569311
"Angola",2020-01-28,0.000280836204565817,164600,0,46.2256392715335
"Antigua-Barbuda",2020-01-28,0.00104951120807627,164600,0,172.749544849354
"Argentina",2020-01-28,0.00146163699584733,164600,0,240.585449516471
"Armenia",2020-01-28,5.58450578868928e-05,164600,0,9.19209652818255
"Aruba",2020-01-28,2.17473542732611e-05,164600,0,3.57961451337878
"Australia",2020-01-28,0.0139753599791225,164600,0,2300.34425256356
"Austria",2020-01-28,0.0148808285258704,164600,0,2449.38437535827
"Azerbaijan",2020-01-28,0.000384203258827614,164600,0,63.2398564030253
"Bahamas",2020-01-28,0.000290098966571095,164600,0,47.7502898976022
"Bahrain",2020-01-28,0.000722629679339289,164600,0,118.944845219247
"Bangladesh",2020-01-28,0.00231730141645083,164600,0,381.427813147807
"Barbados",2020-01-28,0.00578318532155611,164600,0,951.912303928136
"Belarus",2020-01-28,0.000240160597499162,164600,0,39.5304343483621
"Belgium",2020-01-28,0.00514902173151361,164600,3854.3225806452,4701.85155765234
"Belize",2020-01-28,5.2354741768962e-05,164600,0,8.61759049517114
"Benin",2020-01-28,3.06073874957009e-05,164600,0,5.03797598179237
"Bermuda",2020-01-28,0.000395076935964244,164600,0,65.0296636597146
"Bolivia",2020-01-28,6.80611642996506e-05,164600,0,11.2028676437225
"Bonaire, Saint Eustatius and Saba",2020-01-28,6.57790345302343e-06,164600,0,1.08272290836766
"Bosnia-Herzegovina",2020-01-28,4.83274539405803e-05,164600,0,7.95469891861952
"Botswana",2020-01-28,0.000103635540117022,164600,0,17.0584099032618
"Brazil",2020-01-28,0.00426167597999351,164600,0,701.471866306932
"Brunei Darussalam",2020-01-28,6.63160062406852e-05,164600,0,10.9156146272168
"Bulgaria",2020-01-28,0.0113054023918331,164600,0,1860.86923369573
"Burkina Faso",2020-01-28,2.38952411150647e-05,164600,0,3.93315668753965
"Burundi",2020-01-28,6.30941759779799e-06,164600,0,1.03853013659755
"Cambodia",2020-01-28,0.000395211178891857,164600,0,65.0517600455997
"Cameroon",2020-01-28,0.000138001729585879,164600,0,22.7150846898357
"Canada",2020-01-28,0.00870833871423735,164600,0,1433.39255236347
"Cape Verde",2020-01-28,0.00226293303076767,164600,0,372.478776864359
"Cayman Islands",2020-01-28,0.000183912810829431,164600,0,30.2720486625243
"Central African Rep",2020-01-28,1.20818634851451e-06,164600,0,0.198867472965488
"Chad",2020-01-28,1.87940098657812e-05,164600,0,3.09349402390759
"Chile",2020-01-28,0.000919698297074766,164600,0,151.382339698506
"China",2020-01-28,0.0191392826756012,164600,0,3150.32592840396
"Colombia",2020-01-28,0.00130645217152702,164600,0,215.042027433347
"Comoros",2020-01-28,2.95334440747991e-06,164600,0,0.486120489471193
"Congo (Brazzaville)",2020-01-28,3.90646919353024e-05,164600,0,6.43004829255077
"Congo (Kinshasa)",2020-01-28,9.82658230125133e-05,164600,0,16.1745544678597
"Cook Islands",2020-01-28,4.29577368360714e-06,164600,0,0.707084348321735
"Costa Rica",2020-01-28,0.000926410443455402,164600,0,152.487158992759
"Cote D'Ivoire",2020-01-28,0.00018485251132272,164600,0,30.4267233637197
"Croatia",2020-01-28,0.00103675812995306,164600,0,170.650388190274
"Cuba",2020-01-28,0.000520191344499302,164600,0,85.6234953045851
"Curacao",2020-01-28,4.88644256510312e-05,164600,0,8.04308446215973
"Cyprus",2020-01-28,0.00614362758219627,164600,0,1011.24110002951
"Czech Republic",2020-01-28,0.0104882656914544,164600,0,1726.36853281339
"Denmark",2020-01-28,0.0136143807467719,164600,0,2240.92707091865
"Djibouti",2020-01-28,5.26232276241875e-05,164600,0,8.66178326694126
"Dominica",2020-01-28,5.77244588734709e-05,164600,0,9.50144593057331
"Dominican Rep",2020-01-28,0.00183751719316295,164600,0,302.455329994622
"Ecuador",2020-01-28,0.000284058034828522,164600,0,46.7559525327747
"Egypt",2020-01-28,0.00449942020479564,164600,0,740.604565709362
"El Salvador",2020-01-28,5.61135437421183e-05,164600,0,9.23628929995267
"Equatorial Guinea",2020-01-28,5.2354741768962e-05,164600,0,8.61759049517114
"Eritrea",2020-01-28,4.59110812435513e-05,164600,0,7.55696397268854
"Estonia",2020-01-28,0.00133061589849731,164600,0,219.019376892657
"Ethiopia",2020-01-28,0.000487838798944636,164600,0,80.2982663062871
"Falkland Islands",2020-01-28,0.00014296871790755,164600,0,23.5326509675827
"Faroe Islands",2020-01-28,0.000112629816267075,164600,0,18.5388677575605
"Fiji",2020-01-28,8.55127448893046e-05,164600,0,14.0753978087795
"Finland",2020-01-28,0.00515627084960469,164600,0,848.722181844932
"France",2020-01-28,0.0464092567479221,164600,24686.1290322581,32325.0926929661
"French Polynesia",2020-01-28,1.30215639784341e-05,164600,0,2.14334943085025
"Gabon",2020-01-28,6.51078198921707e-05,164600,0,10.7167471542513
"Gambia",2020-01-28,0.000304462959825656,164600,0,50.114603187303
"Georgia",2020-01-28,0.000298019299300245,164600,0,49.0539766648203
"Germany",2020-01-28,0.0534697635257133,164600,0,8801.12307633241
"Ghana",2020-01-28,0.00177509423182304,164600,0,292.180510558072
"Gibraltar",2020-01-28,0.00153828970751419,164600,0,253.202485856836
"Greece",2020-01-28,0.00825043608815035,164600,0,1358.02178010955
"Greenland",2020-01-28,1.34242927612723e-07,164600,0,0.0220963858850542
"Grenada",2020-01-28,0.000432530712768194,164600,0,71.1945553216447
"Guadeloupe",2020-01-28,6.71214638063616e-06,164600,0,1.10481929425271
"Guam",2020-01-28,3.62455904554352e-06,164600,0,0.596602418896463
"Guatemala",2020-01-28,5.78587018010837e-05,164600,0,9.52354231645838
"Guernsey",2020-01-28,0.00373222187348893,164600,0,614.323720376278
"Guinea",2020-01-28,5.61135437421183e-05,164600,0,9.23628929995267
"Guinea-Bissau",2020-01-28,1.57064225306886e-05,164600,0,2.58527714855134
"Guyana",2020-01-28,0.000162836671194233,164600,0,26.8029160785708
"Haiti",2020-01-28,4.29577368360714e-06,164600,0,0.707084348321735
"Honduras",2020-01-28,1.93309815762321e-05,164600,0,3.1818795674478
"Hong Kong (SAR)",2020-01-28,0.00833004214422469,164600,0,1371.12493693938
"Hungary",2020-01-28,0.012696830336539,164600,0,2089.89827339432
"Iceland",2020-01-28,0.00614416455390672,164600,0,1011.32948557305
"India",2020-01-28,0.0239369906655523,164600,0,3940.02866354991
"Indonesia",2020-01-28,0.00252014248007365,164600,0,414.815452220123
"Iran",2020-01-28,0.000739007316508041,164600,0,121.640604297224
"Iraq",2020-01-28,0.0011891238527935,164600,0,195.72978616981
"Ireland",2020-01-28,0.0560823993829121,164600,2548.3870967742,11779.5500352015
"Isle of Man",2020-01-28,0.00339661455445712,164600,0,559.082755663642
"Israel",2020-01-28,0.00591742824916883,164600,0,974.008689813189
"Italy",2020-01-28,0.0581642387043302,164600,0,9573.83369073275
"Jamaica",2020-01-28,0.00317417402340284,164600,0,522.469044252107
"Japan",2020-01-28,0.0042067706225999,164600,0,692.434444479944
"Jersey",2020-01-28,0.00576573374096646,164600,0,949.039773763079
"Jordan",2020-01-28,0.000774715935253025,164600,0,127.518242942648
"Kazakhstan",2020-01-28,0.000382458100768648,164600,0,62.9526033865195
"Kenya",2020-01-28,0.0020131069424804,164600,0,331.357402732274
"Korea (South)",2020-01-28,0.00359193801413363,164600,0,591.232997126396
"Kuwait",2020-01-28,0.00318061768392825,164600,0,523.52967077459
"Kyrgyzstan",2020-01-28,4.9938369071933e-05,164600,0,8.21985554924017
"Laos",2020-01-28,3.23525455546663e-05,164600,0,5.32522899829807
"Latvia",2020-01-28,0.00413186306899201,164600,0,680.104661156085
"Lebanon",2020-01-28,0.000772165319628383,164600,0,127.098411610832
"Lesotho",2020-01-28,5.63820295973437e-06,164600,0,0.928048207172277
"Liberia",2020-01-28,1.69146088792031e-05,164600,0,2.78414462151683
"Lithuania",2020-01-28,0.00618322924584203,164600,0,1017.7595338656
"Luxembourg",2020-01-28,0.00286863712015628,164600,0,472.177669977724
"Macao (SAR)",2020-01-28,6.17517467018526e-06,164600,0,1.01643375071249
"Macedonia",2020-01-28,0.000435484057175674,164600,0,71.6806758111159
"Madagascar",2020-01-28,1.54379366754632e-05,164600,0,2.54108437678124
"Malawi",2020-01-28,0.000133437470047047,164600,0,21.9638075697439
"Malaysia",2020-01-28,0.00310020617028823,164600,0,510.293935629443
"Maldives",2020-01-28,0.00164192524763122,164600,0,270.260895760099
"Mali",2020-01-28,3.98701495009788e-05,164600,0,6.56262660786111
"Malta",2020-01-28,0.00566236668670466,164600,0,932.025556631587
"Martinique",2020-01-28,3.08758733509263e-06,164600,0,0.508216875356247
"Mauritania",2020-01-28,3.43661894688571e-05,164600,0,5.65667478657388
"Mauritius",2020-01-28,0.00173508983939445,164600,0,285.595787564326
"Mayotte",2020-01-28,4.02728782838169e-07,164600,0,0.0662891576551626
"Mexico",2020-01-28,0.00446223491384692,164600,0,734.483866819203
"Moldova",2020-01-28,0.00144619905917187,164600,0,238.04436513969
"Mongolia",2020-01-28,2.71170713777701e-05,164600,0,4.46346994878096
"Montenegro",2020-01-28,0.000197605589445928,164600,0,32.5258800227997
"Morocco",2020-01-28,0.00695257546399054,164600,0,1144.39392137284
"Mozambique",2020-01-28,9.63864220259352e-05,164600,0,15.8652050654689
"Myanmar",2020-01-28,0.000250363059997729,164600,0,41.2097596756262
"Namibia",2020-01-28,9.93397664334151e-05,164600,0,16.3513255549401
"Nepal",2020-01-28,0.00100937257272007,164600,0,166.142725469724
"Netherlands",2020-01-28,0.0402699249394095,164600,1570.9677419355,8199.3973869623
"New Caledonia",2020-01-28,5.35629281174765e-05,164600,0,8.81645796813663
"New Zealand",2020-01-28,0.00367516862925352,164600,0,604.932756375129
"Nicaragua",2020-01-28,2.93992011471864e-05,164600,0,4.83910850882688
"Niger",2020-01-28,2.30897835493884e-05,164600,0,3.80057837222933
"Nigeria",2020-01-28,0.00410689388445604,164600,0,675.994733381464
"North Mariana Isl",2020-01-28,0,164600,0,0
"Norway",2020-01-28,0.0131200982873019,164600,0,2159.56817808989
"Oman",2020-01-28,0.00100668771416781,164600,0,165.700797752022
"Pakistan",2020-01-28,0.0084841530251241,164600,0,1396.49158793543
"Palau",2020-01-28,9.39700493289062e-07,164600,0,0.15467470119538
"Panama",2020-01-28,0.000204720464609403,164600,0,33.6969884747077
"Papua New Guinea",2020-01-28,3.62455904554352e-06,164600,0,0.596602418896463
"Paraguay",2020-01-28,3.70510480211116e-05,164600,0,6.09860250427497
"Peru",2020-01-28,0.000479784223287872,164600,0,78.9724831531837
"Philippines",2020-01-28,0.00287736291045111,164600,0,473.613935060253
"Poland",2020-01-28,0.0434814184966886,164600,0,7157.04148455494
"Portugal",2020-01-28,0.024402276652658,164600,0,4016.61473702751
"Puerto Rico",2020-01-28,0.000288085322656904,164600,0,47.4188441093264
"Qatar",2020-01-28,0.00178999519678805,164600,0,294.633209391313
"Reunion",2020-01-28,1.0202462498567e-05,164600,0,1.67932532726413
"Romania",2020-01-28,0.0184449782539882,164600,0,3036.04342060646
"Russia",2020-01-28,0.00498873567594402,164600,0,821.145892260386
"Rwanda",2020-01-28,0.00017599247810028,164600,0,28.9683618953061
"Samoa",2020-01-28,1.20818634851451e-06,164600,0,0.198867472965488
"Sao Tome-Principe",2020-01-28,9.39700493289062e-06,164600,0,1.5467470119538
"Saudi Arabia",2020-01-28,0.00477918246594056,164600,0,786.653433893816
"Senegal",2020-01-28,0.000242174241413353,164600,0,39.8618801366379
"Serbia",2020-01-28,0.00130913703007928,164600,0,215.483955151049
"Seychelles",2020-01-28,0.000260162793713457,164600,0,42.822795845235
"Sierra Leone",2020-01-28,0.000308221761798812,164600,0,50.7333019920844
"Singapore",2020-01-28,0.00516150632378159,164600,0,849.58394089445
"Slovakia",2020-01-28,0.00335043498735834,164600,0,551.481598919183
"Slovenia",2020-01-28,0.000634432075897729,164600,0,104.427519692766
"Solomon Islands",2020-01-28,0,164600,0,0
"Somalia",2020-01-28,0.000266472211311255,164600,0,43.8613259818326
"South Africa",2020-01-28,0.00843904740144623,164600,0,1389.06720227805
"South Sudan",2020-01-28,1.97337103590703e-05,164600,0,3.24816872510297
"Spain",2020-01-28,0.130053474327785,164600,0,21406.8018743534
"Sri Lanka",2020-01-28,0.00231931506036502,164600,0,381.759258936082
"St Barthelemy",2020-01-28,1.61091513135268e-05,164600,0,2.65156630620651
"St Helena",2020-01-28,1.07394342090178e-06,164600,0,0.176771087080433
"St Kitts-Nevis",2020-01-28,0.000126054109028347,164600,0,20.7485063460659
"St Lucia",2020-01-28,0.00107770222287494,164600,0,177.389785885215
"St Maarten (Dutch Part)",2020-01-28,0.000111287386990947,164600,0,18.3179038987099
"St Vincent-Grenad",2020-01-28,0.000179214308362985,164600,0,29.4986751565473
"Sudan",2020-01-28,0.000425818566387558,164600,0,70.089736027392
"Suriname",2020-01-28,1.00682195709542e-05,164600,0,1.65722894137906
"Svalbard",2020-01-28,1.58406654583013e-05,164600,0,2.60737353443639
"Swaziland",2020-01-28,1.47667220373995e-06,164600,0,0.243060244735596
"Sweden",2020-01-28,0.0106141855575552,164600,0,1747.09494277359
"Switzerland",2020-01-28,0.0442090151643496,164600,0,7276.80389605194
"Taiwan",2020-01-28,0.00147908857643698,164600,0,243.457979681527
"Tajikistan",2020-01-28,1.65118800963649e-05,164600,0,2.71785546386166
"Tanzania",2020-01-28,0.000496161860456625,164600,0,81.6682422311605
"Thailand",2020-01-28,0.0111167910785372,164600,0,1829.82381152722
"Togo",2020-01-28,2.06734108523594e-05,164600,0,3.40284342629836
"Tonga",2020-01-28,2.81910147986719e-06,164600,0,0.464024103586139
"Trinidad-Tobago",2020-01-28,0.000612818964552081,164600,0,100.870001565273
"Tunisia",2020-01-28,0.000804383622255437,164600,0,132.401544223245
"Turkey",2020-01-28,0.00981101012164826,164600,0,1614.8922660233
"Turkmenistan",2020-01-28,0.000215191412963195,164600,0,35.4205065737419
"Turks-Caicos",2020-01-28,7.02090511414542e-05,164600,0,11.5564098178834
"Uganda",2020-01-28,0.000661817633130725,164600,0,108.935182413317
"Ukraine",2020-01-28,0.00230870986908361,164600,0,380.013644451162
"United Arab Emirates",2020-01-28,0.0148208219372275,164600,0,2439.50729086765
"United States",2020-01-28,0.0658832070420618,164600,0,10844.3758791234
"Uruguay",2020-01-28,0.000147801463301608,164600,0,24.3281208594447
"Uzbekistan",2020-01-28,9.24933771251662e-05,164600,0,15.2244098748024
"Vanuatu",2020-01-28,1.20818634851451e-06,164600,0,0.198867472965488
"Venezuela",2020-01-28,4.52398666054877e-05,164600,0,7.44648204326328
"Viet Nam",2020-01-28,0.00184288691026746,164600,0,303.339185430024
"Virgin Islands (GB)",2020-01-28,6.60475203854598e-05,164600,0,10.8714218554467
"Virgin Islands (US)",2020-01-28,2.36267552598393e-05,164600,0,3.88896391576955
"Zambia",2020-01-28,0.000204988950464628,164600,0,33.7411812464778
"Zimbabwe",2020-01-28,0.000882244520270816,164600,0,145.217448036576
"French Guiana",2020-01-28,2.41637269702902e-06,164600,0,0.397734945930977
"Syria",2020-01-28,1.34242927612723e-07,164600,0,0.0220963858850542
"Timor-leste",2020-01-28,2.68485855225446e-07,164600,0,0.0441927717701084
"Afghanistan",2020-01-29,0.000343259165905733,167200,0,57.3929325394386
"Albania",2020-01-29,0.00160581390010339,167200,0,268.492084097287
"Algeria",2020-01-29,0.000930437731283784,167200,0,155.569188670649
"Angola",2020-01-29,0.000280836204565817,167200,0,46.9558134034046
"Antigua-Barbuda",2020-01-29,0.00104951120807627,167200,0,175.478273990352
"Argentina",2020-01-29,0.00146163699584733,167200,0,244.385705705674
"Armenia",2020-01-29,5.58450578868928e-05,167200,0,9.33729367868848
"Aruba",2020-01-29,2.17473542732611e-05,167200,0,3.63615763448926
"Australia",2020-01-29,0.0139753599791225,167200,0,2336.68018850928
"Austria",2020-01-29,0.0148808285258704,167200,0,2488.07452952553
"Azerbaijan",2020-01-29,0.000384203258827614,167200,0,64.2387848759771
"Bahamas",2020-01-29,0.000290098966571095,167200,0,48.5045472106871
"Bahrain",2020-01-29,0.000722629679339289,167200,0,120.823682385529
"Bangladesh",2020-01-29,0.00231730141645083,167200,0,387.452796830579
"Barbados",2020-01-29,0.00578318532155611,167200,0,966.948585764182
"Belarus",2020-01-29,0.000240160597499162,167200,0,40.1548519018599
"Belgium",2020-01-29,0.00514902173151361,167200,3854.3225806452,4715.23901415428
"Belize",2020-01-29,5.2354741768962e-05,167200,0,8.75371282377045
"Benin",2020-01-29,3.06073874957009e-05,167200,0,5.11755518928119
"Bermuda",2020-01-29,0.000395076935964244,167200,0,66.0568636932216
"Bolivia",2020-01-29,6.80611642996506e-05,167200,0,11.3798266709016
"Bonaire, Saint Eustatius and Saba",2020-01-29,6.57790345302343e-06,167200,0,1.09982545734552
"Bosnia-Herzegovina",2020-01-29,4.83274539405803e-05,167200,0,8.08035029886503
"Botswana",2020-01-29,0.000103635540117022,167200,0,17.3278623075661
"Brazil",2020-01-29,0.00426167597999351,167200,0,712.552223854915
"Brunei Darussalam",2020-01-29,6.63160062406852e-05,167200,0,11.0880362434426
"Bulgaria",2020-01-29,0.0113054023918331,167200,0,1890.26327991449
"Burkina Faso",2020-01-29,2.38952411150647e-05,167200,0,3.99528431443882
"Burundi",2020-01-29,6.30941759779799e-06,167200,0,1.05493462235182
"Cambodia",2020-01-29,0.000395211178891857,167200,0,66.0793091107185
"Cameroon",2020-01-29,0.000138001729585879,167200,0,23.073889186759
"Canada",2020-01-29,0.00870833871423735,167200,0,1456.03423302048
"Cape Verde",2020-01-29,0.00226293303076767,167200,0,378.362402744354
"Cayman Islands",2020-01-29,0.000183912810829431,167200,0,30.7502219706809
"Central African Rep",2020-01-29,1.20818634851451e-06,167200,0,0.202008757471626
"Chad",2020-01-29,1.87940098657812e-05,167200,0,3.14235844955862
"Chile",2020-01-29,0.000919698297074766,167200,0,153.773555270901
"China",2020-01-29,0.0191392826756012,167200,0,3200.08806336052
"Colombia",2020-01-29,0.00130645217152702,167200,0,218.438803079318
"Comoros",2020-01-29,2.95334440747991e-06,167200,0,0.493799184930641
"Congo (Brazzaville)",2020-01-29,3.90646919353024e-05,167200,0,6.53161649158256
"Congo (Kinshasa)",2020-01-29,9.82658230125133e-05,167200,0,16.4300456076922
"Cook Islands",2020-01-29,4.29577368360714e-06,167200,0,0.718253359899114
"Costa Rica",2020-01-29,0.000926410443455402,167200,0,154.895826145743
"Cote D'Ivoire",2020-01-29,0.00018485251132272,167200,0,30.9073398931588
"Croatia",2020-01-29,0.00103675812995306,167200,0,173.345959328152
"Cuba",2020-01-29,0.000520191344499302,167200,0,86.9759928002833
"Curacao",2020-01-29,4.88644256510312e-05,167200,0,8.17013196885242
"Cyprus",2020-01-29,0.00614362758219627,167200,0,1027.21453174322
"Czech Republic",2020-01-29,0.0104882656914544,167200,0,1753.63802361118
"Denmark",2020-01-29,0.0136143807467719,167200,0,2276.32446086026
"Djibouti",2020-01-29,5.26232276241875e-05,167200,0,8.79860365876415
"Dominica",2020-01-29,5.77244588734709e-05,167200,0,9.65152952364434
"Dominican Rep",2020-01-29,0.00183751719316295,167200,0,307.232874696845
"Ecuador",2020-01-29,0.000284058034828522,167200,0,47.4945034233289
"Egypt",2020-01-29,0.00449942020479564,167200,0,752.303058241831
"El Salvador",2020-01-29,5.61135437421183e-05,167200,0,9.38218451368218
"Equatorial Guinea",2020-01-29,5.2354741768962e-05,167200,0,8.75371282377045
"Eritrea",2020-01-29,4.59110812435513e-05,167200,0,7.67633278392178
"Estonia",2020-01-29,0.00133061589849731,167200,0,222.47897822875
"Ethiopia",2020-01-29,0.000487838798944636,167200,0,81.5666471835431
"Falkland Islands",2020-01-29,0.00014296871790755,167200,0,23.9043696341424
"Faroe Islands",2020-01-29,0.000112629816267075,167200,0,18.8317052798549
"Fiji",2020-01-29,8.55127448893046e-05,167200,0,14.2977309454917
"Finland",2020-01-29,0.00515627084960469,167200,0,862.128486053904
"France",2020-01-29,0.0464092567479221,167200,24686.1290322581,32445.7567605107
"French Polynesia",2020-01-29,1.30215639784341e-05,167200,0,2.17720549719418
"Gabon",2020-01-29,6.51078198921707e-05,167200,0,10.8860274859709
"Gambia",2020-01-29,0.000304462959825656,167200,0,50.9062068828497
"Georgia",2020-01-29,0.000298019299300245,167200,0,49.828826843001
"Germany",2020-01-29,0.0534697635257133,167200,0,8940.14446149926
"Ghana",2020-01-29,0.00177509423182304,167200,0,296.795755560812
"Gibraltar",2020-01-29,0.00153828970751419,167200,0,257.202039096373
"Greece",2020-01-29,0.00825043608815035,167200,0,1379.47291393874
"Greenland",2020-01-29,1.34242927612723e-07,167200,0,0.0224454174968473
"Grenada",2020-01-29,0.000432530712768194,167200,0,72.319135174842
"Guadeloupe",2020-01-29,6.71214638063616e-06,167200,0,1.12227087484237
"Guam",2020-01-29,3.62455904554352e-06,167200,0,0.606026272414876
"Guatemala",2020-01-29,5.78587018010837e-05,167200,0,9.67397494114119
"Guernsey",2020-01-29,0.00373222187348893,167200,0,624.027497247349
"Guinea",2020-01-29,5.61135437421183e-05,167200,0,9.38218451368218
"Guinea-Bissau",2020-01-29,1.57064225306886e-05,167200,0,2.62611384713113
"Guyana",2020-01-29,0.000162836671194233,167200,0,27.2262914236758
"Haiti",2020-01-29,4.29577368360714e-06,167200,0,0.718253359899114
"Honduras",2020-01-29,1.93309815762321e-05,167200,0,3.23214011954601
"Hong Kong (SAR)",2020-01-29,0.00833004214422469,167200,0,1392.78304651437
"Hungary",2020-01-29,0.012696830336539,167200,0,2122.91003226932
"Iceland",2020-01-29,0.00614416455390672,167200,0,1027.3043134132
"India",2020-01-29,0.0239369906655523,167200,0,4002.26483928034
"Indonesia",2020-01-29,0.00252014248007365,167200,0,421.367822668314
"Iran",2020-01-29,0.000739007316508041,167200,0,123.562023320144
"Iraq",2020-01-29,0.0011891238527935,167200,0,198.821508187073
"Ireland",2020-01-29,0.0560823993829121,167200,2548.3870967742,11925.3642735971
"Isle of Man",2020-01-29,0.00339661455445712,167200,0,567.91395350523
"Israel",2020-01-29,0.00591742824916883,167200,0,989.394003261028
"Italy",2020-01-29,0.0581642387043302,167200,0,9725.06071136401
"Jamaica",2020-01-29,0.00317417402340284,167200,0,530.721896712955
"Japan",2020-01-29,0.0042067706225999,167200,0,703.372048098703
"Jersey",2020-01-29,0.00576573374096646,167200,0,964.030681489592
"Jordan",2020-01-29,0.000774715935253025,167200,0,129.532504374306
