cluster,seqs,tmrca,tmrca_calendar,oldest,mostrecent,treefile,cutoff,tmrca_HPD_upper,tmrca_HPD_lower,tmrca_range_upper,tmrca_range_lower
B_DTA_MCC_159,39,2020.16037267001,2020-02-29,2020.19398907104,2020.35245901639,B-DTA-20200818.combined.MCC.tree,0.95,2020.17293036899,2020.14018017562,2020.17820926457,2020.07146086457
B_DTA_MCC_16,3,2020.15423289434,2020-02-26,2020.15846994536,2020.16666666667,B-DTA-20200818.combined.MCC.tree,0.95,2020.15845185514,2020.14510966078,2020.15846197428,2020.13389552413
B_DTA_MCC_163,19,2020.10115455746,2020-02-07,2020.17213114754,2020.34153005464,B-DTA-20200818.combined.MCC.tree,0.95,2020.10115455746,2020.10115455746,2020.10115455746,2020.10115455746
B_DTA_MCC_165,9,2020.2012294511,2020-03-15,2020.21584699454,2020.2868852459,B-DTA-20200818.combined.MCC.tree,0.95,2020.2012294511,2020.2012294511,2020.2012294511,2020.2012294511
B_DTA_MCC_169,2,2020.21167971508,2020-03-18,2020.21857923497,2020.22131147541,B-DTA-20200818.combined.MCC.tree,0.95,2020.21855987692,2020.19585742113,2020.2185685067,2020.17223736927
B_DTA_MCC_17,376,2020.10546694351,2020-02-09,2020.15300546448,2020.40163934426,B-DTA-20200818.combined.MCC.tree,0.95,2020.10546694351,2020.10546694351,2020.10546694351,2020.10546694351
B_DTA_MCC_172,15,2020.16495164649,2020-03-01,2020.21038251366,2020.29234972678,B-DTA-20200818.combined.MCC.tree,0.95,2020.16495164649,2020.16495164649,2020.16495164649,2020.16495164649
B_DTA_MCC_180,2,2020.2201982657,2020-03-22,2020.22404371585,2020.22677595628,B-DTA-20200818.combined.MCC.tree,0.95,2020.22348113218,2020.19791465438,2020.22348113218,2020.19791465438
B_DTA_MCC_181,2,2020.21178080781,2020-03-19,2020.22677595628,2020.25136612022,B-DTA-20200818.combined.MCC.tree,0.95,2020.226442936,2020.18776142004,2020.22668004579,2020.16822216802
B_DTA_MCC_182,4,2020.19915830991,2020-03-14,2020.20765027322,2020.22950819672,B-DTA-20200818.combined.MCC.tree,0.95,2020.19915830991,2020.19915830991,2020.19915830991,2020.19915830991
B_DTA_MCC_184,11,2020.18089147409,2020-03-07,2020.20765027322,2020.28142076503,B-DTA-20200818.combined.MCC.tree,0.95,2020.19486394393,2020.17269320275,2020.19672997399,2020.17269320275
B_DTA_MCC_185,2,2020.22158199263,2020-03-22,2020.22677595628,2020.22677595628,B-DTA-20200818.combined.MCC.tree,0.95,2020.22677359238,2020.20723735148,2020.22677359238,2020.19643831684
B_DTA_MCC_187,3,2020.17521968267,2020-03-05,2020.18306010929,2020.21857923497,B-DTA-20200818.combined.MCC.tree,0.95,2020.18297083686,2020.16644406763,2020.1830013963,2020.15838106112
B_DTA_MCC_190,9,2020.1906998832,2020-03-11,2020.22404371585,2020.26775956284,B-DTA-20200818.combined.MCC.tree,0.95,2020.1906998832,2020.1906998832,2020.1906998832,2020.1906998832
B_DTA_MCC_194,13,2020.20350678866,2020-03-15,2020.22950819672,2020.30327868852,B-DTA-20200818.combined.MCC.tree,0.95,2020.20350678866,2020.20350678866,2020.20350678866,2020.20350678866
B_DTA_MCC_195,2,2020.21241256834,2020-03-19,2020.23224043716,2020.24590163934,B-DTA-20200818.combined.MCC.tree,0.95,2020.21241256834,2020.21241256834,2020.21241256834,2020.21241256834
B_DTA_MCC_196,9,2020.17538325177,2020-03-05,2020.20491803279,2020.28961748634,B-DTA-20200818.combined.MCC.tree,0.95,2020.17538325177,2020.17538325177,2020.17538325177,2020.17538325177
B_DTA_MCC_197,2,2020.22667680704,2020-03-24,2020.23224043716,2020.25136612022,B-DTA-20200818.combined.MCC.tree,0.95,2020.23220655182,2020.20651784519,2020.23220655182,2020.17405956096
B_DTA_MCC_199,2,2020.22001341518,2020-03-22,2020.23224043716,2020.24316939891,B-DTA-20200818.combined.MCC.tree,0.95,2020.23208135904,2020.18433294914,2020.23208135904,2020.1580513448
B_DTA_MCC_201,8,2020.20695991142,2020-03-17,2020.22404371585,2020.30054644809,B-DTA-20200818.combined.MCC.tree,0.95,2020.20695991142,2020.20695991142,2020.20695991142,2020.20695991142
B_DTA_MCC_202,7,2020.20826475373,2020-03-17,2020.23770491803,2020.29508196721,B-DTA-20200818.combined.MCC.tree,0.95,2020.20826475373,2020.20826475373,2020.20826475373,2020.20826475373
B_DTA_MCC_203,2,2020.21352716866,2020-03-19,2020.23224043716,2020.2349726776,B-DTA-20200818.combined.MCC.tree,0.95,2020.21352716866,2020.21352716866,2020.21352716866,2020.21352716866
B_DTA_MCC_205,2,2020.23381623774,2020-03-27,2020.24043715847,2020.24043715847,B-DTA-20200818.combined.MCC.tree,0.95,2020.24038390758,2020.21780234851,2020.24043058461,2020.19052544716
B_DTA_MCC_21,9,2020.1402683177,2020-02-21,2020.15846994536,2020.17486338798,B-DTA-20200818.combined.MCC.tree,0.95,2020.15223924007,2020.11399635301,2020.15634796481,2020.10010185313
B_DTA_MCC_211,2,2020.23678435444,2020-03-28,2020.24316939891,2020.24316939891,B-DTA-20200818.combined.MCC.tree,0.95,2020.24311671107,2020.22105338535,2020.24311671107,2020.19881257382
B_DTA_MCC_212,2,2020.23098389439,2020-03-26,2020.23770491803,2020.24863387978,B-DTA-20200818.combined.MCC.tree,0.95,2020.23767072421,2020.20753071123,2020.23767072421,2020.19178847285
B_DTA_MCC_214,3,2020.2042917594,2020-03-16,2020.23224043716,2020.25409836066,B-DTA-20200818.combined.MCC.tree,0.95,2020.22857953638,2020.18073820117,2020.23132571612,2020.16972207602
B_DTA_MCC_215,2,2020.19369005837,2020-03-12,2020.24590163934,2020.2650273224,B-DTA-20200818.combined.MCC.tree,0.95,2020.19369005837,2020.19369005837,2020.19369005837,2020.19369005837
B_DTA_MCC_218,3,2020.23667368095,2020-03-28,2020.24316939891,2020.26775956284,B-DTA-20200818.combined.MCC.tree,0.95,2020.24295398605,2020.2177144317,2020.24297803563,2020.20274232078
B_DTA_MCC_22,33,2020.13822703616,2020-02-21,2020.15573770492,2020.3606557377,B-DTA-20200818.combined.MCC.tree,0.95,2020.13822703616,2020.13822703616,2020.13822703616,2020.13822703616
B_DTA_MCC_223,4,2020.23630473115,2020-03-27,2020.24863387978,2020.27049180328,B-DTA-20200818.combined.MCC.tree,0.95,2020.24843171904,2020.21911802787,2020.24843171904,2020.19385396323
B_DTA_MCC_226,7,2020.18050448018,2020-03-07,2020.18579234973,2020.25683060109,B-DTA-20200818.combined.MCC.tree,0.95,2020.1857693652,2020.17040465701,2020.18578140041,2020.15713913386
B_DTA_MCC_227,15,2020.16566100529,2020-03-02,2020.20218579235,2020.34153005464,B-DTA-20200818.combined.MCC.tree,0.95,2020.16566100529,2020.16566100529,2020.16566100529,2020.16566100529
B_DTA_MCC_228,4,2020.26160882978,2020-04-06,2020.28415300546,2020.32513661202,B-DTA-20200818.combined.MCC.tree,0.95,2020.27912590971,2020.23105684252,2020.28110723171,2020.22259944657
B_DTA_MCC_229,2,2020.23835512742,2020-03-28,2020.25136612022,2020.29234972678,B-DTA-20200818.combined.MCC.tree,0.95,2020.23835512742,2020.23347082018,2020.23835512742,2020.23347082018
B_DTA_MCC_23,8,2020.14958800218,2020-02-25,2020.16393442623,2020.18306010929,B-DTA-20200818.combined.MCC.tree,0.95,2020.16298231558,2020.12432730653,2020.1636109191,2020.08437479793
B_DTA_MCC_233,6,2020.20506442725,2020-03-16,2020.22404371585,2020.27322404372,B-DTA-20200818.combined.MCC.tree,0.95,2020.20506442725,2020.20506442725,2020.20506442725,2020.20506442725
B_DTA_MCC_234,8,2020.20212297659,2020-03-15,2020.22131147541,2020.33606557377,B-DTA-20200818.combined.MCC.tree,0.95,2020.21293027907,2020.20212297659,2020.21293027907,2020.20212297659
B_DTA_MCC_235,2,2020.25499253377,2020-04-03,2020.26229508197,2020.36885245902,B-DTA-20200818.combined.MCC.tree,0.95,2020.26225477304,2020.21977098365,2020.26226514261,2020.18891850434
B_DTA_MCC_236,3,2020.21356669656,2020-03-19,2020.22950819672,2020.41803278689,B-DTA-20200818.combined.MCC.tree,0.95,2020.22869564747,2020.19093335561,2020.22869564747,2020.16388984373
B_DTA_MCC_237,5,2020.18142104549,2020-03-07,2020.19945355191,2020.28961748634,B-DTA-20200818.combined.MCC.tree,0.95,2020.19314906456,2020.1678695161,2020.19680624012,2020.16031998483
B_DTA_MCC_240,3,2020.20455251146,2020-03-16,2020.2131147541,2020.24590163934,B-DTA-20200818.combined.MCC.tree,0.95,2020.21301653044,2020.18647361507,2020.21301653044,2020.16357373517
B_DTA_MCC_242,2,2020.18502138982,2020-03-09,2020.1912568306,2020.21038251366,B-DTA-20200818.combined.MCC.tree,0.95,2020.18502138982,2020.18502138982,2020.18502138982,2020.18502138982
B_DTA_MCC_243,2,2020.20396637111,2020-03-16,2020.20765027322,2020.21038251366,B-DTA-20200818.combined.MCC.tree,0.95,2020.20681744739,2020.20396637111,2020.20681744739,2020.20396637111
B_DTA_MCC_247,5,2020.17280806185,2020-03-04,2020.21584699454,2020.23770491803,B-DTA-20200818.combined.MCC.tree,0.95,2020.17280806185,2020.17280806185,2020.17280806185,2020.17280806185
B_DTA_MCC_248,2,2020.19565693643,2020-03-13,2020.21584699454,2020.21584699454,B-DTA-20200818.combined.MCC.tree,0.95,2020.21492353426,2020.19163699495,2020.21492353426,2020.19163699495
B_DTA_MCC_253,6,2020.1860508913,2020-03-09,2020.21857923497,2020.24316939891,B-DTA-20200818.combined.MCC.tree,0.95,2020.20716028521,2020.16863567616,2020.20922021135,2020.15101238156
B_DTA_MCC_254,4,2020.20875847875,2020-03-17,2020.22131147541,2020.26229508197,B-DTA-20200818.combined.MCC.tree,0.95,2020.20875847875,2020.20875847875,2020.20875847875,2020.20875847875
B_DTA_MCC_258,38,2020.15777961924,2020-02-28,2020.19398907104,2020.38524590164,B-DTA-20200818.combined.MCC.tree,0.95,2020.1688067827,2020.13550033648,2020.16935399944,2020.1181895367
B_DTA_MCC_259,6,2020.21546525127,2020-03-20,2020.22404371585,2020.32240437158,B-DTA-20200818.combined.MCC.tree,0.95,2020.21546525127,2020.21546525127,2020.21546525127,2020.21546525127
B_DTA_MCC_260,446,2020.14311112142,2020-02-22,2020.18306010929,2020.40163934426,B-DTA-20200818.combined.MCC.tree,0.95,2020.15621059031,2020.12224288292,2020.16097802456,2020.10621699861
B_DTA_MCC_27,132,2020.098833823,2020-02-06,2020.15573770492,2020.32513661202,B-DTA-20200818.combined.MCC.tree,0.95,2020.1282695153,2020.07251162333,2020.1282695153,2020.06585623745
B_DTA_MCC_271,2,2020.21882749153,2020-03-21,2020.2349726776,2020.24316939891,B-DTA-20200818.combined.MCC.tree,0.95,2020.2334469277,2020.1972665748,2020.23422998066,2020.17897721646
B_DTA_MCC_272,2,2020.2607706194,2020-04-05,2020.27322404372,2020.30327868852,B-DTA-20200818.combined.MCC.tree,0.95,2020.27276823758,2020.24239023376,2020.27276823758,2020.21249181655
B_DTA_MCC_273,2,2020.24243617843,2020-03-30,2020.27595628415,2020.31147540984,B-DTA-20200818.combined.MCC.tree,0.95,2020.26470491475,2020.20604875112,2020.27113375064,2020.16541369817
B_DTA_MCC_274,2,2020.23927764323,2020-03-29,2020.25136612022,2020.27049180328,B-DTA-20200818.combined.MCC.tree,0.95,2020.2512595765,2020.21065417799,2020.2512595765,2020.19035846708
B_DTA_MCC_280,4,2020.27987035114,2020-04-12,2020.29234972678,2020.34426229508,B-DTA-20200818.combined.MCC.tree,0.95,2020.29215885112,2020.25404400886,2020.29225721744,2020.22748401866
B_DTA_MCC_281,3,2020.23965704529,2020-03-29,2020.24590163934,2020.29234972678,B-DTA-20200818.combined.MCC.tree,0.95,2020.23965704529,2020.23965704529,2020.23965704529,2020.23965704529
B_DTA_MCC_283,2,2020.29687134549,2020-04-19,2020.30054644809,2020.32513661202,B-DTA-20200818.combined.MCC.tree,0.95,2020.30050622062,2020.26894833793,2020.30050622062,2020.26063136252
B_DTA_MCC_284,3,2020.25116863656,2020-04-02,2020.26775956284,2020.30327868852,B-DTA-20200818.combined.MCC.tree,0.95,2020.26620925758,2020.22554181508,2020.26620925758,2020.19155386001
B_DTA_MCC_285,2,2020.28674618502,2020-04-15,2020.29781420765,2020.3306010929,B-DTA-20200818.combined.MCC.tree,0.95,2020.29780607365,2020.25796728879,2020.29780607365,2020.24535037775
B_DTA_MCC_288,3,2020.23205924306,2020-03-26,2020.23770491803,2020.31147540984,B-DTA-20200818.combined.MCC.tree,0.95,2020.23761844085,2020.21545700442,2020.23769270761,2020.18990164696
B_DTA_MCC_29,4,2020.16483218725,2020-03-01,2020.1693989071,2020.17759562842,B-DTA-20200818.combined.MCC.tree,0.95,2020.16930829876,2020.15494354025,2020.16930829876,2020.15175596136
B_DTA_MCC_290,5,2020.28377145068,2020-04-14,2020.30054644809,2020.34972677596,B-DTA-20200818.combined.MCC.tree,0.95,2020.29901785387,2020.26032046732,2020.29984390227,2020.23872566057
B_DTA_MCC_291,2,2020.209797258,2020-03-18,2020.21584699454,2020.40163934426,B-DTA-20200818.combined.MCC.tree,0.95,2020.21582835649,2020.19109023965,2020.21583210257,2020.1792633569
B_DTA_MCC_294,2,2020.23211449471,2020-03-26,2020.23770491803,2020.25409836066,B-DTA-20200818.combined.MCC.tree,0.95,2020.2376947855,2020.21143379212,2020.2376947855,2020.18389025678
B_DTA_MCC_30,237,2020.13626100004,2020-02-20,2020.15027322404,2020.39344262295,B-DTA-20200818.combined.MCC.tree,0.95,2020.14735026035,2020.11942003282,2020.14886185597,2020.10526480413
B_DTA_MCC_304,4,2020.1895672704,2020-03-10,2020.22404371585,2020.2349726776,B-DTA-20200818.combined.MCC.tree,0.95,2020.20622376077,2020.16987420384,2020.2126971866,2020.15887491249
B_DTA_MCC_305,2,2020.20927353643,2020-03-18,2020.21584699454,2020.22131147541,B-DTA-20200818.combined.MCC.tree,0.95,2020.2158111172,2020.19631901886,2020.21581789426,2020.18131328605
B_DTA_MCC_306,2,2020.21183137872,2020-03-19,2020.21857923497,2020.23224043716,B-DTA-20200818.combined.MCC.tree,0.95,2020.21857417403,2020.19718990488,2020.21857417403,2020.18182253958
B_DTA_MCC_308,2,2020.20157411723,2020-03-15,2020.21038251366,2020.22404371585,B-DTA-20200818.combined.MCC.tree,0.95,2020.21029076578,2020.17923376877,2020.21035960749,2020.17053179213
B_DTA_MCC_309,3,2020.20582862316,2020-03-16,2020.22131147541,2020.26775956284,B-DTA-20200818.combined.MCC.tree,0.95,2020.22109346588,2020.18651027986,2020.22109346588,2020.16687266793
B_DTA_MCC_31,10,2020.16013516379,2020-02-29,2020.16666666667,2020.30327868852,B-DTA-20200818.combined.MCC.tree,0.95,2020.16663862157,2020.14721382572,2020.16663862157,2020.09221677139
B_DTA_MCC_313,2,2020.21460518568,2020-03-20,2020.21584699454,2020.24043715847,B-DTA-20200818.combined.MCC.tree,0.95,2020.21460518568,2020.21415972598,2020.21460518568,2020.21415972598
B_DTA_MCC_314,2,2020.2080778828,2020-03-17,2020.21584699454,2020.22677595628,B-DTA-20200818.combined.MCC.tree,0.95,2020.21576092596,2020.18852238742,2020.21583569843,2020.16613695428
B_DTA_MCC_317,2,2020.21258254629,2020-03-19,2020.21857923497,2020.27322404372,B-DTA-20200818.combined.MCC.tree,0.95,2020.21857500763,2020.20086703208,2020.21857500763,2020.18673338449
B_DTA_MCC_319,2,2020.20250721752,2020-03-15,2020.21038251366,2020.26229508197,B-DTA-20200818.combined.MCC.tree,0.95,2020.20250721752,2020.20250721752,2020.20250721752,2020.20250721752
B_DTA_MCC_32,17,2020.13146171293,2020-02-18,2020.16666666667,2020.24043715847,B-DTA-20200818.combined.MCC.tree,0.95,2020.13146171293,2020.13146171293,2020.13146171293,2020.13146171293
B_DTA_MCC_321,2,2020.18945503667,2020-03-10,2020.21038251366,2020.22131147541,B-DTA-20200818.combined.MCC.tree,0.95,2020.18945503667,2020.18945503667,2020.18945503667,2020.18945503667
B_DTA_MCC_326,4,2020.18543807354,2020-03-09,2020.21038251366,2020.28961748634,B-DTA-20200818.combined.MCC.tree,0.95,2020.19877981827,2020.16608019682,2020.20470086035,2020.15388045639
B_DTA_MCC_328,2,2020.21750154302,2020-03-21,2020.24043715847,2020.26229508197,B-DTA-20200818.combined.MCC.tree,0.95,2020.21750154302,2020.21750154302,2020.21750154302,2020.21750154302
B_DTA_MCC_329,2,2020.22961932982,2020-03-25,2020.23770491803,2020.24043715847,B-DTA-20200818.combined.MCC.tree,0.95,2020.22961932982,2020.18892265681,2020.22961932982,2020.18892265681
B_DTA_MCC_333,2,2020.21128687936,2020-03-18,2020.21857923497,2020.24590163934,B-DTA-20200818.combined.MCC.tree,0.95,2020.21857776457,2020.19732571723,2020.21857776457,2020.1870224944
B_DTA_MCC_336,2,2020.23444002422,2020-03-27,2020.24590163934,2020.24863387978,B-DTA-20200818.combined.MCC.tree,0.95,2020.24571207466,2020.20793559876,2020.24571207466,2020.18569795275
B_DTA_MCC_337,2,2020.2141730444,2020-03-19,2020.24863387978,2020.26229508197,B-DTA-20200818.combined.MCC.tree,0.95,2020.24229904691,2020.18159809246,2020.24500112241,2020.16709134921
B_DTA_MCC_339,3,2020.23286222517,2020-03-26,2020.24316939891,2020.25136612022,B-DTA-20200818.combined.MCC.tree,0.95,2020.23286222517,2020.23286222517,2020.23286222517,2020.23286222517
B_DTA_MCC_34,188,2020.11165429093,2020-02-11,2020.15846994536,2020.37704918033,B-DTA-20200818.combined.MCC.tree,0.95,2020.14040441408,2020.08310867886,2020.14412361252,2020.05490877601
B_DTA_MCC_340,2,2020.23562958687,2020-03-27,2020.24863387978,2020.27595628415,B-DTA-20200818.combined.MCC.tree,0.95,2020.24782455598,2020.20906370149,2020.24851374224,2020.17302811488
B_DTA_MCC_346,2,2020.25336934504,2020-04-03,2020.25956284153,2020.27049180328,B-DTA-20200818.combined.MCC.tree,0.95,2020.25954505701,2020.22602103453,2020.25954505701,2020.16733892114
