sequence_name,country,adm1,lineage,sample_date,decimal_date,taxon_label,cluster
Scotland/CVR3826/2020,UK,UK-SCT,A.2,2020-05-28,2020.4043715847,Scotland/CVR3826/2020,A_DTA_MCC_48
Scotland/CVR3827/2020,UK,UK-SCT,A.2,2020-05-29,2020.40710382514,Scotland/CVR3827/2020,A_DTA_MCC_48
Scotland/CVR458/2020,UK,UK-SCT,A.5,2020-03-23,2020.22404371585,Scotland/CVR458/2020,A_DTA_MCC_53
Scotland/CVR477/2020,UK,UK-SCT,A.3,2020-03-24,2020.22677595628,Scotland/CVR477/2020,A_DTA_MCC_51
Scotland/CVR526/2020,UK,UK-SCT,A.2,2020-03-24,2020.22677595628,Scotland/CVR526/2020,A_DTA_MCC_48
Scotland/CVR594/2020,UK,UK-SCT,A.2,2020-03-25,2020.22950819672,Scotland/CVR594/2020,A_DTA_MCC_48
Scotland/CVR634/2020,UK,UK-SCT,A.3,2020-03-25,2020.22950819672,Scotland/CVR634/2020,A_DTA_MCC_56
Scotland/CVR660/2020,UK,UK-SCT,A.2,2020-03-26,2020.23224043716,Scotland/CVR660/2020,A_DTA_MCC_48
Scotland/CVR746/2020,UK,UK-SCT,A.5,2020-03-26,2020.23224043716,Scotland/CVR746/2020,A_DTA_MCC_54
Scotland/CVR787/2020,UK,UK-SCT,A.5,2020-03-27,2020.2349726776,Scotland/CVR787/2020,A_DTA_MCC_53
Scotland/CVR794/2020,UK,UK-SCT,A.2,2020-03-26,2020.23224043716,Scotland/CVR794/2020,A_DTA_MCC_48
Scotland/CVR802/2020,UK,UK-SCT,A.2,2020-03-27,2020.2349726776,Scotland/CVR802/2020,A_DTA_MCC_48
Scotland/CVR876/2020,UK,UK-SCT,A.3,2020-03-27,2020.2349726776,Scotland/CVR876/2020,A_DTA_MCC_51
Scotland/CVR951/2020,UK,UK-SCT,A,2020-03-28,2020.23770491803,Scotland/CVR951/2020,A_DTA_MCC_57
Scotland/CVR964/2020,UK,UK-SCT,A.2,2020-03-28,2020.23770491803,Scotland/CVR964/2020,A_DTA_MCC_48
Scotland/CVR968/2020,UK,UK-SCT,A.5,2020-03-28,2020.23770491803,Scotland/CVR968/2020,A_DTA_MCC_58
Scotland/EDB1005/2020,UK,UK-SCT,A.5,2020-04-06,2020.26229508197,Scotland/EDB1005/2020,A_DTA_MCC_59
Scotland/EDB1172/2020,UK,UK-SCT,A.5,2020-04-07,2020.2650273224,Scotland/EDB1172/2020,A_DTA_MCC_60
Scotland/EDB1428/2020,UK,UK-SCT,A.5,2020-04-12,2020.27868852459,Scotland/EDB1428/2020,A_DTA_MCC_54
Scotland/EDB1459/2020,UK,UK-SCT,A.5,2020-04-11,2020.27595628415,Scotland/EDB1459/2020,A_DTA_MCC_53
Scotland/EDB1660/2020,UK,UK-SCT,A.5,2020-04-14,2020.28415300546,Scotland/EDB1660/2020,A_DTA_MCC_61
Scotland/EDB1824/2020,UK,UK-SCT,A.5,2020-04-16,2020.28961748634,Scotland/EDB1824/2020,A_DTA_MCC_61
Scotland/EDB2064/2020,UK,UK-SCT,A.5,2020-04-18,2020.29508196721,Scotland/EDB2064/2020,A_DTA_MCC_54
Scotland/EDB2065/2020,UK,UK-SCT,A.5,2020-04-18,2020.29508196721,Scotland/EDB2065/2020,A_DTA_MCC_54
Scotland/EDB222/2020,UK,UK-SCT,A.5,2020-03-26,2020.23224043716,Scotland/EDB222/2020,A_DTA_MCC_62
Scotland/EDB326/2020,UK,UK-SCT,A.5,2020-03-28,2020.23770491803,Scotland/EDB326/2020,A_DTA_MCC_53
Scotland/EDB348/2020,UK,UK-SCT,A.5,2020-03-29,2020.24043715847,Scotland/EDB348/2020,A_DTA_MCC_58
Scotland/EDB442/2020,UK,UK-SCT,A.5,2020-03-31,2020.24590163934,Scotland/EDB442/2020,A_DTA_MCC_52
Scotland/EDB501/2020,UK,UK-SCT,A.5,2020-03-30,2020.24316939891,Scotland/EDB501/2020,A_DTA_MCC_63
Scotland/EDB5040/2020,UK,UK-SCT,A.5,2020-04-02,2020.25136612022,Scotland/EDB5040/2020,A_DTA_MCC_61
Scotland/EDB551/2020,UK,UK-SCT,A.5,2020-03-31,2020.24590163934,Scotland/EDB551/2020,A_DTA_MCC_64
Scotland/EDB589/2020,UK,UK-SCT,A.5,2020-04-01,2020.24863387978,Scotland/EDB589/2020,A_DTA_MCC_58
Scotland/EDB591/2020,UK,UK-SCT,A.5,2020-04-01,2020.24863387978,Scotland/EDB591/2020,A_DTA_MCC_53
Scotland/GCVR-16F912/2020,UK,UK-SCT,A.2,2020-03-20,2020.21584699454,Scotland/GCVR-16F912/2020,A_DTA_MCC_48
Scotland/GCVR-16F9F4/2020,UK,UK-SCT,A.5,2020-03-18,2020.21038251366,Scotland/GCVR-16F9F4/2020,A_DTA_MCC_65
Scotland/GCVR-16FAE2/2020,UK,UK-SCT,A.2,2020-03-20,2020.21584699454,Scotland/GCVR-16FAE2/2020,A_DTA_MCC_48
Scotland/GCVR-16FC37/2020,UK,UK-SCT,A.2,2020-03-21,2020.21857923497,Scotland/GCVR-16FC37/2020,A_DTA_MCC_48
Scotland/GCVR-16FC73/2020,UK,UK-SCT,A.2,2020-03-21,2020.21857923497,Scotland/GCVR-16FC73/2020,A_DTA_MCC_48
Scotland/GCVR-16FD52/2020,UK,UK-SCT,A.2,2020-03-23,2020.22404371585,Scotland/GCVR-16FD52/2020,A_DTA_MCC_48
Scotland/GCVR-16FD61/2020,UK,UK-SCT,A.2,2020-03-23,2020.22404371585,Scotland/GCVR-16FD61/2020,A_DTA_MCC_48
Scotland/GCVR-16FE8C/2020,UK,UK-SCT,A,2020-03-22,2020.22131147541,Scotland/GCVR-16FE8C/2020,A_DTA_MCC_57
Scotland/GCVR-16FEF5/2020,UK,UK-SCT,A.5,2020-03-23,2020.22404371585,Scotland/GCVR-16FEF5/2020,A_DTA_MCC_53
Scotland/GCVR-17000A/2020,UK,UK-SCT,A.2,2020-03-25,2020.22950819672,Scotland/GCVR-17000A/2020,A_DTA_MCC_48
Scotland/GCVR-170170/2020,UK,UK-SCT,A.2,2020-03-24,2020.22677595628,Scotland/GCVR-170170/2020,A_DTA_MCC_48
Scotland/GCVR-17050B/2020,UK,UK-SCT,A.1,2020-03-23,2020.22404371585,Scotland/GCVR-17050B/2020,A_DTA_MCC_9
Scotland/GCVR-170608/2020,UK,UK-SCT,A.5,2020-03-25,2020.22950819672,Scotland/GCVR-170608/2020,A_DTA_MCC_66
Scotland/GCVR-170653/2020,UK,UK-SCT,A.1,2020-03-24,2020.22677595628,Scotland/GCVR-170653/2020,A_DTA_MCC_9
Scotland/GCVR-170662/2020,UK,UK-SCT,A.1,2020-03-24,2020.22677595628,Scotland/GCVR-170662/2020,A_DTA_MCC_9
Scotland/GCVR-170671/2020,UK,UK-SCT,A.1,2020-03-24,2020.22677595628,Scotland/GCVR-170671/2020,A_DTA_MCC_9
Scotland/GCVR-1709F0/2020,UK,UK-SCT,A.2,2020-03-26,2020.23224043716,Scotland/GCVR-1709F0/2020,A_DTA_MCC_48
Scotland/GCVR-170A0C/2020,UK,UK-SCT,A.5,2020-03-26,2020.23224043716,Scotland/GCVR-170A0C/2020,A_DTA_MCC_67
Scotland/GCVR-170AEE/2020,UK,UK-SCT,A.2,2020-03-24,2020.22677595628,Scotland/GCVR-170AEE/2020,A_DTA_MCC_48
Scotland/GCVR-170BDC/2020,UK,UK-SCT,A.2,2020-03-25,2020.22950819672,Scotland/GCVR-170BDC/2020,A_DTA_MCC_48
Scotland/GCVR-170C9D/2020,UK,UK-SCT,A.5,2020-03-25,2020.22950819672,Scotland/GCVR-170C9D/2020,A_DTA_MCC_52
Scotland/GCVR-170ED3/2020,UK,UK-SCT,A.2,2020-03-29,2020.24043715847,Scotland/GCVR-170ED3/2020,A_DTA_MCC_48
Scotland/GCVR-170F3A/2020,UK,UK-SCT,A.2,2020-03-28,2020.23770491803,Scotland/GCVR-170F3A/2020,A_DTA_MCC_48
Scotland/GCVR-170F85/2020,UK,UK-SCT,A.2,2020-03-27,2020.2349726776,Scotland/GCVR-170F85/2020,A_DTA_MCC_48
Scotland/GCVR-170FB2/2020,UK,UK-SCT,A.2,2020-03-26,2020.23224043716,Scotland/GCVR-170FB2/2020,A_DTA_MCC_48
Scotland/GCVR-171009/2020,UK,UK-SCT,A.2,2020-03-27,2020.2349726776,Scotland/GCVR-171009/2020,A_DTA_MCC_48
Scotland/GCVR-1710BE/2020,UK,UK-SCT,A.2,2020-03-27,2020.2349726776,Scotland/GCVR-1710BE/2020,A_DTA_MCC_48
Scotland/GCVR-171300/2020,UK,UK-SCT,A.2,2020-03-26,2020.23224043716,Scotland/GCVR-171300/2020,A_DTA_MCC_48
Scotland/GCVR-171485/2020,UK,UK-SCT,A.5,2020-03-28,2020.23770491803,Scotland/GCVR-171485/2020,A_DTA_MCC_53
Scotland/GCVR-1714B2/2020,UK,UK-SCT,A.2,2020-03-29,2020.24043715847,Scotland/GCVR-1714B2/2020,A_DTA_MCC_48
Scotland/GCVR-1717C8/2020,UK,UK-SCT,A.2,2020-03-28,2020.23770491803,Scotland/GCVR-1717C8/2020,A_DTA_MCC_48
Scotland/GCVR-1718D4/2020,UK,UK-SCT,A.2,2020-03-28,2020.23770491803,Scotland/GCVR-1718D4/2020,A_DTA_MCC_48
Scotland/GCVR-171A1A/2020,UK,UK-SCT,A.2,2020-03-28,2020.23770491803,Scotland/GCVR-171A1A/2020,A_DTA_MCC_48
Scotland/GCVR-171F2A/2020,UK,UK-SCT,A.2,2020-03-31,2020.24590163934,Scotland/GCVR-171F2A/2020,A_DTA_MCC_48
Scotland/GCVR-171F57/2020,UK,UK-SCT,A.5,2020-03-31,2020.24590163934,Scotland/GCVR-171F57/2020,A_DTA_MCC_53
Scotland/GCVR-172105/2020,UK,UK-SCT,A.2,2020-03-31,2020.24590163934,Scotland/GCVR-172105/2020,A_DTA_MCC_48
Scotland/GCVR-17219C/2020,UK,UK-SCT,A.2,2020-03-30,2020.24316939891,Scotland/GCVR-17219C/2020,A_DTA_MCC_48
Scotland/GCVR-1721AB/2020,UK,UK-SCT,A.2,2020-03-30,2020.24316939891,Scotland/GCVR-1721AB/2020,A_DTA_MCC_48
Scotland/GCVR-172369/2020,UK,UK-SCT,A.2,2020-03-30,2020.24316939891,Scotland/GCVR-172369/2020,A_DTA_MCC_48
Scotland/GCVR-1724EE/2020,UK,UK-SCT,A.2,2020-03-30,2020.24316939891,Scotland/GCVR-1724EE/2020,A_DTA_MCC_48
Scotland/GCVR-172BF8/2020,UK,UK-SCT,A,2020-04-06,2020.26229508197,Scotland/GCVR-172BF8/2020,A_DTA_MCC_68
Scotland/GCVR-173B8E/2020,UK,UK-SCT,A.2,2020-04-06,2020.26229508197,Scotland/GCVR-173B8E/2020,A_DTA_MCC_48
Scotland/GCVR-173B9D/2020,UK,UK-SCT,A.2,2020-04-06,2020.26229508197,Scotland/GCVR-173B9D/2020,A_DTA_MCC_48
Scotland/GCVR-173BAC/2020,UK,UK-SCT,A.2,2020-04-07,2020.2650273224,Scotland/GCVR-173BAC/2020,A_DTA_MCC_48
Scotland/GCVR-173C4F/2020,UK,UK-SCT,A.2,2020-04-07,2020.2650273224,Scotland/GCVR-173C4F/2020,A_DTA_MCC_48
Scotland/GCVR-173C6D/2020,UK,UK-SCT,A.2,2020-04-07,2020.2650273224,Scotland/GCVR-173C6D/2020,A_DTA_MCC_48
Scotland/GCVR-173CC7/2020,UK,UK-SCT,A.2,2020-04-07,2020.2650273224,Scotland/GCVR-173CC7/2020,A_DTA_MCC_48
Scotland/GCVR-173D79/2020,UK,UK-SCT,A.2,2020-04-07,2020.2650273224,Scotland/GCVR-173D79/2020,A_DTA_MCC_48
Scotland/GCVR-173DD3/2020,UK,UK-SCT,A.2,2020-04-07,2020.2650273224,Scotland/GCVR-173DD3/2020,A_DTA_MCC_48
Wales/PHWC-24112/2020,UK,UK-WLS,A.2,2020-03-14,2020.19945355191,Wales/PHWC-24112/2020,A_DTA_MCC_69
Wales/PHWC-2C903/2020,UK,UK-WLS,A.2,2020-03-31,2020.24590163934,Wales/PHWC-2C903/2020,A_DTA_MCC_28
Wales/PHWC-30F46/2020,UK,UK-WLS,A.2,2020-04-10,2020.27322404372,Wales/PHWC-30F46/2020,A_DTA_MCC_35
Wales/PHWC-31C4E/2020,UK,UK-WLS,A.2,2020-04-14,2020.28415300546,Wales/PHWC-31C4E/2020,A_DTA_MCC_47
England/09c/2020,UK,UK-ENG,B.2.1,2020-02-09,2020.10655737705,England/09c/2020,B_DTA_MCC_1
England/200641094/2020,UK,UK-ENG,B,2020-02-05,2020.0956284153,England/200641094/2020,B_DTA_MCC_2
England/200690300/2020,UK,UK-ENG,B,2020-02-08,2020.10382513661,England/200690300/2020,B_DTA_MCC_3
England/200690756/2020,UK,UK-ENG,B,2020-02-08,2020.10382513661,England/200690756/2020,B_DTA_MCC_4
England/20078003804/2020,UK,UK-ENG,B.2.1,2020-02-13,2020.1174863388,England/20078003804/2020,B_DTA_MCC_1
England/20092000704/2020,UK,UK-ENG,B,2020-02-24,2020.14754098361,England/20092000704/2020,B_DTA_MCC_5
England/20092000804/2020,UK,UK-ENG,B,2020-02-24,2020.14754098361,England/20092000804/2020,B_DTA_MCC_6
England/200940527/2020,UK,UK-ENG,B.2.1,2020-02-25,2020.15027322404,England/200940527/2020,B_DTA_MCC_1
England/20094061404/2020,UK,UK-ENG,B,2020-02-25,2020.15027322404,England/20094061404/2020,B_DTA_MCC_7
England/20094061504/2020,UK,UK-ENG,B,2020-02-25,2020.15027322404,England/20094061504/2020,B_DTA_MCC_8
England/200960041/2020,UK,UK-ENG,B.4,2020-02-27,2020.15573770492,England/200960041/2020,B_DTA_MCC_9
England/20096051004/2020,UK,UK-ENG,B,2020-02-26,2020.15300546448,England/20096051004/2020,B_DTA_MCC_10
England/20096051104/2020,UK,UK-ENG,B,2020-02-26,2020.15300546448,England/20096051104/2020,B_DTA_MCC_11
England/200960515/2020,UK,UK-ENG,B.2,2020-02-25,2020.15027322404,England/200960515/2020,B_DTA_MCC_12
England/20096115304/2020,UK,UK-ENG,B.2,2020-02-27,2020.15573770492,England/20096115304/2020,B_DTA_MCC_12
England/20098007304/2020,UK,UK-ENG,B.2,2020-02-26,2020.15300546448,England/20098007304/2020,B_DTA_MCC_13
England/20098017104/2020,UK,UK-ENG,B,2020-02-27,2020.15573770492,England/20098017104/2020,B_DTA_MCC_14
England/20098017204/2020,UK,UK-ENG,B,2020-02-27,2020.15573770492,England/20098017204/2020,B_DTA_MCC_6
England/20098017804/2020,UK,UK-ENG,B.2,2020-02-27,2020.15573770492,England/20098017804/2020,B_DTA_MCC_12
England/200990002/2020,UK,UK-ENG,B.4,2020-02-28,2020.15846994536,England/200990002/2020,B_DTA_MCC_15
England/20099000304/2020,UK,UK-ENG,B.4,2020-02-28,2020.15846994536,England/20099000304/2020,B_DTA_MCC_9
England/200990006/2020,UK,UK-ENG,B.2,2020-02-26,2020.15300546448,England/200990006/2020,B_DTA_MCC_13
England/20099000804/2020,UK,UK-ENG,B,2020-02-28,2020.15846994536,England/20099000804/2020,B_DTA_MCC_16
England/20099015104/2020,UK,UK-ENG,B,2020-02-29,2020.16120218579,England/20099015104/2020,B_DTA_MCC_17
England/20099048404/2020,UK,UK-ENG,B.2.1,2020-02-28,2020.15846994536,England/20099048404/2020,B_DTA_MCC_1
England/20099048504/2020,UK,UK-ENG,B.2.1,2020-02-28,2020.15846994536,England/20099048504/2020,B_DTA_MCC_1
England/20099068104/2020,UK,UK-ENG,B.4,2020-02-29,2020.16120218579,England/20099068104/2020,B_DTA_MCC_9
England/20099069904/2020,UK,UK-ENG,B.2,2020-02-29,2020.16120218579,England/20099069904/2020,B_DTA_MCC_13
England/20099070104/2020,UK,UK-ENG,B.2,2020-02-29,2020.16120218579,England/20099070104/2020,B_DTA_MCC_13
England/20099071404/2020,UK,UK-ENG,B,2020-02-29,2020.16120218579,England/20099071404/2020,B_DTA_MCC_18
England/20099072104/2020,UK,UK-ENG,B.4,2020-03-01,2020.16393442623,England/20099072104/2020,B_DTA_MCC_19
England/20099072204/2020,UK,UK-ENG,B.4,2020-02-28,2020.15846994536,England/20099072204/2020,B_DTA_MCC_19
England/200990724/2020,UK,UK-ENG,B.2.1,2020-02-28,2020.15846994536,England/200990724/2020,B_DTA_MCC_1
England/200990725/2020,UK,UK-ENG,B.2.1,2020-02-28,2020.15846994536,England/200990725/2020,B_DTA_MCC_1
England/20099072604/2020,UK,UK-ENG,B.2.1,2020-02-28,2020.15846994536,England/20099072604/2020,B_DTA_MCC_1
England/20099073004/2020,UK,UK-ENG,B,2020-02-27,2020.15573770492,England/20099073004/2020,B_DTA_MCC_20
England/20099079106/2020,UK,UK-ENG,B.2,2020-03-01,2020.16393442623,England/20099079106/2020,B_DTA_MCC_13
England/20099089404/2020,UK,UK-ENG,B.4,2020-03-01,2020.16393442623,England/20099089404/2020,B_DTA_MCC_19
England/20099089504/2020,UK,UK-ENG,B.4,2020-02-28,2020.15846994536,England/20099089504/2020,B_DTA_MCC_19
England/20099095204/2020,UK,UK-ENG,B.4,2020-03-01,2020.16393442623,England/20099095204/2020,B_DTA_MCC_21
England/20100000204/2020,UK,UK-ENG,B.2,2020-03-01,2020.16393442623,England/20100000204/2020,B_DTA_MCC_13
England/20100000704/2020,UK,UK-ENG,B.2.1,2020-03-01,2020.16393442623,England/20100000704/2020,B_DTA_MCC_1
England/20100000804/2020,UK,UK-ENG,B.2.1,2020-03-01,2020.16393442623,England/20100000804/2020,B_DTA_MCC_1
England/20100001004/2020,UK,UK-ENG,B.2.1,2020-03-01,2020.16393442623,England/20100001004/2020,B_DTA_MCC_1
England/20100001204/2020,UK,UK-ENG,B.4,2020-03-01,2020.16393442623,England/20100001204/2020,B_DTA_MCC_15
England/20100001304/2020,UK,UK-ENG,B.2.1,2020-02-28,2020.15846994536,England/20100001304/2020,B_DTA_MCC_1
England/20100001406/2020,UK,UK-ENG,B.2.1,2020-02-28,2020.15846994536,England/20100001406/2020,B_DTA_MCC_1
England/20100003104/2020,UK,UK-ENG,B,2020-03-01,2020.16393442623,England/20100003104/2020,B_DTA_MCC_22
England/20100004404/2020,UK,UK-ENG,B.4,2020-02-29,2020.16120218579,England/20100004404/2020,B_DTA_MCC_19
England/20100005204/2020,UK,UK-ENG,B.4,2020-03-01,2020.16393442623,England/20100005204/2020,B_DTA_MCC_9
England/20100005504/2020,UK,UK-ENG,B.2.1,2020-02-28,2020.15846994536,England/20100005504/2020,B_DTA_MCC_1
England/20100005604/2020,UK,UK-ENG,B.2.1,2020-02-28,2020.15846994536,England/20100005604/2020,B_DTA_MCC_1
England/20100007104/2020,UK,UK-ENG,B.4,2020-02-29,2020.16120218579,England/20100007104/2020,B_DTA_MCC_19
England/20100007204/2020,UK,UK-ENG,B.4,2020-03-01,2020.16393442623,England/20100007204/2020,B_DTA_MCC_9
England/20100010404/2020,UK,UK-ENG,B.2,2020-03-01,2020.16393442623,England/20100010404/2020,B_DTA_MCC_13
England/20100023206/2020,UK,UK-ENG,B.4,2020-03-02,2020.16666666667,England/20100023206/2020,B_DTA_MCC_23
England/20100077906/2020,UK,UK-ENG,B.2,2020-03-01,2020.16393442623,England/20100077906/2020,B_DTA_MCC_13
England/20100078004/2020,UK,UK-ENG,B.2,2020-03-01,2020.16393442623,England/20100078004/2020,B_DTA_MCC_13
England/20100122106/2020,UK,UK-ENG,B.2,2020-03-02,2020.16666666667,England/20100122106/2020,B_DTA_MCC_13
England/20100122107/2020,UK,UK-ENG,B.2,2020-03-02,2020.16666666667,England/20100122107/2020,B_DTA_MCC_13
England/20102000106/2020,UK,UK-ENG,B.2.5,2020-02-27,2020.15573770492,England/20102000106/2020,B_DTA_MCC_24
England/20102000704/2020,UK,UK-ENG,B.2.1,2020-03-02,2020.16666666667,England/20102000704/2020,B_DTA_MCC_1
England/20102000804/2020,UK,UK-ENG,B.4,2020-03-02,2020.16666666667,England/20102000804/2020,B_DTA_MCC_9
England/20102000906/2020,UK,UK-ENG,B,2020-03-03,2020.1693989071,England/20102000906/2020,B_DTA_MCC_25
England/20102001104/2020,UK,UK-ENG,B.4,2020-03-02,2020.16666666667,England/20102001104/2020,B_DTA_MCC_15
England/20102001304/2020,UK,UK-ENG,B.2,2020-03-02,2020.16666666667,England/20102001304/2020,B_DTA_MCC_13
England/20102001504/2020,UK,UK-ENG,B.2.1,2020-03-02,2020.16666666667,England/20102001504/2020,B_DTA_MCC_1
England/20102001704/2020,UK,UK-ENG,B.2,2020-03-02,2020.16666666667,England/20102001704/2020,B_DTA_MCC_13
England/20102003604/2020,UK,UK-ENG,B.2.1,2020-03-01,2020.16393442623,England/20102003604/2020,B_DTA_MCC_1
England/20102003704/2020,UK,UK-ENG,B.2.1,2020-03-01,2020.16393442623,England/20102003704/2020,B_DTA_MCC_1
England/20102003804/2020,UK,UK-ENG,B.2.1,2020-03-02,2020.16666666667,England/20102003804/2020,B_DTA_MCC_1
England/20102003904/2020,UK,UK-ENG,B.2.1,2020-03-02,2020.16666666667,England/20102003904/2020,B_DTA_MCC_1
England/20102004004/2020,UK,UK-ENG,B.2.1,2020-03-02,2020.16666666667,England/20102004004/2020,B_DTA_MCC_1
England/20102004304/2020,UK,UK-ENG,B.2.1,2020-03-02,2020.16666666667,England/20102004304/2020,B_DTA_MCC_1
England/20102068502/2020,UK,UK-ENG,B.2.1,2020-03-01,2020.16393442623,England/20102068502/2020,B_DTA_MCC_1
England/20102068506/2020,UK,UK-ENG,B.2.1,2020-03-01,2020.16393442623,England/20102068506/2020,B_DTA_MCC_1
England/20102073404/2020,UK,UK-ENG,B.2.5,2020-03-03,2020.1693989071,England/20102073404/2020,B_DTA_MCC_24
England/20102087902/2020,UK,UK-ENG,B.2.2,2020-02-25,2020.15027322404,England/20102087902/2020,B_DTA_MCC_13
England/20102088002/2020,UK,UK-ENG,B.2.1,2020-02-25,2020.15027322404,England/20102088002/2020,B_DTA_MCC_1
England/20102112102/2020,UK,UK-ENG,B,2020-03-02,2020.16666666667,England/20102112102/2020,B_DTA_MCC_26
England/20102115303/2020,UK,UK-ENG,B.2,2020-03-01,2020.16393442623,England/20102115303/2020,B_DTA_MCC_13
England/20102133304/2020,UK,UK-ENG,B,2020-03-02,2020.16666666667,England/20102133304/2020,B_DTA_MCC_27
England/20104003104/2020,UK,UK-ENG,B,2020-03-02,2020.16666666667,England/20104003104/2020,B_DTA_MCC_28
England/20104003204/2020,UK,UK-ENG,B,2020-03-02,2020.16666666667,England/20104003204/2020,B_DTA_MCC_20
England/20104012804/2020,UK,UK-ENG,B.4,2020-03-03,2020.1693989071,England/20104012804/2020,B_DTA_MCC_21
England/20104013504/2020,UK,UK-ENG,B,2020-02-28,2020.15846994536,England/20104013504/2020,B_DTA_MCC_29
England/20104014404/2020,UK,UK-ENG,B.2,2020-03-03,2020.1693989071,England/20104014404/2020,B_DTA_MCC_13
England/20104035803/2020,UK,UK-ENG,B.4,2020-03-03,2020.1693989071,England/20104035803/2020,B_DTA_MCC_30
England/20106003303/2020,UK,UK-ENG,B,2020-03-03,2020.1693989071,England/20106003303/2020,B_DTA_MCC_29
England/201060050/2020,UK,UK-ENG,B.2.1,2020-03-04,2020.17213114754,England/201060050/2020,B_DTA_MCC_1
England/201060057/2020,UK,UK-ENG,B,2020-03-03,2020.1693989071,England/201060057/2020,B_DTA_MCC_27
England/201060059/2020,UK,UK-ENG,B,2020-03-04,2020.17213114754,England/201060059/2020,B_DTA_MCC_20
England/201060142/2020,UK,UK-ENG,B.2.1,2020-03-04,2020.17213114754,England/201060142/2020,B_DTA_MCC_1
England/201060143/2020,UK,UK-ENG,B.2.5,2020-03-04,2020.17213114754,England/201060143/2020,B_DTA_MCC_24
England/201060144/2020,UK,UK-ENG,B.4,2020-03-04,2020.17213114754,England/201060144/2020,B_DTA_MCC_21
England/201060145/2020,UK,UK-ENG,B,2020-03-04,2020.17213114754,England/201060145/2020,B_DTA_MCC_31
England/201060202/2020,UK,UK-ENG,B.2.5,2020-03-03,2020.1693989071,England/201060202/2020,B_DTA_MCC_24
England/201060300/2020,UK,UK-ENG,B,2020-03-03,2020.1693989071,England/201060300/2020,B_DTA_MCC_32
England/201060323/2020,UK,UK-ENG,B.2.1,2020-03-04,2020.17213114754,England/201060323/2020,B_DTA_MCC_1
England/201061000/2020,UK,UK-ENG,B.4,2020-03-04,2020.17213114754,England/201061000/2020,B_DTA_MCC_33
England/201061034/2020,UK,UK-ENG,B.2.2,2020-03-04,2020.17213114754,England/201061034/2020,B_DTA_MCC_13
England/201061047/2020,UK,UK-ENG,B.2.2,2020-03-03,2020.1693989071,England/201061047/2020,B_DTA_MCC_13
England/201061090/2020,UK,UK-ENG,B,2020-03-03,2020.1693989071,England/201061090/2020,B_DTA_MCC_20
England/20106116603/2020,UK,UK-ENG,B,2020-03-04,2020.17213114754,England/20106116603/2020,B_DTA_MCC_29
England/201061300/2020,UK,UK-ENG,B,2020-03-04,2020.17213114754,England/201061300/2020,B_DTA_MCC_34
England/201061439/2020,UK,UK-ENG,B.2.1,2020-03-04,2020.17213114754,England/201061439/2020,B_DTA_MCC_1
England/201061453/2020,UK,UK-ENG,B,2020-02-27,2020.15573770492,England/201061453/2020,B_DTA_MCC_35
England/201061458/2020,UK,UK-ENG,B,2020-03-01,2020.16393442623,England/201061458/2020,B_DTA_MCC_29
England/20106145903/2020,UK,UK-ENG,B.2,2020-03-03,2020.1693989071,England/20106145903/2020,B_DTA_MCC_13
England/201080003/2020,UK,UK-ENG,B.2.1,2020-03-05,2020.17486338798,England/201080003/2020,B_DTA_MCC_1
England/201080005/2020,UK,UK-ENG,B.2,2020-03-05,2020.17486338798,England/201080005/2020,B_DTA_MCC_13
England/201080007/2020,UK,UK-ENG,B.4,2020-03-05,2020.17486338798,England/201080007/2020,B_DTA_MCC_9
England/201080009/2020,UK,UK-ENG,B,2020-03-05,2020.17486338798,England/201080009/2020,B_DTA_MCC_20
England/201080012/2020,UK,UK-ENG,B,2020-03-04,2020.17213114754,England/201080012/2020,B_DTA_MCC_20
England/201080013/2020,UK,UK-ENG,B,2020-03-04,2020.17213114754,England/201080013/2020,B_DTA_MCC_20
England/201080017/2020,UK,UK-ENG,B.2.5,2020-03-05,2020.17486338798,England/201080017/2020,B_DTA_MCC_24
England/201080022/2020,UK,UK-ENG,B.2,2020-03-05,2020.17486338798,England/201080022/2020,B_DTA_MCC_13
England/201080024/2020,UK,UK-ENG,B,2020-03-05,2020.17486338798,England/201080024/2020,B_DTA_MCC_27
England/201080027/2020,UK,UK-ENG,B.2.1,2020-03-05,2020.17486338798,England/201080027/2020,B_DTA_MCC_1
England/201080028/2020,UK,UK-ENG,B.2.1,2020-03-05,2020.17486338798,England/201080028/2020,B_DTA_MCC_1
England/201080063/2020,UK,UK-ENG,B,2020-03-04,2020.17213114754,England/201080063/2020,B_DTA_MCC_28
England/20108006603/2020,UK,UK-ENG,B,2020-03-03,2020.1693989071,England/20108006603/2020,B_DTA_MCC_36
England/20108006802/2020,UK,UK-ENG,B.2.5,2020-03-04,2020.17213114754,England/20108006802/2020,B_DTA_MCC_24
England/201080077/2020,UK,UK-ENG,B.2.1,2020-03-04,2020.17213114754,England/201080077/2020,B_DTA_MCC_1
England/201080079/2020,UK,UK-ENG,B.2.1,2020-03-03,2020.1693989071,England/201080079/2020,B_DTA_MCC_1
England/201080080/2020,UK,UK-ENG,B.4,2020-03-03,2020.1693989071,England/201080080/2020,B_DTA_MCC_37
England/201080081/2020,UK,UK-ENG,B.4,2020-03-06,2020.17759562842,England/201080081/2020,B_DTA_MCC_38
