cluster,seqs,tmrca,tmrca_calendar,oldest,mostrecent,treefile,cutoff,tmrca_HPD_upper,tmrca_HPD_lower,tmrca_range_upper,tmrca_range_lower,shift,tmrca_shifted,tmrca_shifted_calendar,detection_lag
B.1.1_DTA_MCC_191,13,2020.19167519586,2020-03-11,2020.22404371585,2020.2868852459,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.19167519586,2020.19167519586,2020.19167519586,2020.19167519586,2.9431165,2020.18363389395,2020-03-08,15
B.1.1_DTA_MCC_192,97,2020.19605185147,2020-03-13,2020.22404371585,2020.39617486339,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.19605185147,2020.19605185147,2020.19605185147,2020.19605185147,1.01706577835052,2020.19327298322,2020-03-12,11
B.1.1_DTA_MCC_194,5,2020.21152895993,2020-03-18,2020.22131147541,2020.27322404372,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.22001941079,2020.20409455593,2020.22001941079,2020.19087839865,6.5017245,2020.19376468534,2020-03-12,10
B.1.1_DTA_MCC_195,9,2020.20064244859,2020-03-14,2020.22677595628,2020.26775956284,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.21120028153,2020.18171092123,2020.22094389202,2020.17117976564,3.93161872222222,2020.18990032093,2020-03-11,13
B.1.1_DTA_MCC_197,6,2020.2050328365,2020-03-16,2020.22404371585,2020.28415300546,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.21661312081,2020.19062578309,2020.21992208191,2020.18101624432,5.53793483333333,2020.18990186701,2020-03-11,12
B.1.1_DTA_MCC_199,40,2020.16399655682,2020-03-01,2020.16666666667,2020.33879781421,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.16399655682,2020.16399655682,2020.16399655682,2020.16399655682,1.44182875,2020.16005713401,2020-02-29,2
B.1.1_DTA_MCC_2,11,2020.1477723387,2020-02-24,2020.15846994536,2020.17486338798,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.15394005887,2020.1317072373,2020.15800814928,2020.11522947878,3.34750377272727,2020.13862615353,2020-02-21,7
B.1.1_DTA_MCC_200,11,2020.20492344221,2020-03-16,2020.22131147541,2020.2868852459,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.20492344221,2020.20492344221,2020.20492344221,2020.20492344221,3.34750377272727,2020.19577725704,2020-03-13,9
B.1.1_DTA_MCC_201,22,2020.21141439377,2020-03-18,2020.21857923497,2020.34426229508,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.21141439377,2020.21141439377,2020.21141439377,2020.21141439377,2.03324513636364,2020.20585907919,2020-03-16,5
B.1.1_DTA_MCC_202,2,2020.21974139885,2020-03-21,2020.22131147541,2020.22404371585,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.21974139885,2020.21974139885,2020.21974139885,2020.21974139885,15.1758315,2020.17827737836,2020-03-06,16
B.1.1_DTA_MCC_204,31,2020.19562223602,2020-03-13,2020.22404371585,2020.34426229508,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.19562223602,2020.19562223602,2020.19562223602,2020.19562223602,1.65168617741935,2020.19110943226,2020-03-11,12
B.1.1_DTA_MCC_206,6,2020.20271274168,2020-03-15,2020.21584699454,2020.29234972678,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.21273895927,2020.18753399385,2020.21513086044,2020.16830843921,5.53793483333333,2020.18758177219,2020-03-10,10
B.1.1_DTA_MCC_207,21,2020.19440134049,2020-03-12,2020.22677595628,2020.37158469945,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.19440134049,2020.19440134049,2020.19440134049,2020.19440134049,2.09582888095238,2020.18867503207,2020-03-10,14
B.1.1_DTA_MCC_208,32,2020.19419380402,2020-03-12,2020.21857923497,2020.40163934426,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.19419380402,2020.19419380402,2020.19419380402,2020.19419380402,1.6225393125,2020.1897606365,2020-03-10,11
B.1.1_DTA_MCC_210,3,2020.22102036602,2020-03-22,2020.22404371585,2020.27049180328,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.22102036602,2020.22102036602,2020.22102036602,2020.22102036602,10.3568831666667,2020.19272287103,2020-03-12,11
B.1.1_DTA_MCC_211,8,2020.21135029049,2020-03-18,2020.22404371585,2020.29508196721,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.21135029049,2020.21135029049,2020.21135029049,2020.21135029049,4.33319775,2020.19951095238,2020-03-14,9
B.1.1_DTA_MCC_212,78,2020.19021913748,2020-03-11,2020.2131147541,2020.39617486339,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.19021913748,2020.19021913748,2020.19021913748,2020.19021913748,1.08967483333333,2020.18724188384,2020-03-10,9
B.1.1_DTA_MCC_213,2,2020.20267167131,2020-03-15,2020.22677595628,2020.2349726776,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.20267167131,2020.19805956615,2020.20267167131,2020.19805956615,15.1758315,2020.16120765082,2020-02-29,24
B.1.1_DTA_MCC_214,9,2020.19612858383,2020-03-13,2020.21038251366,2020.30601092896,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.19612858383,2020.19612858383,2020.19612858383,2020.19612858383,3.93161872222222,2020.18538645617,2020-03-09,9
B.1.1_DTA_MCC_215,2,2020.21953101798,2020-03-21,2020.22677595628,2020.24590163934,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.22673580555,2020.20167406593,2020.22675349863,2020.17959375328,15.1758315,2020.17806699749,2020-03-06,18
B.1.1_DTA_MCC_217,23,2020.2053915275,2020-03-16,2020.21584699454,2020.39617486339,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.2053915275,2020.2053915275,2020.2053915275,2020.2053915275,1.97610345652174,2020.19999233773,2020-03-14,6
B.1.1_DTA_MCC_218,31,2020.19339911323,2020-03-12,2020.20765027322,2020.30054644809,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.19339911323,2020.19339911323,2020.19339911323,2020.19339911323,1.65168617741935,2020.18888630947,2020-03-10,7
B.1.1_DTA_MCC_219,2,2020.20588456947,2020-03-16,2020.22677595628,2020.26775956284,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.21594503087,2020.18977410585,2020.22153637721,2020.18678324819,15.1758315,2020.16442054898,2020-03-01,23
B.1.1_DTA_MCC_220,36,2020.20070543256,2020-03-14,2020.22404371585,2020.42349726776,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.20070543256,2020.20070543256,2020.20070543256,2020.20070543256,1.52214455555556,2020.19654656765,2020-03-13,10
B.1.1_DTA_MCC_222,44,2020.19893715218,2020-03-14,2020.21584699454,2020.3606557377,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.19893715218,2020.19893715218,2020.19893715218,2020.19893715218,1.37611581818182,2020.1951772729,2020-03-12,8
B.1.1_DTA_MCC_223,7,2020.2254501952,2020-03-24,2020.22950819672,2020.28961748634,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.2254501952,2020.2254501952,2020.2254501952,2020.2254501952,4.84951364285714,2020.21220015792,2020-03-19,6
B.1.1_DTA_MCC_226,6,2020.21527200306,2020-03-20,2020.22404371585,2020.32240437158,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.21527200306,2020.21527200306,2020.21527200306,2020.21527200306,5.53793483333333,2020.20014103357,2020-03-14,9
B.1.1_DTA_MCC_228,17,2020.19561955226,2020-03-13,2020.22404371585,2020.29508196721,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.19561955226,2020.19561955226,2020.19561955226,2020.19561955226,2.41979179411765,2020.18900809927,2020-03-10,13
B.1.1_DTA_MCC_229,11,2020.14912232562,2020-02-25,2020.16666666667,2020.25956284153,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.14912232562,2020.14912232562,2020.14912232562,2020.14912232562,3.34750377272727,2020.13997614045,2020-02-21,10
B.1.1_DTA_MCC_230,6,2020.22667872357,2020-03-24,2020.22950819672,2020.29781420765,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.22667872357,2020.22667872357,2020.22667872357,2020.22667872357,5.53793483333333,2020.21154775408,2020-03-18,7
B.1.1_DTA_MCC_231,18,2020.21982894338,2020-03-21,2020.22950819672,2020.38524590164,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.2290644187,2020.2056488036,2020.22921396638,2020.18775202818,2.32530261111111,2020.21347565756,2020-03-19,6
B.1.1_DTA_MCC_233,64,2020.17272383664,2020-03-04,2020.21857923497,2020.45628415301,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.18525371496,2020.16393173656,2020.18681976505,2020.15300324554,1.17076290625,2020.16952503089,2020-03-03,18
B.1.1_DTA_MCC_234,4,2020.21266662798,2020-03-19,2020.22950819672,2020.30327868852,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.22771258825,2020.20124323948,2020.22946990878,2020.18460342869,7.947409,2020.19095239574,2020-03-11,14
B.1.1_DTA_MCC_235,10,2020.17073490314,2020-03-03,2020.17759562842,2020.2868852459,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.17622129437,2020.15869788492,2020.17691349535,2020.13678116621,3.6103555,2020.16087054385,2020-02-29,6
B.1.1_DTA_MCC_236,2,2020.19190246095,2020-03-11,2020.22950819672,2020.23224043716,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.19190246095,2020.19190246095,2020.19190246095,2020.19190246095,15.1758315,2020.15043844046,2020-02-25,29
B.1.1_DTA_MCC_237,4,2020.18957598348,2020-03-10,2020.22950819672,2020.24043715847,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.18957598348,2020.18957598348,2020.18957598348,2020.18957598348,7.947409,2020.16786175124,2020-03-02,23
B.1.1_DTA_MCC_239,7,2020.21329543561,2020-03-19,2020.22404371585,2020.29234972678,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.21329543561,2020.21329543561,2020.21329543561,2020.21329543561,4.84951364285714,2020.20004539833,2020-03-14,9
B.1.1_DTA_MCC_24,217,2020.15439188563,2020-02-27,2020.1693989071,2020.38524590164,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.15439188563,2020.15439188563,2020.15439188563,2020.15439188563,0.852229311059908,2020.15206339024,2020-02-26,6
B.1.1_DTA_MCC_242,11,2020.21982777667,2020-03-21,2020.2349726776,2020.45901639344,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.23483124539,2020.20257720301,2020.23483741964,2020.18173125479,3.34750377272727,2020.2106815915,2020-03-18,9
B.1.1_DTA_MCC_243,26,2020.19789608531,2020-03-13,2020.22950819672,2020.33879781421,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.19789608531,2020.19789608531,2020.19789608531,2020.19789608531,1.8310515,2020.19289321236,2020-03-12,13
B.1.1_DTA_MCC_244,8,2020.21890734139,2020-03-21,2020.23224043716,2020.27049180328,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.21890734139,2020.21890734139,2020.21890734139,2020.21890734139,4.33319775,2020.20706800328,2020-03-17,9
B.1.1_DTA_MCC_245,5,2020.22192258245,2020-03-22,2020.23224043716,2020.29781420765,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.22192258245,2020.22192258245,2020.22192258245,2020.22192258245,6.5017245,2020.20415830786,2020-03-16,10
B.1.1_DTA_MCC_247,7,2020.20539102081,2020-03-16,2020.2349726776,2020.28961748634,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.20539102081,2020.20539102081,2020.20539102081,2020.20539102081,4.84951364285714,2020.19214098353,2020-03-11,16
B.1.1_DTA_MCC_248,7,2020.21963655751,2020-03-21,2020.22404371585,2020.29508196721,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.21963655751,2020.21963655751,2020.21963655751,2020.21963655751,4.84951364285714,2020.20638652023,2020-03-17,6
B.1.1_DTA_MCC_249,71,2020.18984668417,2020-03-10,2020.2131147541,2020.33879781421,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.18984668417,2020.18984668417,2020.18984668417,2020.18984668417,1.12622157042254,2020.18676957605,2020-03-09,10
B.1.1_DTA_MCC_252,2,2020.19579354411,2020-03-13,2020.22950819672,2020.2349726776,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.19579354411,2020.19579354411,2020.19579354411,2020.19579354411,15.1758315,2020.15432952362,2020-02-26,28
B.1.1_DTA_MCC_253,65,2020.18614173141,2020-03-09,2020.21584699454,2020.43989071038,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.18614173141,2020.18614173141,2020.18614173141,2020.18614173141,1.1638125,2020.18296191584,2020-03-08,12
B.1.1_DTA_MCC_254,22,2020.22564038954,2020-03-24,2020.23224043716,2020.36338797814,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.22564038954,2020.22564038954,2020.22564038954,2020.22564038954,2.03324513636364,2020.22008507496,2020-03-22,4
B.1.1_DTA_MCC_255,3,2020.22476373439,2020-03-23,2020.23224043716,2020.25409836066,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.23155762553,2020.21139734826,2020.23223952001,2020.20919754469,10.3568831666667,2020.1964662394,2020-03-13,13
B.1.1_DTA_MCC_256,2,2020.23217799152,2020-03-26,2020.23770491803,2020.23770491803,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.2376935803,2020.21755389656,2020.2376935803,2020.1964141073,15.1758315,2020.19071397103,2020-03-11,17
B.1.1_DTA_MCC_257,22,2020.20292017131,2020-03-15,2020.23770491803,2020.33879781421,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.20292017131,2020.20292017131,2020.20292017131,2020.20292017131,2.03324513636364,2020.19736485673,2020-03-13,15
B.1.1_DTA_MCC_258,111,2020.18640749285,2020-03-09,2020.21038251366,2020.3825136612,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.19692629538,2020.1756351989,2020.20032197042,2020.16599947112,0.979470193693694,2020.18373134478,2020-03-08,10
B.1.1_DTA_MCC_259,3,2020.23035995762,2020-03-25,2020.23770491803,2020.23770491803,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.23687100881,2020.2187795513,2020.23748498925,2020.20820956081,10.3568831666667,2020.20206246263,2020-03-15,13
B.1.1_DTA_MCC_26,2,2020.16793324935,2020-03-02,2020.17213114754,2020.17759562842,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.16793324935,2020.16793324935,2020.16793324935,2020.16793324935,15.1758315,2020.12646922886,2020-02-16,17
B.1.1_DTA_MCC_260,2,2020.21147160064,2020-03-18,2020.21584699454,2020.2349726776,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.21147160064,2020.21147160064,2020.21147160064,2020.21147160064,15.1758315,2020.17000758015,2020-03-03,17
B.1.1_DTA_MCC_262,2,2020.22488269641,2020-03-23,2020.23770491803,2020.24316939891,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.22488269641,2020.22488269641,2020.22488269641,2020.22488269641,15.1758315,2020.18341867592,2020-03-08,20
B.1.1_DTA_MCC_263,19,2020.19957779029,2020-03-14,2020.23770491803,2020.36885245902,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.19957779029,2020.19957779029,2020.19957779029,2020.19957779029,2.24075965789474,2020.19345549614,2020-03-12,16
B.1.1_DTA_MCC_264,60,2020.20561910789,2020-03-16,2020.23224043716,2020.38797814208,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.22216520633,2020.18867876708,2020.22595211186,2020.1692589078,1.20088133333333,2020.20233801135,2020-03-15,11
B.1.1_DTA_MCC_266,10,2020.21229644439,2020-03-19,2020.22404371585,2020.34699453552,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.21229644439,2020.21229644439,2020.21229644439,2020.21229644439,3.6103555,2020.2024320851,2020-03-15,8
B.1.1_DTA_MCC_268,4,2020.22080449706,2020-03-22,2020.23224043716,2020.30054644809,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.22080449706,2020.21023570721,2020.22080449706,2020.21023570721,7.947409,2020.19909026482,2020-03-14,12
B.1.1_DTA_MCC_269,5,2020.21003136749,2020-03-18,2020.23770491803,2020.33879781421,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.21003136749,2020.21003136749,2020.21003136749,2020.21003136749,6.5017245,2020.1922670929,2020-03-11,17
B.1.1_DTA_MCC_27,10,2020.15336698491,2020-02-26,2020.16393442623,2020.22404371585,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.16170564829,2020.13970597048,2020.16351563967,2020.11732909061,3.6103555,2020.14350262562,2020-02-23,7
B.1.1_DTA_MCC_272,41,2020.19717040478,2020-03-13,2020.22677595628,2020.29234972678,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.19717040478,2020.19717040478,2020.19717040478,2020.19717040478,1.42419845121951,2020.19327915218,2020-03-12,12
B.1.1_DTA_MCC_274,3,2020.22123135667,2020-03-22,2020.24043715847,2020.25136612022,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.22123135667,2020.22123135667,2020.22123135667,2020.22123135667,10.3568831666667,2020.19293386168,2020-03-12,17
B.1.1_DTA_MCC_276,22,2020.18985465892,2020-03-10,2020.21857923497,2020.38524590164,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.18985465892,2020.18985465892,2020.18985465892,2020.18985465892,2.03324513636364,2020.18429934434,2020-03-08,13
B.1.1_DTA_MCC_281,10,2020.20851195264,2020-03-17,2020.24043715847,2020.34153005464,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.20851195264,2020.20851195264,2020.20851195264,2020.20851195264,3.6103555,2020.19864759335,2020-03-14,15
B.1.1_DTA_MCC_283,2,2020.20735633042,2020-03-17,2020.21038251366,2020.23770491803,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.20735633042,2020.20735633042,2020.20735633042,2020.20735633042,15.1758315,2020.16589230993,2020-03-02,16
B.1.1_DTA_MCC_284,25,2020.20710288789,2020-03-17,2020.21857923497,2020.30601092896,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.20710288789,2020.20710288789,2020.20710288789,2020.20710288789,1.8755341,2020.20197847778,2020-03-15,6
B.1.1_DTA_MCC_285,23,2020.20339242141,2020-03-15,2020.2349726776,2020.36612021858,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.20339242141,2020.20339242141,2020.20339242141,2020.20339242141,1.97610345652174,2020.19799323164,2020-03-13,14
B.1.1_DTA_MCC_286,26,2020.21307668419,2020-03-19,2020.22404371585,2020.36612021858,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.21307668419,2020.21307668419,2020.21307668419,2020.21307668419,1.8310515,2020.20807381124,2020-03-17,6
B.1.1_DTA_MCC_288,5,2020.22264276609,2020-03-22,2020.24043715847,2020.36338797814,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.23650305316,2020.20301687065,2020.23915042875,2020.18590898313,6.5017245,2020.2048784915,2020-03-16,13
B.1.1_DTA_MCC_290,4,2020.20481704995,2020-03-16,2020.23224043716,2020.28415300546,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.22320533475,2020.18641195938,2020.22899433384,2020.1794244827,7.947409,2020.18310281771,2020-03-08,18
B.1.1_DTA_MCC_291,10,2020.21072338675,2020-03-18,2020.2349726776,2020.32513661202,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.21072338675,2020.21072338675,2020.21072338675,2020.21072338675,3.6103555,2020.20085902746,2020-03-15,12
B.1.1_DTA_MCC_292,11,2020.22756891981,2020-03-24,2020.22950819672,2020.35519125683,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.22756891981,2020.22756891981,2020.22756891981,2020.22756891981,3.34750377272727,2020.21842273464,2020-03-21,4
B.1.1_DTA_MCC_293,7,2020.22356330258,2020-03-23,2020.24590163934,2020.2868852459,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.22356330258,2020.22356330258,2020.22356330258,2020.22356330258,4.84951364285714,2020.2103132653,2020-03-18,13
B.1.1_DTA_MCC_294,7,2020.22049274034,2020-03-22,2020.24316939891,2020.3087431694,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.22049274034,2020.22049274034,2020.22049274034,2020.22049274034,4.84951364285714,2020.20724270306,2020-03-17,13
B.1.1_DTA_MCC_295,6,2020.2121180298,2020-03-19,2020.22404371585,2020.26775956284,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.2121180298,2020.2121180298,2020.2121180298,2020.2121180298,5.53793483333333,2020.19698706031,2020-03-13,10
B.1.1_DTA_MCC_297,7,2020.23527490622,2020-03-27,2020.24590163934,2020.28415300546,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.24588115017,2020.21868298686,2020.24588115017,2020.19633604981,4.84951364285714,2020.22202486894,2020-03-22,9
B.1.1_DTA_MCC_3,54,2020.15811965452,2020-02-28,2020.16120218579,2020.33879781421,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.15811965452,2020.15811965452,2020.15811965452,2020.15811965452,1.2544252037037,2020.15469226325,2020-02-27,2
B.1.1_DTA_MCC_300,3,2020.2279854531,2020-03-24,2020.2349726776,2020.28142076503,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.2279854531,2020.2279854531,2020.2279854531,2020.2279854531,10.3568831666667,2020.19968795811,2020-03-14,13
B.1.1_DTA_MCC_301,4,2020.20484121189,2020-03-16,2020.22404371585,2020.25956284153,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.20484121189,2020.20484121189,2020.20484121189,2020.20484121189,7.947409,2020.18312697965,2020-03-08,15
B.1.1_DTA_MCC_302,2,2020.23334367983,2020-03-26,2020.24863387978,2020.34972677596,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.24769540809,2020.21270480135,2020.24769540809,2020.19216326287,15.1758315,2020.19187965934,2020-03-11,21
B.1.1_DTA_MCC_303,29,2020.19182647105,2020-03-11,2020.21038251366,2020.36612021858,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.19182647105,2020.19182647105,2020.19182647105,2020.19182647105,1.71601029310345,2020.18713791834,2020-03-09,9
B.1.1_DTA_MCC_304,4,2020.23196780907,2020-03-26,2020.2349726776,2020.29234972678,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.23196780907,2020.23196780907,2020.23196780907,2020.23196780907,7.947409,2020.21025357683,2020-03-18,9
B.1.1_DTA_MCC_305,2,2020.23424159418,2020-03-27,2020.24863387978,2020.28142076503,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.24276476491,2020.2294081599,2020.24276476491,2020.2294081599,15.1758315,2020.19277757369,2020-03-12,20
B.1.1_DTA_MCC_307,13,2020.22308415649,2020-03-23,2020.22950819672,2020.3606557377,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.22308415649,2020.22308415649,2020.22308415649,2020.22308415649,2.9431165,2020.21504285458,2020-03-20,5
B.1.1_DTA_MCC_308,8,2020.23874813481,2020-03-28,2020.24863387978,2020.30601092896,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.23874813481,2020.23874813481,2020.23874813481,2020.23874813481,4.33319775,2020.2269087967,2020-03-24,8
B.1.1_DTA_MCC_309,13,2020.20246269618,2020-03-15,2020.21857923497,2020.31967213115,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.20246269618,2020.20246269618,2020.20246269618,2020.20246269618,2.9431165,2020.19442139427,2020-03-12,9
B.1.1_DTA_MCC_31,29,2020.16931381903,2020-03-03,2020.17486338798,2020.33606557377,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.16931381903,2020.16931381903,2020.16931381903,2020.16931381903,1.71601029310345,2020.16462526632,2020-03-01,4
B.1.1_DTA_MCC_310,4,2020.23441165128,2020-03-27,2020.24863387978,2020.30054644809,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.24485077515,2020.22154652336,2020.24738319815,2020.2053147457,7.947409,2020.21269741904,2020-03-19,13
B.1.1_DTA_MCC_311,30,2020.20014499723,2020-03-14,2020.22404371585,2020.3606557377,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.20014499723,2020.20014499723,2020.20014499723,2020.20014499723,1.68277616666667,2020.19554724814,2020-03-13,10
B.1.1_DTA_MCC_312,22,2020.19228910408,2020-03-11,2020.22404371585,2020.34972677596,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.19228910408,2020.19228910408,2020.19228910408,2020.19228910408,2.03324513636364,2020.1867337895,2020-03-09,14
B.1.1_DTA_MCC_313,4,2020.22671750804,2020-03-24,2020.23770491803,2020.25683060109,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.2347661261,2020.21337174221,2020.2347661261,2020.21337174221,7.947409,2020.2050032758,2020-03-16,12
B.1.1_DTA_MCC_314,2,2020.21094231256,2020-03-18,2020.24590163934,2020.24863387978,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.21094231256,2020.21094231256,2020.21094231256,2020.21094231256,15.1758315,2020.16947829207,2020-03-03,28
B.1.1_DTA_MCC_315,3,2020.22329945866,2020-03-23,2020.26229508197,2020.30327868852,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.24251693909,2020.20786636302,2020.24251693909,2020.20786636302,10.3568831666667,2020.19500196367,2020-03-12,25
B.1.1_DTA_MCC_316,267,2020.18754372611,2020-03-10,2020.22677595628,2020.43989071038,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.19872530044,2020.17589551606,2020.2038848483,2020.16717077811,0.827277473782771,2020.18528340514,2020-03-09,15
B.1.1_DTA_MCC_317,21,2020.2143104983,2020-03-19,2020.24043715847,2020.33606557377,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.23015804622,2020.19562620432,2020.23622920524,2020.18149741239,2.09582888095238,2020.20858418988,2020-03-17,12
B.1.1_DTA_MCC_318,7,2020.19014886606,2020-03-11,2020.19398907104,2020.30601092896,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.19014886606,2020.19014886606,2020.19014886606,2020.19014886606,4.84951364285714,2020.17689882878,2020-03-06,6
B.1.1_DTA_MCC_321,10,2020.24214424309,2020-03-30,2020.25409836066,2020.2868852459,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.2512157378,2020.22532143041,2020.2512157378,2020.22532143041,3.6103555,2020.2322798838,2020-03-26,8
B.1.1_DTA_MCC_322,6,2020.23627631252,2020-03-27,2020.27049180328,2020.30327868852,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.23627631252,2020.23627631252,2020.23627631252,2020.23627631252,5.53793483333333,2020.22114534303,2020-03-22,18
B.1.1_DTA_MCC_323,101,2020.19072140328,2020-03-11,2020.22677595628,2020.40710382514,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.19072140328,2020.19072140328,2020.19072140328,2020.19072140328,1.00526065841584,2020.18797478946,2020-03-10,14
B.1.1_DTA_MCC_325,7,2020.19889490379,2020-03-14,2020.21857923497,2020.30601092896,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.19889490379,2020.19889490379,2020.19889490379,2020.19889490379,4.84951364285714,2020.18564486651,2020-03-09,12
B.1.1_DTA_MCC_326,2,2020.21151823139,2020-03-18,2020.22950819672,2020.2868852459,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.21151823139,2020.21151823139,2020.21151823139,2020.21151823139,15.1758315,2020.1700542109,2020-03-03,22
B.1.1_DTA_MCC_327,5,2020.24289005203,2020-03-30,2020.25683060109,2020.29781420765,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.25605001476,2020.22448620577,2020.25664323874,2020.21307365667,6.5017245,2020.22512577744,2020-03-23,12
