cluster,seqs,tmrca,tmrca_calendar,oldest,mostrecent,treefile,cutoff,tmrca_HPD_upper,tmrca_HPD_lower,tmrca_range_upper,tmrca_range_lower,shift,tmrca_shifted,tmrca_shifted_calendar,detection_lag
B.1.1_DTA_MCC_606,7,2020.2316913893,2020-03-26,2020.24316939891,2020.34153005464,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.2316913893,2020.2316913893,2020.2316913893,2020.2316913893,4.84951364285714,2020.21844135202,2020-03-21,9
B.1.1_DTA_MCC_607,3,2020.22150308095,2020-03-22,2020.25136612022,2020.2868852459,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.22150308095,2020.22150308095,2020.22150308095,2020.22150308095,10.3568831666667,2020.19320558596,2020-03-12,21
B.1.1_DTA_MCC_610,11,2020.21794688482,2020-03-21,2020.25136612022,2020.43989071038,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.24012082012,2020.21794688482,2020.24012082012,2020.21794688482,3.34750377272727,2020.20880069965,2020-03-17,16
B.1.1_DTA_MCC_612,2,2020.2468232092,2020-03-31,2020.25136612022,2020.25956284153,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.25136448926,2020.2305111547,2020.25136448926,2020.2015879961,15.1758315,2020.20535918871,2020-03-16,17
B.1.1_DTA_MCC_613,4,2020.24515278069,2020-03-31,2020.24863387978,2020.26775956284,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.24515278069,2020.24515278069,2020.24515278069,2020.24515278069,7.947409,2020.22343854845,2020-03-23,9
B.1.1_DTA_MCC_614,3,2020.23550765101,2020-03-27,2020.25136612022,2020.27595628415,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.23550765101,2020.23550765101,2020.23550765101,2020.23550765101,10.3568831666667,2020.20721015602,2020-03-17,16
B.1.1_DTA_MCC_616,2,2020.23985295139,2020-03-29,2020.25409836066,2020.27049180328,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.25398131293,2020.21003138367,2020.25398131293,2020.18739972291,15.1758315,2020.1983889309,2020-03-14,20
B.1.1_DTA_MCC_618,6,2020.24016474605,2020-03-29,2020.25136612022,2020.33333333333,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.24016474605,2020.24016474605,2020.24016474605,2020.24016474605,5.53793483333333,2020.22503377656,2020-03-23,10
B.1.1_DTA_MCC_620,5,2020.20420479272,2020-03-16,2020.25136612022,2020.41530054645,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.20420479272,2020.20420479272,2020.20420479272,2020.20420479272,6.5017245,2020.18644051813,2020-03-09,24
B.1.1_DTA_MCC_622,2,2020.25985855303,2020-04-05,2020.26229508197,2020.27322404372,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.25985855303,2020.25985855303,2020.25985855303,2020.25985855303,15.1758315,2020.21839453254,2020-03-21,16
B.1.1_DTA_MCC_623,3,2020.23621846509,2020-03-27,2020.25136612022,2020.26775956284,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.25123515864,2020.20233226621,2020.25123515864,2020.18472526793,10.3568831666667,2020.2079209701,2020-03-17,16
B.1.1_DTA_MCC_624,8,2020.20951042633,2020-03-18,2020.21584699454,2020.31967213115,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.21559236592,2020.19225509844,2020.21559236592,2020.19225509844,4.33319775,2020.19767108822,2020-03-13,7
B.1.1_DTA_MCC_625,2,2020.26285604891,2020-04-06,2020.27595628415,2020.28961748634,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.26285604891,2020.26285604891,2020.26285604891,2020.26285604891,15.1758315,2020.22139202842,2020-03-22,20
B.1.1_DTA_MCC_626,4,2020.25099636284,2020-04-02,2020.27595628415,2020.44262295082,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.26763781176,2020.22371506878,2020.26997853015,2020.19614717172,7.947409,2020.2292821306,2020-03-25,17
B.1.1_DTA_MCC_634,5,2020.21430709298,2020-03-19,2020.24316939891,2020.30327868852,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.21430709298,2020.21430709298,2020.21430709298,2020.21430709298,6.5017245,2020.19654281839,2020-03-13,17
B.1.1_DTA_MCC_635,2,2020.25278351172,2020-04-03,2020.25956284153,2020.28142076503,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.25950693421,2020.23439240142,2020.25950693421,2020.2021710367,15.1758315,2020.21131949123,2020-03-18,18
B.1.1_DTA_MCC_638,23,2020.219138657,2020-03-21,2020.22950819672,2020.38524590164,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.22847766623,2020.20511680788,2020.22847766623,2020.17991146668,1.97610345652174,2020.21373946723,2020-03-19,6
B.1.1_DTA_MCC_641,3,2020.25635670685,2020-04-04,2020.2650273224,2020.30054644809,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.25635670685,2020.25635670685,2020.25635670685,2020.25635670685,10.3568831666667,2020.22805921186,2020-03-24,14
B.1.1_DTA_MCC_642,5,2020.2540098501,2020-04-03,2020.26229508197,2020.32786885246,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.2540098501,2020.2540098501,2020.2540098501,2020.2540098501,6.5017245,2020.23624557551,2020-03-27,10
B.1.1_DTA_MCC_643,4,2020.25464946384,2020-04-03,2020.26229508197,2020.32513661202,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.26228301738,2020.23691230821,2020.26228301738,2020.21479536346,7.947409,2020.2329352316,2020-03-26,11
B.1.1_DTA_MCC_649,9,2020.23006425477,2020-03-25,2020.24863387978,2020.33606557377,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.23006425477,2020.23006425477,2020.23006425477,2020.23006425477,3.93161872222222,2020.21932212711,2020-03-21,11
B.1.1_DTA_MCC_65,9,2020.18048189885,2020-03-07,2020.18306010929,2020.38524590164,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.18305658531,2020.17263281705,2020.18305658531,2020.16517284546,3.93161872222222,2020.16973977119,2020-03-03,5
B.1.1_DTA_MCC_651,2,2020.25227631589,2020-04-02,2020.2650273224,2020.26775956284,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.26479209177,2020.23311723847,2020.26479209177,2020.21088275615,15.1758315,2020.2108122954,2020-03-18,20
B.1.1_DTA_MCC_654,4,2020.21222711207,2020-03-19,2020.21584699454,2020.35519125683,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.21582964714,2020.20809693153,2020.21582964714,2020.20537002514,7.947409,2020.19051287983,2020-03-11,9
B.1.1_DTA_MCC_655,16,2020.25807422714,2020-04-04,2020.2650273224,2020.45901639344,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.26499773866,2020.24007903772,2020.26499773866,2020.22552151805,2.526092125,2020.25117233609,2020-04-02,5
B.1.1_DTA_MCC_660,2,2020.2585719139,2020-04-05,2020.27049180328,2020.37978142077,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.2699200274,2020.23793670934,2020.2699200274,2020.21286620901,15.1758315,2020.21710789341,2020-03-20,20
B.1.1_DTA_MCC_662,2,2020.25138415537,2020-04-02,2020.27049180328,2020.2868852459,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.25138415537,2020.25138415537,2020.25138415537,2020.25138415537,15.1758315,2020.20992013488,2020-03-18,22
B.1.1_DTA_MCC_665,41,2020.22779550263,2020-03-24,2020.2650273224,2020.43989071038,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.22779550263,2020.22779550263,2020.22779550263,2020.22779550263,1.42419845121951,2020.22390425003,2020-03-23,15
B.1.1_DTA_MCC_667,7,2020.23017115308,2020-03-25,2020.25409836066,2020.33333333333,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.24760074421,2020.20967785491,2020.24799662866,2020.1839201275,4.84951364285714,2020.2169211158,2020-03-20,14
B.1.1_DTA_MCC_668,3,2020.26390593439,2020-04-07,2020.2650273224,2020.29234972678,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.26390593439,2020.26390593439,2020.26390593439,2020.26390593439,10.3568831666667,2020.2356084394,2020-03-27,11
B.1.1_DTA_MCC_669,5,2020.25261055827,2020-04-02,2020.27322404372,2020.28961748634,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.26730096201,2020.23080795459,2020.2706477923,2020.21606315345,6.5017245,2020.23484628368,2020-03-27,14
B.1.1_DTA_MCC_670,3,2020.23852052045,2020-03-28,2020.24316939891,2020.27595628415,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.23852052045,2020.23852052045,2020.23852052045,2020.23852052045,10.3568831666667,2020.21022302546,2020-03-18,12
B.1.1_DTA_MCC_674,104,2020.19884093127,2020-03-14,2020.2131147541,2020.36612021858,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.21070997582,2020.18571262243,2020.21126135902,2020.17005097247,0.99700275,2020.19611688004,2020-03-13,6
B.1.1_DTA_MCC_677,3,2020.26867628681,2020-04-08,2020.27868852459,2020.29508196721,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.26867628681,2020.26867628681,2020.26867628681,2020.26867628681,10.3568831666667,2020.24037879182,2020-03-29,14
B.1.1_DTA_MCC_688,2,2020.24913538559,2020-04-01,2020.28415300546,2020.29234972678,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.27655485214,2020.20954410449,2020.28285228513,2020.20278964975,15.1758315,2020.2076713651,2020-03-17,28
B.1.1_DTA_MCC_689,10,2020.21567694298,2020-03-20,2020.23224043716,2020.37978142077,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.22927305048,2020.20058735498,2020.23110111297,2020.19011281287,3.6103555,2020.20581258369,2020-03-16,10
B.1.1_DTA_MCC_691,2,2020.22076327752,2020-03-22,2020.24590163934,2020.30054644809,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.23666339597,2020.20349396857,2020.23916667637,2020.18416034881,15.1758315,2020.17929925703,2020-03-07,24
B.1.1_DTA_MCC_693,2,2020.23030394635,2020-03-25,2020.23770491803,2020.26229508197,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.23765965992,2020.21475126156,2020.23765965992,2020.20218079068,15.1758315,2020.18883992586,2020-03-10,18
B.1.1_DTA_MCC_695,5,2020.26453889825,2020-04-07,2020.27868852459,2020.31967213115,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.27857860105,2020.24352609889,2020.27857860105,2020.21104344635,6.5017245,2020.24677462366,2020-03-31,12
B.1.1_DTA_MCC_696,2,2020.29705188296,2020-04-19,2020.30327868852,2020.35245901639,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.29705188296,2020.29705188296,2020.29705188296,2020.29705188296,15.1758315,2020.25558786247,2020-04-04,17
B.1.1_DTA_MCC_697,4,2020.26800192182,2020-04-08,2020.30327868852,2020.33879781421,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.29291750337,2020.24272250401,2020.29568645537,2020.22531215401,7.947409,2020.24628768958,2020-03-31,21
B.1.1_DTA_MCC_698,11,2020.26497870297,2020-04-07,2020.31967213115,2020.3825136612,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.29463009098,2020.26497870297,2020.29463009098,2020.26497870297,3.34750377272727,2020.2558325178,2020-04-04,23
B.1.1_DTA_MCC_699,3,2020.40727575614,2020-05-29,2020.42896174863,2020.44535519126,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.428046377,2020.37635919787,2020.42812881119,2020.3456883253,10.3568831666667,2020.37897826115,2020-05-19,18
B.1.1_DTA_MCC_7,2,2020.16426150452,2020-03-01,2020.16666666667,2020.17213114754,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.16651497634,2020.16426150452,2020.16651497634,2020.16426150452,15.1758315,2020.12279748403,2020-02-15,16
B.1.1_DTA_MCC_70,4,2020.17440210706,2020-03-05,2020.18032786885,2020.24316939891,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.17440210706,2020.17440210706,2020.17440210706,2020.17440210706,7.947409,2020.15268787482,2020-02-26,10
B.1.1_DTA_MCC_700,2,2020.44436923963,2020-06-12,2020.45355191257,2020.45628415301,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.45350684432,2020.42418132336,2020.45351039517,2020.39473845402,15.1758315,2020.40290521914,2020-05-27,19
B.1.1_DTA_MCC_701,20,2020.22648229427,2020-03-24,2020.2650273224,2020.3306010929,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.24679391559,2020.20693562328,2020.2512021475,2020.18972460212,2.164671,2020.22056789263,2020-03-22,16
B.1.1_DTA_MCC_702,3,2020.25152874926,2020-04-02,2020.26775956284,2020.32513661202,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.26333904708,2020.2500883365,2020.26333904708,2020.22591976413,10.3568831666667,2020.22323125427,2020-03-23,16
B.1.1_DTA_MCC_703,34,2020.20773060951,2020-03-17,2020.24316939891,2020.3606557377,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.20773060951,2020.20773060951,2020.20773060951,2020.20773060951,1.56938914705882,2020.20344266102,2020-03-15,15
B.1.1_DTA_MCC_704,4,2020.28035097685,2020-04-13,2020.28961748634,2020.30054644809,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.28951394211,2020.25905656657,2020.28960759971,2020.23615819829,7.947409,2020.25863674461,2020-04-05,11
B.1.1_DTA_MCC_706,10,2020.25989836216,2020-04-05,2020.29234972678,2020.42349726776,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.28195281922,2020.23559747365,2020.28466252782,2020.22446871799,3.6103555,2020.25003400287,2020-04-02,15
B.1.1_DTA_MCC_710,3,2020.2194125066,2020-03-21,2020.25136612022,2020.25409836066,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.23655192983,2020.21090780714,2020.23655192983,2020.21090780714,10.3568831666667,2020.19111501161,2020-03-11,22
B.1.1_DTA_MCC_712,18,2020.27375653004,2020-04-10,2020.30327868852,2020.45355191257,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.28995306225,2020.26014130129,2020.28995306225,2020.26014130129,2.32530261111111,2020.26740324422,2020-04-08,13
B.1.1_DTA_MCC_715,93,2020.19943352986,2020-03-14,2020.22131147541,2020.42076502732,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.20957477416,2020.18921548278,2020.21223577446,2020.17868324206,1.02988639247312,2020.19661963261,2020-03-13,9
B.1.1_DTA_MCC_716,2,2020.2569862034,2020-04-04,2020.2650273224,2020.27595628415,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.26501087571,2020.22742625106,2020.26501960045,2020.20462274099,15.1758315,2020.21552218291,2020-03-20,18
B.1.1_DTA_MCC_718,6,2020.22172700436,2020-03-22,2020.22950819672,2020.41803278689,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.22947882149,2020.20649562203,2020.22947882149,2020.19083297879,5.53793483333333,2020.20659603487,2020-03-17,8
B.1.1_DTA_MCC_720,5,2020.22797376588,2020-03-24,2020.24863387978,2020.30601092896,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.24789932461,2020.20405541021,2020.24789932461,2020.18657302044,6.5017245,2020.21020949129,2020-03-18,14
B.1.1_DTA_MCC_723,2,2020.29754316618,2020-04-19,2020.32786885246,2020.40163934426,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.32370494025,2020.24662265314,2020.32713667004,2020.22296679607,15.1758315,2020.25607914569,2020-04-04,26
B.1.1_DTA_MCC_726,3,2020.20208283934,2020-03-15,2020.20491803279,2020.24863387978,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.20208283934,2020.20208283934,2020.20208283934,2020.20208283934,10.3568831666667,2020.17378534435,2020-03-05,11
B.1.1_DTA_MCC_728,2,2020.22577293967,2020-03-24,2020.23224043716,2020.25409836066,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.23168633891,2020.21473506664,2020.23168633891,2020.21473506664,15.1758315,2020.18430891918,2020-03-08,18
B.1.1_DTA_MCC_730,4,2020.18232998207,2020-03-08,2020.18579234973,2020.25683060109,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.1857875758,2020.17269787298,2020.1857875758,2020.16705457311,7.947409,2020.16061574983,2020-02-29,9
B.1.1_DTA_MCC_731,7,2020.20763031015,2020-03-17,2020.24043715847,2020.31967213115,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.2233601213,2020.18851788735,2020.22782711143,2020.17431156428,4.84951364285714,2020.19438027287,2020-03-12,17
B.1.1_DTA_MCC_735,2,2020.25558797108,2020-04-04,2020.26229508197,2020.28415300546,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.26227200075,2020.24152943211,2020.26228564485,2020.22103052188,15.1758315,2020.21412395059,2020-03-19,18
B.1.1_DTA_MCC_736,2,2020.25875288803,2020-04-05,2020.27322404372,2020.2868852459,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.25875288803,2020.22657958748,2020.25875288803,2020.22657958748,15.1758315,2020.21728886754,2020-03-21,20
B.1.1_DTA_MCC_737,3,2020.26083233317,2020-04-05,2020.27049180328,2020.27322404372,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.26083233317,2020.26083233317,2020.26083233317,2020.26083233317,10.3568831666667,2020.23253483818,2020-03-26,14
B.1.1_DTA_MCC_738,4,2020.262232237,2020-04-06,2020.26229508197,2020.30054644809,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.262232237,2020.262232237,2020.262232237,2020.262232237,7.947409,2020.24051800476,2020-03-29,8
B.1.1_DTA_MCC_74,45,2020.17471082478,2020-03-05,2020.17759562842,2020.45901639344,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.17753974124,2020.16898350991,2020.17758669078,2020.15868311058,1.36151294444444,2020.17099084406,2020-03-04,2
B.1.1_DTA_MCC_741,4,2020.26057685233,2020-04-05,2020.28415300546,2020.3087431694,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.27905440981,2020.23630820112,2020.28178040165,2020.21305335791,7.947409,2020.23886262009,2020-03-28,17
B.1.1_DTA_MCC_745,2,2020.2313354685,2020-03-26,2020.24316939891,2020.2868852459,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.24102165091,2020.2313354685,2020.24102165091,2020.2313354685,15.1758315,2020.18987144801,2020-03-10,20
B.1.1_DTA_MCC_748,3,2020.25377538101,2020-04-03,2020.27595628415,2020.29234972678,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.27303522206,2020.21608677976,2020.2742907982,2020.19103407458,10.3568831666667,2020.22547788602,2020-03-24,18
B.1.1_DTA_MCC_749,3,2020.27723349258,2020-04-11,2020.29234972678,2020.37158469945,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.27723349258,2020.27723349258,2020.27723349258,2020.27723349258,10.3568831666667,2020.24893599759,2020-04-01,16
B.1.1_DTA_MCC_751,2,2020.29134399386,2020-04-17,2020.30054644809,2020.30327868852,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.30046469279,2020.27018034728,2020.30046469279,2020.24064615776,15.1758315,2020.24987997337,2020-04-01,19
B.1.1_DTA_MCC_752,3,2020.11435405984,2020-02-12,2020.12568306011,2020.36612021858,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.12495313009,2020.10306506852,2020.12495313009,2020.07756213965,10.3568831666667,2020.08605656485,2020-02-01,15
B.1.1_DTA_MCC_759,2,2020.19181063825,2020-03-11,2020.19398907104,2020.22950819672,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.19394768367,2020.18723446694,2020.19397811414,2020.17971105122,15.1758315,2020.15034661776,2020-02-25,16
B.1.1_DTA_MCC_76,164,2020.16435462491,2020-03-01,2020.18579234973,2020.42896174863,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.16435462491,2020.16435462491,2020.16435462491,2020.16435462491,0.895289487804878,2020.16190847877,2020-02-29,9
B.1.1_DTA_MCC_760,2,2020.19145778601,2020-03-11,2020.19672131148,2020.22950819672,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.1966921365,2020.18209839799,2020.1966921365,2020.1703820635,15.1758315,2020.14999376552,2020-02-25,17
B.1.1_DTA_MCC_763,25,2020.1940076296,2020-03-12,2020.20765027322,2020.34972677596,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.1940076296,2020.1940076296,2020.1940076296,2020.1940076296,1.8755341,2020.18888321949,2020-03-10,7
B.1.1_DTA_MCC_765,8,2020.21007038389,2020-03-18,2020.2349726776,2020.2868852459,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.22604719345,2020.19168362354,2020.23381005235,2020.16772177733,4.33319775,2020.19823104578,2020-03-14,13
B.1.1_DTA_MCC_769,2,2020.24315831965,2020-03-30,2020.25409836066,2020.27322404372,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.25382051002,2020.22133027772,2020.25385162752,2020.20356162885,15.1758315,2020.20169429916,2020-03-15,19
B.1.1_DTA_MCC_77,5,2020.16585562157,2020-03-02,2020.18032786885,2020.2868852459,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.16585562157,2020.16585562157,2020.16585562157,2020.16585562157,6.5017245,2020.14809134698,2020-02-24,12
B.1.1_DTA_MCC_777,3,2020.21230451503,2020-03-19,2020.21584699454,2020.30054644809,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.21583023676,2020.20624160859,2020.21583023676,2020.19752556539,10.3568831666667,2020.18400702004,2020-03-08,12
B.1.1_DTA_MCC_78,2,2020.17933635745,2020-03-07,2020.18579234973,2020.24863387978,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.18512019538,2020.17029027213,2020.18553217356,2020.15046212522,15.1758315,2020.13787233696,2020-02-20,18
B.1.1_DTA_MCC_783,7,2020.20970100435,2020-03-18,2020.22677595628,2020.37704918033,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.22411405261,2020.19462212688,2020.22499332456,2020.1882497395,4.84951364285714,2020.19645096707,2020-03-13,11
B.1.1_DTA_MCC_784,3,2020.23692883996,2020-03-28,2020.24316939891,2020.30327868852,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.24316076366,2020.22278413996,2020.24316076366,2020.19924584324,10.3568831666667,2020.20863134497,2020-03-17,13
B.1.1_DTA_MCC_788,16,2020.20758495012,2020-03-17,2020.2349726776,2020.28142076503,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.20758495012,2020.20758495012,2020.20758495012,2020.20758495012,2.526092125,2020.20068305907,2020-03-14,13
B.1.1_DTA_MCC_79,41,2020.18497483856,2020-03-09,2020.18579234973,2020.37978142077,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.18497483856,2020.18497483856,2020.18497483856,2020.18497483856,1.42419845121951,2020.18108358596,2020-03-07,2
B.1.1_DTA_MCC_790,2,2020.26360587062,2020-04-06,2020.28142076503,2020.36885245902,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.27939074976,2020.24273385553,2020.27997656109,2020.21890834597,15.1758315,2020.22214185013,2020-03-22,22
B.1.1_DTA_MCC_791,4,2020.21458672984,2020-03-20,2020.22950819672,2020.27049180328,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.22940408714,2020.20222488058,2020.22940408714,2020.18575207247,7.947409,2020.1928724976,2020-03-12,13
B.1.1_DTA_MCC_793,21,2020.22807776306,2020-03-24,2020.25409836066,2020.3306010929,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.24682287129,2020.20782933618,2020.25065472509,2020.1987110426,2.09582888095238,2020.22235145464,2020-03-22,12
B.1.1_DTA_MCC_798,16,2020.27992383474,2020-04-12,2020.31420765027,2020.34972677596,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.29671653092,2020.25972919299,2020.30448038511,2020.24326028717,2.526092125,2020.27302194369,2020-04-10,15
B.1.1_DTA_MCC_8,3,2020.16340338031,2020-03-01,2020.16393442623,2020.17213114754,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.16340338031,2020.16340338031,2020.16340338031,2020.16340338031,10.3568831666667,2020.13510588532,2020-02-19,11
B.1.1_DTA_MCC_800,3,2020.25229264734,2020-04-02,2020.27595628415,2020.27868852459,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.27286515235,2020.21542060759,2020.2730928763,2020.19157752976,10.3568831666667,2020.22399515235,2020-03-23,19
B.1.1_DTA_MCC_809,4,2020.24414456718,2020-03-30,2020.25409836066,2020.27595628415,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.25394088933,2020.22177104164,2020.25397934699,2020.20216925067,7.947409,2020.22243033494,2020-03-22,12
B.1.1_DTA_MCC_810,29,2020.23933260923,2020-03-29,2020.25409836066,2020.37158469945,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.23933260923,2020.22540139167,2020.23933260923,2020.22219876113,1.71601029310345,2020.23464405652,2020-03-27,7
B.1.1_DTA_MCC_811,4,2020.22905304481,2020-03-25,2020.24316939891,2020.43169398907,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.24115679458,2020.21714469741,2020.2425445857,2020.20412424032,7.947409,2020.20733881257,2020-03-17,13
B.1.1_DTA_MCC_816,5,2020.28445390076,2020-04-14,2020.32513661202,2020.35792349727,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.2891355358,2020.25813814865,2020.2891355358,2020.25813814865,6.5017245,2020.26668962617,2020-04-08,21
B.1.1_DTA_MCC_817,2,2020.14930201609,2020-02-25,2020.15846994536,2020.41803278689,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.15631421087,2020.1312887397,2020.157728545,2020.10801451397,15.1758315,2020.1078379956,2020-02-09,19
B.1.1_DTA_MCC_818,5,2020.22239063441,2020-03-22,2020.22404371585,2020.33606557377,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.22239063441,2020.22239063441,2020.22239063441,2020.22239063441,6.5017245,2020.20462635982,2020-03-16,7
B.1.1_DTA_MCC_819,2,2020.27816636929,2020-04-12,2020.28415300546,2020.32786885246,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.28048991472,2020.27404472053,2020.28048991472,2020.27404472053,15.1758315,2020.2367023488,2020-03-28,17
B.1.1_DTA_MCC_821,2,2020.32104128791,2020-04-28,2020.33333333333,2020.33606557377,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.33289581766,2020.29956026956,2020.33297144998,2020.27895656408,15.1758315,2020.27957726742,2020-04-12,20
B.1.1_DTA_MCC_822,7,2020.22824723849,2020-03-25,2020.25136612022,2020.30601092896,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.24648744708,2020.20274628513,2020.25068509126,2020.18853995247,4.84951364285714,2020.21499720121,2020-03-20,13
B.1.1_DTA_MCC_824,3,2020.25171108573,2020-04-02,2020.26229508197,2020.2650273224,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.26121768033,2020.23516613258,2020.26215221584,2020.21550470451,10.3568831666667,2020.22341359074,2020-03-23,14
B.1.1_DTA_MCC_825,2,2020.25574049363,2020-04-04,2020.27049180328,2020.28142076503,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.27039892478,2020.22109884552,2020.27046823225,2020.19080819083,15.1758315,2020.21427647314,2020-03-19,21
B.1.1_DTA_MCC_826,12,2020.20752545451,2020-03-17,2020.21584699454,2020.28961748634,B.1.1-DTA-20200818.combined.MCC.tree,0.5,2020.20924317705,2020.20752545451,2020.20924317705,2020.20752545451,3.12846066666667,2020.19897774777,2020-03-14,6
