"","time","country","reported_cases","reported_cases_cumulative","predicted_infections_mean_cumulative","predicted_infections_lower_CI_95_cumulative","predicted_infections_higher_CI_95_cumulative","predicted_infections_mean","predicted_infections_lower_CI_95","predicted_infections_higher_CI_95_cumulative","reported_deaths","reported_deaths_cumulative","estimated_deaths_mean_cumulative","estimated_deaths_lower_CI_95_cumulative","estimated_deaths_higher_CI_95_cumulative","estimated_deaths_mean","estimated_deaths_lower_CI_95","estimated_deaths_higher_CI_95","mean_time_varying_reproduction_number_R(t)","time_varying_reproduction_number_R(t)_lower_CI_95","time_varying_reproduction_number_R(t)_higher_CI_95"
"795",2020-04-14,"Sweden",465,10947,299406.488337855,207949.598779278,422670.702020414,5667.27640734368,3007.47880278611,9607.57354656742,20,919,1006.50838826479,811.251732222422,1233.33811614598,92.2220990872413,75.3635771636177,111.185359048049,0.708674017287013,0.522173366851562,0.919870704696441
"796",2020-04-15,"Sweden",497,11444,304834.745650111,210724.373943977,432126.968964631,5428.25731225642,2774.77516469856,9456.26694421746,114,1033,1101.25506209575,889.066359045389,1347.25331442895,94.7466738309614,77.8146268229673,113.915198282967,0.708249560719825,0.52197286569107,0.918775412555845
"797",2020-04-16,"Sweden",482,11926,310035.313590339,213273.219949842,441377.793744269,5200.56794022804,2548.84600586498,9250.82477963773,170,1203,1197.83436593881,969.000115827198,1462.84681409329,96.5793038430641,79.9337567818087,115.593499664347,0.707842049960419,0.521788473244021,0.917692591841201
"798",2020-04-17,"Sweden",613,12539,315018.930655633,215614.125936009,450494.126440738,4983.6170652936,2340.90598616745,9116.33269646899,130,1333,1295.6070146924,1050.32218793658,1579.41369722292,97.7726487535934,81.3220721093825,116.566883129629,0.707450718139416,0.521618896893996,0.916620348012599
"799",2020-04-18,"Sweden",676,13215,319795.782513131,217764.68727513,459511.942264492,4776.85185749788,2150.56133912025,9017.8158237536,67,1400,1394.07193117856,1132.6585065911,1696.26421248264,98.4649164861519,82.336318654519,116.850515259722,0.707074836761158,0.521462948299605,0.915561910728775
"800",2020-04-19,"Sweden",606,13821,324375.534891586,219765.164993935,468331.432150422,4579.75237845543,2000.47771880527,8819.48988593026,111,1511,1492.75498112793,1215.37985745967,1812.91665196337,98.6830499493713,82.7213508685742,116.652439480728,0.706713713269573,0.521319534548073,0.914517261406349
"801",2020-04-20,"Sweden",563,14384,328767.362869072,221626.710670137,477003.977015055,4391.82797748611,1861.54567620201,8672.544864633,29,1540,1591.199940485,1298.356702911,1929.27860580761,98.444959357074,82.976845451327,116.361953844235,0.70636668898079,0.52118765026218,0.913486375505881
"802",2020-04-21,"Sweden",392,14776,332979.977672457,223334.230901159,485531.724317672,4212.61480338539,1707.52023102236,8527.74730261717,40,1580,1688.88616985237,1380.86311003499,2044.94984794408,97.6862293673685,82.5064071239863,115.671242136475,0.706033137249075,0.521066370487651,0.912469222667275
"803",2020-04-22,"Sweden",545,15321,337021.651609577,224917.51834408,493932.217209469,4041.67393712,1583.28744292107,8400.49289179683,185,1765,1785.51260805945,1462.20708976421,2159.60730617376,96.6264382070848,81.3439797292197,114.657458229684,0.705712461789186,0.520954844230306,0.911465766881908
"804",2020-04-23,"Sweden",682,16003,340900.241473269,226373.980901526,502198.193622345,3878.58986369193,1456.46255744603,8265.97641287588,172,1937,1880.65072182926,1542.10477223717,2272.70352341928,95.1381137698049,79.8976824729683,113.096217245519,0.705404095113279,0.52085662234181,0.910475966675191
"805",2020-04-24,"Sweden",751,16754,344623.210607664,227718.92689887,510385.374691462,3722.96913439428,1344.94599734343,8187.1810691177,84,2021,1974.07553352932,1619.96377292601,2384.64101261891,93.4248117000617,77.8590006888354,111.937489199628,0.705107497060178,0.520794559831153,0.909499775290239
"806",2020-04-25,"Sweden",812,17566,348197.649753328,228963.55424041,518473.333566308,3574.43914566476,1244.62734154047,8087.95887484531,131,2152,2065.5380997552,1695.7553454785,2495.86256035902,91.4625662258751,75.7915725524883,111.221547740106,0.704822153405004,0.520737488328254,0.908537140870167
"807",2020-04-26,"Sweden",610,18176,351630.296753096,230118.425618463,526472.760122532,3432.64699976758,1154.87137805273,7999.42655622434,40,2192,2154.87729334767,1769.16850829159,2605.50726632546,89.339193592474,73.4131628130948,109.644705966442,0.704547574542179,0.52068500684727,0.907588006638832
"808",2020-04-27,"Sweden",463,18639,354927.555184501,231190.046246604,534355.346013185,3297.25843140477,1071.62062814052,7882.58589065339,2,2194,2241.92900734995,1839.97509858154,2714.13715222115,87.0517140022755,70.8065902899496,108.629885895687,0.704283294237044,0.520636746558314,0.9066523110803
"809",2020-04-28,"Sweden",286,18925,358095.511977307,232179.636130936,542168.319163566,3167.95679280587,989.589884331955,7812.97315038095,80,2274,2326.50380229377,1907.84274213214,2821.76532398995,84.5747949438237,67.8676435505982,107.628171768803,0.704028868442368,0.520592368218009,0.905729988117285
"810",2020-04-29,"Sweden",695,19620,361139.954070601,233091.878692093,549853.86053523,3044.44209329409,912.242561157067,7685.54137166402,81,2355,2408.59785393305,1972.51546627091,2928.29848735868,82.094051639278,64.6727241387649,106.533163368727,0.703783874176421,0.520551559804037,0.904820967288634
"811",2020-04-30,"Sweden",681,20301,364066.384161171,233935.952112741,557389.940353926,2926.4300905705,844.073420648237,7536.07981869558,107,2462,2488.16351913777,2033.73242706905,3032.93009453429,79.5656652047252,61.2169607981425,104.631607175614,0.703547908459511,0.520514034337611,0.903948449922697
"812",2020-05-01,"Sweden",790,21091,366880.035592496,234710.942060443,564847.473129677,2813.651431325,774.989947701922,7457.53277575139,124,2586,2565.15873424945,2091.73361468272,3136.71101792724,76.9952151116797,58.0011876136766,103.780923392946,0.70332058730602,0.520479527879071,0.903363305554226
"813",2020-05-02,"Sweden",428,21519,369585.886431356,235421.776363193,572235.668482895,2705.85083886013,710.834302750117,7388.19535321801,67,2653,2639.57255185154,2146.66330113063,3239.11911262955,74.413817602088,54.9296864479015,102.408094702313,0.703101544769091,0.520447797683019,0.902786675597402
"814",2020-05-03,"Sweden",562,22081,372188.672776783,236072.638162563,579530.40134313,2602.78634542707,650.861799370642,7294.7328602346,16,2669,2711.43753565988,2198.67987889497,3340.48164947792,71.8649838083348,52.0165777643427,101.362536848372,0.702890432035233,0.520418620500427,0.902218483297467
"815",2020-05-04,"Sweden",235,22316,374692.901343783,236669.072431941,586711.92582531,2504.22856699965,596.434269378007,7181.52448217976,10,2679,2780.76781458046,2247.45173646827,3440.23826903652,69.3302789205801,48.7718575732967,99.7566195586026,0.702686916566225,0.520391791016135,0.90165865095438
"816",2020-05-05,"Sweden",404,22720,377102.861362047,237215.651342676,593783.109850432,2409.96001826387,546.578910734474,7071.18402512233,90,2769,2847.57406470015,2293.27644360071,3538.58902998017,66.8062501196971,45.8247071324468,98.3507609436461,0.702490681285854,0.520367120411049,0.901107099992036
"817",2020-02-14,"Switzerland",0,0,40.5113478089881,12.1896144278538,94.3032978944921,40.5113478089881,12.1896144278538,94.3032978944921,0,0,4.05113478089881e-14,1.21896144278538e-14,9.43032978944921e-14,4.05113478089881e-14,1.21896144278538e-14,9.43032978944921e-14,3.26253032802513,2.66782287054038,4.01542064471922
"818",2020-02-15,"Switzerland",0,0,81.0226956179763,24.3792288557077,188.606595788984,40.5113478089881,12.1896144278538,94.3032978944921,0,0,8.19861038472981e-07,2.53546780799274e-07,1.88645062372003e-06,8.19860997961634e-07,2.53546768609659e-07,1.88645052941674e-06,3.26253032802513,2.66782287054038,4.01542064471922
"819",2020-02-16,"Switzerland",0,0,121.534043426964,36.5688432835615,282.909893683476,40.5113478089881,12.1896144278538,94.3032978944921,0,0,1.80369419956673e-05,5.57802892160212e-06,4.15019117414715e-05,1.72170809571943e-05,5.32448214080284e-06,3.96154611177515e-05,3.26253032802513,2.66782287054038,4.01542064471922
