Date,Total air arrivals,"of which:
British nationals","
% British nationals",,origin,Spain,United States,Italy,Germany,France,China,Switzerland,Netherlands,Portugal,Ireland,Austria,Turkey,Poland,Canada,Belgium,Norway,Australia,Sweden,Denmark,Romania,Czech Republic,India,Israel,Korea (South),Iran,Brazil,Greece,Japan,Philippines,,origin,Spain,United States,Italy,Germany,France,China,Switzerland,Netherlands,Portugal,Ireland,Austria,Turkey,Poland,Canada,Belgium,Norway,Australia,Sweden,Denmark,Romania,Czech Republic,India,Israel,Korea (South),Iran,Brazil,Greece,Japan,Philippines,,origin,France+Extras,Netherlands+Extras,Ireland+Extras,Belgium+Extras,,France ferry&Rail,Netherlands ferry&Rail,Ireland ferry&Rail,Belgium ferry&rail,,global,global+Extras
11-Jan-20," 235,400 "," 101,000 ",42.9056924384,,Jan_%_volume,13.0053474328,6.5883207042,5.8164238704,5.3469763526,4.6409256748,1.9139282676,4.4209015164,4.0269924939,2.4402276653,5.6082399383,1.4880828526,0.9811010122,4.3481418497,0.8708338714,0.5149021732,1.3120098287,1.3975359979,1.0614185558,1.3614380747,1.8444978254,1.0488265691,2.3936990666,0.5917428249,0.3591938014,0.0739007317,0.426167598,0.8250436088,0.4206770623,0.287736291,,11-Jan-20,30614.5878567606,15508.9069377013,13691.8617909993,12586.7823339529,10924.7390384609,4505.3871418365,10406.8021696879,9479.540330737,5744.2959240357,13201.7968147375,3502.9470349899,2309.511782636,10235.5259141205,2049.9429333315,1212.0797155983,3088.4711368309,3289.7997390855,2498.5792802485,3204.8252277901,4341.9478809888,2468.9377437684,5634.767602671,1392.9626098544,845.5422085271,173.962322306,1003.1985256905,1942.1526551506,990.27380456,677.3312291202,,11-Jan-20,35610.8680707189,11050.5080726725,15750.1839115117,5066.4022962435,,24686.1290322581,1570.9677419355,2548.3870967742,3854.3225806452,," 235,400 "," 268,060 "
12-Jan-20," 261,800 "," 118,500 ",45.2635599694,,Jan_%_volume,13.0053474328,6.5883207042,5.8164238704,5.3469763526,4.6409256748,1.9139282676,4.4209015164,4.0269924939,2.4402276653,5.6082399383,1.4880828526,0.9811010122,4.3481418497,0.8708338714,0.5149021732,1.3120098287,1.3975359979,1.0614185558,1.3614380747,1.8444978254,1.0488265691,2.3936990666,0.5917428249,0.3591938014,0.0739007317,0.426167598,0.8250436088,0.4206770623,0.287736291,,12-Jan-20,34047.9995790142,17248.2236036118,15227.3976927937,13998.3840910317,12149.943416606,5010.6642044724,11573.9201700267,10542.6663491374,6388.5160276659,14682.3721584464,3895.8009080729,2568.5224498475,11383.4353624331,2279.8430753873,1348.0138893103,3434.8417316156,3658.7492425343,2778.793778968,3564.2448795049,4828.8953068941,2745.8279580228,6266.7041562416,1549.1827156324,940.3693721002,193.4721154618,1115.7067715623,2159.9641678778,1101.3325489967,753.2936099561,,12-Jan-20,36836.0724488641,12113.6340910729,17230.7592552206,5202.3364699554,,24686.1290322581,1570.9677419355,2548.3870967742,3854.3225806452,," 261,800 "," 294,460 "
13-Jan-20," 221,900 "," 90,200 ",40.6489409644,,Jan_%_volume,13.0053474328,6.5883207042,5.8164238704,5.3469763526,4.6409256748,1.9139282676,4.4209015164,4.0269924939,2.4402276653,5.6082399383,1.4880828526,0.9811010122,4.3481418497,0.8708338714,0.5149021732,1.3120098287,1.3975359979,1.0614185558,1.3614380747,1.8444978254,1.0488265691,2.3936990666,0.5917428249,0.3591938014,0.0739007317,0.426167598,0.8250436088,0.4206770623,0.287736291,,13-Jan-20,28858.8659533355,14619.4836426335,12906.6445684909,11864.9405263558,10298.2140723639,4247.0068257159,9809.9804649692,8935.896344055,5414.8651892248,12444.6844230682,3302.0558498906,2177.0631459938,9648.5267644152,1932.3803606893,1142.5679222229,2911.3498099523,3101.1323793673,2355.2877752215,3021.0310877087,4092.94067456,2327.3461569338,5311.6182286861,1313.0773284906,797.0510453363,163.9857235331,945.6658999606,1830.7717679606,933.4824011549,638.4868298291,,13-Jan-20,34984.343104622,10506.8640859904,14993.0715198424,4996.890502868,,24686.1290322581,1570.9677419355,2548.3870967742,3854.3225806452,," 221,900 "," 254,560 "
14-Jan-20," 171,400 "," 63,900 ",37.2812135356,,Jan_%_volume,13.0053474328,6.5883207042,5.8164238704,5.3469763526,4.6409256748,1.9139282676,4.4209015164,4.0269924939,2.4402276653,5.6082399383,1.4880828526,0.9811010122,4.3481418497,0.8708338714,0.5149021732,1.3120098287,1.3975359979,1.0614185558,1.3614380747,1.8444978254,1.0488265691,2.3936990666,0.5917428249,0.3591938014,0.0739007317,0.426167598,0.8250436088,0.4206770623,0.287736291,,14-Jan-20,22291.1654997824,11292.3816870094,9969.3505139222,9164.7174683073,7954.5466065939,3280.473050598,7577.4251991695,6902.2651346148,4182.5502182656,9612.5232542311,2550.5740093342,1681.6071348505,7452.7151303324,1492.6092556203,882.5423247814,2248.7848464436,2395.3767004216,1819.271404565,2333.5048599967,3161.4692727336,1797.6887395153,4102.8002000757,1014.2472019075,615.6581756225,126.6658540495,730.4512629709,1414.124745509,721.0404847136,493.1800028513,,14-Jan-20,32640.6756388519,8473.2328765503,12160.9103510053,4736.8649054266,,24686.1290322581,1570.9677419355,2548.3870967742,3854.3225806452,," 171,400 "," 204,060 "
15-Jan-20," 172,100 "," 62,500 ",36.3160952934,,Jan_%_volume,13.0053474328,6.5883207042,5.8164238704,5.3469763526,4.6409256748,1.9139282676,4.4209015164,4.0269924939,2.4402276653,5.6082399383,1.4880828526,0.9811010122,4.3481418497,0.8708338714,0.5149021732,1.3120098287,1.3975359979,1.0614185558,1.3614380747,1.8444978254,1.0488265691,2.3936990666,0.5917428249,0.3591938014,0.0739007317,0.426167598,0.8250436088,0.4206770623,0.287736291,,15-Jan-20,22382.2029318118,11338.4999319388,10010.0654810152,9202.1463027753,7987.0330863174,3293.870548471,7608.3715097846,6930.4540820724,4199.6318119224,9651.7809337992,2560.9905893023,1688.4748419357,7483.1521232801,1498.7050927203,886.1466399935,2257.9689152447,2405.159452407,1826.7013344553,2343.0349265195,3174.3807575114,1805.0305254993,4119.5560935416,1018.389401682,618.1725322324,127.183159171,733.4344361569,1419.9000507707,723.9852241494,495.1941568886,,15-Jan-20,32673.1621185755,8501.4218240079,12200.1680305734,4740.4692206387,,24686.1290322581,1570.9677419355,2548.3870967742,3854.3225806452,," 172,100 "," 204,760 "
16-Jan-20," 205,000 "," 75,200 ",36.6829268293,,Jan_%_volume,13.0053474328,6.5883207042,5.8164238704,5.3469763526,4.6409256748,1.9139282676,4.4209015164,4.0269924939,2.4402276653,5.6082399383,1.4880828526,0.9811010122,4.3481418497,0.8708338714,0.5149021732,1.3120098287,1.3975359979,1.0614185558,1.3614380747,1.8444978254,1.0488265691,2.3936990666,0.5917428249,0.3591938014,0.0739007317,0.426167598,0.8250436088,0.4206770623,0.287736291,,16-Jan-20,26660.962237196,13506.0574436227,11923.6689343877,10961.3015227712,9513.897633324,3923.5529484982,9062.8481086917,8255.3346125789,5002.4667137949,11496.891873497,3050.5698478034,2011.2570749379,8913.6907918212,1785.2094364187,1055.5494549603,2689.6201488969,2864.9487957201,2175.9080392988,2790.9480530883,3781.2205420676,2150.0944667482,4907.0830864382,1213.0727910796,736.3472928974,151.4964998841,873.6435758987,1691.3393980708,862.387977633,589.8593966425,,16-Jan-20,34200.0266655821,9826.3023545144,14045.2789702712,4909.8720356055,,24686.1290322581,1570.9677419355,2548.3870967742,3854.3225806452,," 205,000 "," 237,660 "
17-Jan-20," 242,800 "," 82,300 ",33.8962108731,,Jan_%_volume,13.0053474328,6.5883207042,5.8164238704,5.3469763526,4.6409256748,1.9139282676,4.4209015164,4.0269924939,2.4402276653,5.6082399383,1.4880828526,0.9811010122,4.3481418497,0.8708338714,0.5149021732,1.3120098287,1.3975359979,1.0614185558,1.3614380747,1.8444978254,1.0488265691,2.3936990666,0.5917428249,0.3591938014,0.0739007317,0.426167598,0.8250436088,0.4206770623,0.287736291,,17-Jan-20,31576.9835667863,15996.4426698126,14122.2771574114,12982.4585840432,11268.1675383955,4647.017833636,10733.9488819041,9777.5377752886,5924.8727712654,13616.8065701711,3613.0651660813,2382.1132575362,10557.288410996,2114.3846398168,1250.1824764115,3185.5598641569,3393.217402931,2577.1242533744,3305.5716453162,4478.4407200683,2546.5509098851,5811.9013335961,1436.7515788982,872.1225498316,179.4309764482,1034.7349279424,2003.2058822029,1021.4039071673,698.6237146575,,17-Jan-20,35954.2965706536,11348.5055172241,16165.1936669453,5104.5050570567,,24686.1290322581,1570.9677419355,2548.3870967742,3854.3225806452,," 242,800 "," 275,460 "
18-Jan-20," 218,100 "," 97,100 ",44.5208619899,,Jan_%_volume,13.0053474328,6.5883207042,5.8164238704,5.3469763526,4.6409256748,1.9139282676,4.4209015164,4.0269924939,2.4402276653,5.6082399383,1.4880828526,0.9811010122,4.3481418497,0.8708338714,0.5149021732,1.3120098287,1.3975359979,1.0614185558,1.3614380747,1.8444978254,1.0488265691,2.3936990666,0.5917428249,0.3591938014,0.0739007317,0.426167598,0.8250436088,0.4206770623,0.287736291,,18-Jan-20,28364.66275089,14369.1274558737,12685.6204614144,11661.7554249581,10121.8588967218,4174.2775515486,9641.9862073447,8782.8706292852,5322.1365379447,12231.5713054131,3245.5087014923,2139.7813075315,9483.2973741278,1899.2886735752,1123.0016396431,2861.4934364605,3048.0260114466,2314.9538701028,2969.296440871,4022.8497571948,2287.4907473062,5220.657664157,1290.5911011437,783.4016808825,161.1774957304,929.4715312366,1799.4201108256,917.496672789,627.5528507694,,18-Jan-20,34807.9879289799,10353.8383712207,14779.9584021873,4977.3242202883,,24686.1290322581,1570.9677419355,2548.3870967742,3854.3225806452,," 218,100 "," 250,760 "
19-Jan-20," 253,600 "," 121,700 ",47.9889589905,,Jan_%_volume,13.0053474328,6.5883207042,5.8164238704,5.3469763526,4.6409256748,1.9139282676,4.4209015164,4.0269924939,2.4402276653,5.6082399383,1.4880828526,0.9811010122,4.3481418497,0.8708338714,0.5149021732,1.3120098287,1.3975359979,1.0614185558,1.3614380747,1.8444978254,1.0488265691,2.3936990666,0.5917428249,0.3591938014,0.0739007317,0.426167598,0.8250436088,0.4206770623,0.287736291,,19-Jan-20,32981.5610895263,16707.9813058669,14750.4509354181,13559.9320301209,11769.3875112731,4853.7220865325,11211.4062456791,10212.4529646342,6188.4173591141,14222.4964835065,3773.7781141607,2488.07216685,11026.8877307602,2208.4346979306,1305.7919111119,3327.2569256598,3544.1512907055,2691.757457396,3452.6069573814,4677.6464852114,2659.8241793529,6070.4208327841,1500.6598039892,910.9154803843,187.4122554664,1080.7610285264,2092.3105919549,1066.8370298913,729.6992340904,,19-Jan-20,36455.5165435311,11783.4207065697,16770.8835802807,5160.114491757,,24686.1290322581,1570.9677419355,2548.3870967742,3854.3225806452,," 253,600 "," 286,260 "
20-Jan-20," 220,400 "," 93,000 ",42.1960072595,,Jan_%_volume,13.0053474328,6.5883207042,5.8164238704,5.3469763526,4.6409256748,1.9139282676,4.4209015164,4.0269924939,2.4402276653,5.6082399383,1.4880828526,0.9811010122,4.3481418497,0.8708338714,0.5149021732,1.3120098287,1.3975359979,1.0614185558,1.3614380747,1.8444978254,1.0488265691,2.3936990666,0.5917428249,0.3591938014,0.0739007317,0.426167598,0.8250436088,0.4206770623,0.287736291,,20-Jan-20,28663.7857418439,14520.6588320704,12819.3982104344,11784.7358810672,10228.600187242,4218.2979017025,9743.6669422227,8875.4914566459,5378.2617742458,12360.5608239938,3279.7346071018,2162.3466308113,9583.3046366702,1919.3178526179,1134.8443896256,2891.6696625213,3080.1693393986,2339.3664968852,3000.6095165885,4065.273207179,2311.6137583966,5275.7127426877,1304.2011861168,791.6631383151,162.8772125584,939.2733859906,1818.3961138283,927.172245221,634.1707854634,,20-Jan-20,34914.7292195001,10446.4591985813,14908.947920768,4989.1669702708,,24686.1290322581,1570.9677419355,2548.3870967742,3854.3225806452,," 220,400 "," 253,060 "
21-Jan-20," 170,400 "," 64,000 ",37.558685446,,Jan_%_volume,13.0053474328,6.5883207042,5.8164238704,5.3469763526,4.6409256748,1.9139282676,4.4209015164,4.0269924939,2.4402276653,5.6082399383,1.4880828526,0.9811010122,4.3481418497,0.8708338714,0.5149021732,1.3120098287,1.3975359979,1.0614185558,1.3614380747,1.8444978254,1.0488265691,2.3936990666,0.5917428249,0.3591938014,0.0739007317,0.426167598,0.8250436088,0.4206770623,0.287736291,,21-Jan-20,22161.1120254546,11226.4984799673,9911.1862752179,9111.2477047816,7908.1373498459,3261.3337679224,7533.2161840052,6861.9952096754,4158.1479416129,9556.4408548482,2535.6931808083,1671.7961247289,7409.2337118358,1483.9009169061,877.3933030499,2235.6647481562,2381.4013404425,1808.6572190074,2319.8904792499,3143.0242944796,1787.2004738238,4078.8632094101,1008.3297736584,612.0662376084,125.926846733,726.1895869909,1405.8743094208,716.833714091,490.3026399409,,21-Jan-20,32594.266382104,8432.9629516109,12104.8279516224,4731.7158836951,,24686.1290322581,1570.9677419355,2548.3870967742,3854.3225806452,," 170,400 "," 203,060 "
22-Jan-20," 171,600 "," 64,500 ",37.5874125874,,Jan_%_volume,13.0053474328,6.5883207042,5.8164238704,5.3469763526,4.6409256748,1.9139282676,4.4209015164,4.0269924939,2.4402276653,5.6082399383,1.4880828526,0.9811010122,4.3481418497,0.8708338714,0.5149021732,1.3120098287,1.3975359979,1.0614185558,1.3614380747,1.8444978254,1.0488265691,2.3936990666,0.5917428249,0.3591938014,0.0739007317,0.426167598,0.8250436088,0.4206770623,0.287736291,,22-Jan-20,22317.1761946479,11305.5583284178,9980.9833616631,9175.4114210124,7963.8284579434,3284.3009071332,7586.2670022024,6910.3191196027,4187.4306735961,9623.7397341077,2553.5501750394,1683.5693368748,7461.4114140318,1494.3509233631,883.5721291277,2251.408866101,2398.1717724174,1821.3942416765,2336.2277361461,3165.1582683844,1799.7863926536,4107.5875982088,1015.4306875574,616.3765632253,126.8136555128,731.3035981669,1415.7748327266,721.8818388381,493.7554754334,,22-Jan-20,32649.9574902015,8481.2868615382,12172.1268308819,4737.8947097729,,24686.1290322581,1570.9677419355,2548.3870967742,3854.3225806452,," 171,600 "," 204,260 "
23-Jan-20," 203,300 "," 76,600 ",37.6783079193,,Jan_%_volume,13.0053474328,6.5883207042,5.8164238704,5.3469763526,4.6409256748,1.9139282676,4.4209015164,4.0269924939,2.4402276653,5.6082399383,1.4880828526,0.9811010122,4.3481418497,0.8708338714,0.5149021732,1.3120098287,1.3975359979,1.0614185558,1.3614380747,1.8444978254,1.0488265691,2.3936990666,0.5917428249,0.3591938014,0.0739007317,0.426167598,0.8250436088,0.4206770623,0.287736291,,23-Jan-20,26439.8713308387,13394.0559916512,11824.7897285903,10870.4029247775,9435.0018968526,3891.0161679497,8987.6927829123,8186.8757401819,4960.9828434854,11401.551794546,3025.2724393095,1994.5783577311,8839.7723803768,1770.4052606045,1046.7961180167,2667.3159818085,2841.1906837556,2157.863923851,2767.8036058187,3749.8640790358,2132.2644150727,4866.3902023068,1203.013163056,730.2409982734,150.2401874461,866.3987267327,1677.313656721,855.2364675746,584.9678796947,,23-Jan-20,34121.1309291106,9757.8434821174,13949.9388913202,4901.1186986619,,24686.1290322581,1570.9677419355,2548.3870967742,3854.3225806452,," 203,300 "," 235,960 "
24-Jan-20," 238,300 "," 84,700 ",35.5434326479,,Jan_%_volume,13.0053474328,6.5883207042,5.8164238704,5.3469763526,4.6409256748,1.9139282676,4.4209015164,4.0269924939,2.4402276653,5.6082399383,1.4880828526,0.9811010122,4.3481418497,0.8708338714,0.5149021732,1.3120098287,1.3975359979,1.0614185558,1.3614380747,1.8444978254,1.0488265691,2.3936990666,0.5917428249,0.3591938014,0.0739007317,0.426167598,0.8250436088,0.4206770623,0.287736291,,24-Jan-20,30991.7429323112,15699.9682381233,13860.5380832419,12741.8446481775,11059.3258830298,4560.8910615958,10535.0083136645,9596.3231130613,5815.0625263284,13364.435772948,3546.1014377149,2337.9637119888,10361.6220277609,2075.1971156028,1227.0118786197,3126.519421864,3330.3282830249,2529.3604183654,3244.3069319558,4395.4383179254,2499.3537142736,5704.1848756011,1410.1231517769,855.958828768,176.1054435239,1015.5573860325,1966.0789198062,1002.4734393656,685.6755815605,,24-Jan-20,35745.4549152879,11167.2908549968,15912.8228697222,5081.3344592649,,24686.1290322581,1570.9677419355,2548.3870967742,3854.3225806452,," 238,300 "," 270,960 "
25-Jan-20," 216,000 "," 101,200 ",46.8518518519,,Jan_%_volume,13.0053474328,6.5883207042,5.8164238704,5.3469763526,4.6409256748,1.9139282676,4.4209015164,4.0269924939,2.4402276653,5.6082399383,1.4880828526,0.9811010122,4.3481418497,0.8708338714,0.5149021732,1.3120098287,1.3975359979,1.0614185558,1.3614380747,1.8444978254,1.0488265691,2.3936990666,0.5917428249,0.3591938014,0.0739007317,0.426167598,0.8250436088,0.4206770623,0.287736291,,25-Jan-20,28091.5504548016,14230.7727210853,12563.4755601353,11549.4689215541,10024.3994575512,4134.0850579299,9549.1472754995,8698.3037869125,5270.8917569741,12113.798266709,3214.258961588,2119.178186276,9391.9863952848,1881.0011622753,1112.1886940069,2833.9412300572,3018.6777554905,2292.6640804319,2940.7062413027,3984.1153028615,2265.4653893542,5170.3899837593,1278.1645018205,775.8586110529,159.6255803657,920.5220116786,1782.0941950405,908.6624544816,621.5103886574,,25-Jan-20,34710.5284898092,10269.2715288479,14662.1853634832,4966.5112746521,,24686.1290322581,1570.9677419355,2548.3870967742,3854.3225806452,," 216,000 "," 248,660 "
26-Jan-20," 254,400 "," 126,800 ",49.8427672956,,Jan_%_volume,13.0053474328,6.5883207042,5.8164238704,5.3469763526,4.6409256748,1.9139282676,4.4209015164,4.0269924939,2.4402276653,5.6082399383,1.4880828526,0.9811010122,4.3481418497,0.8708338714,0.5149021732,1.3120098287,1.3975359979,1.0614185558,1.3614380747,1.8444978254,1.0488265691,2.3936990666,0.5917428249,0.3591938014,0.0739007317,0.426167598,0.8250436088,0.4206770623,0.287736291,,26-Jan-20,33085.6038689886,16760.6878715005,14796.9823263816,13602.7078409415,11806.5149166714,4869.0335126729,11246.7734578105,10244.6689045858,6207.9391804362,14267.3624030128,3785.6827769814,2495.9209749473,11061.6728655576,2215.401368902,1309.9111284971,3337.7530042896,3555.3315786888,2700.248805842,3463.4984619788,4692.4024678146,2668.214791906,6089.5704253165,1505.3937465886,913.7890307956,188.0034613196,1084.1703693104,2098.9109408255,1070.2024463894,732.0011244188,,26-Jan-20,36492.6439489294,11815.6366465212,16815.749499787,5164.2337091422,,24686.1290322581,1570.9677419355,2548.3870967742,3854.3225806452,," 254,400 "," 287,060 "
27-Jan-20," 217,400 "," 97,200 ",44.7102115915,,Jan_%_volume,13.0053474328,6.5883207042,5.8164238704,5.3469763526,4.6409256748,1.9139282676,4.4209015164,4.0269924939,2.4402276653,5.6082399383,1.4880828526,0.9811010122,4.3481418497,0.8708338714,0.5149021732,1.3120098287,1.3975359979,1.0614185558,1.3614380747,1.8444978254,1.0488265691,2.3936990666,0.5917428249,0.3591938014,0.0739007317,0.426167598,0.8250436088,0.4206770623,0.287736291,,27-Jan-20,28273.6253188605,14323.0092109442,12644.9054943214,11624.3265904901,10089.3724169983,4160.8800536757,9611.0398967296,8754.6816818276,5305.0549442879,12192.3136258451,3235.0921215242,2132.9136004463,9452.8603811801,1893.1928364752,1119.3973244311,2852.3093676594,3038.2432594612,2307.5239402125,2959.7663743482,4009.938272417,2280.1489613222,5203.9017706911,1286.4489013693,780.8873242727,160.6601906088,926.4883580506,1793.6448055639,914.5519333532,625.5386967321,,27-Jan-20,34775.5014492563,10325.6494237631,14740.7007226193,4973.7199050762,,24686.1290322581,1570.9677419355,2548.3870967742,3854.3225806452,," 217,400 "," 250,060 "
28-Jan-20," 164,600 "," 67,500 ",41.0085054678,,Jan_%_volume,13.0053474328,6.5883207042,5.8164238704,5.3469763526,4.6409256748,1.9139282676,4.4209015164,4.0269924939,2.4402276653,5.6082399383,1.4880828526,0.9811010122,4.3481418497,0.8708338714,0.5149021732,1.3120098287,1.3975359979,1.0614185558,1.3614380747,1.8444978254,1.0488265691,2.3936990666,0.5917428249,0.3591938014,0.0739007317,0.426167598,0.8250436088,0.4206770623,0.287736291,,28-Jan-20,21406.8018743535,10844.3758791234,9573.8336907328,8801.1230763324,7638.963660708,3150.325928404,7276.8038960519,6628.4296450268,4016.6147370275,9231.1629384273,2449.3843753583,1614.8922660233,7157.041484555,1433.3925523635,847.5289770071,2159.5681780899,2300.3442525636,1747.0949427736,2240.9270709187,3036.0434206065,1726.3685328134,3940.0286635499,974.0086898132,591.2329971264,121.6406042972,701.4718663069,1358.0217801096,692.4344444799,473.6139350603,,28-Jan-20,32325.092692966,8199.3973869623,11779.5500352015,4701.8515576523,,24686.1290322581,1570.9677419355,2548.3870967742,3854.3225806452,," 164,600 "," 197,260 "
29-Jan-20," 167,200 "," 69,200 ",41.3875598086,,Jan_%_volume,13.0053474328,6.5883207042,5.8164238704,5.3469763526,4.6409256748,1.9139282676,4.4209015164,4.0269924939,2.4402276653,5.6082399383,1.4880828526,0.9811010122,4.3481418497,0.8708338714,0.5149021732,1.3120098287,1.3975359979,1.0614185558,1.3614380747,1.8444978254,1.0488265691,2.3936990666,0.5917428249,0.3591938014,0.0739007317,0.426167598,0.8250436088,0.4206770623,0.287736291,,29-Jan-20,21744.9409076057,11015.6722174327,9725.060711364,8940.1444614993,7759.6277282526,3200.0880633605,7391.7473354793,6733.1314498693,4080.0606563244,9376.9771768229,2488.0745295255,1640.4008923396,7270.0931726463,1456.0342330205,860.9164335091,2193.6804336369,2336.6801885093,1774.6918252232,2276.3244608603,3084.0003640668,1753.6380236112,4002.2648392803,989.394003261,600.5720359631,123.5620233201,712.5522238549,1379.4729139387,703.3720480987,481.0950786274,,29-Jan-20,32445.7567605106,8304.0991918048,11925.3642735971,4715.2390141542,,24686.1290322581,1570.9677419355,2548.3870967742,3854.3225806452,," 167,200 "," 199,860 "
30-Jan-20," 209,200 "," 84,800 ",40.5353728489,,Jan_%_volume,13.0053474328,6.5883207042,5.8164238704,5.3469763526,4.6409256748,1.9139282676,4.4209015164,4.0269924939,2.4402276653,5.6082399383,1.4880828526,0.9811010122,4.3481418497,0.8708338714,0.5149021732,1.3120098287,1.3975359979,1.0614185558,1.3614380747,1.8444978254,1.0488265691,2.3936990666,0.5917428249,0.3591938014,0.0739007317,0.426167598,0.8250436088,0.4206770623,0.287736291,,30-Jan-20,27207.1868293727,13782.7669131993,12167.9587369459,11185.8745295792,9708.8165116653,4003.9379357358,9248.5259723819,8424.4682973245,5104.9562757361,11732.4379509052,3113.0693276121,2052.4633174488,9096.3127495073,1821.7844590185,1077.1753462327,2744.7245617036,2923.6453076324,2220.4876186406,2848.1284522247,3858.6894507343,2194.1451826523,5007.6184472335,1237.9259897261,751.4334325568,154.6003306135,891.5426150146,1725.9912296411,880.0564142479,601.9443208664,,30-Jan-20,34394.9455439234,9995.4360392599,14280.8250476794,4931.4979268778,,24686.1290322581,1570.9677419355,2548.3870967742,3854.3225806452,," 209,200 "," 241,860 "
31-Jan-20," 247,400 "," 89,300 ",36.0953920776,,Jan_%_volume,13.0053474328,6.5883207042,5.8164238704,5.3469763526,4.6409256748,1.9139282676,4.4209015164,4.0269924939,2.4402276653,5.6082399383,1.4880828526,0.9811010122,4.3481418497,0.8708338714,0.5149021732,1.3120098287,1.3975359979,1.0614185558,1.3614380747,1.8444978254,1.0488265691,2.3936990666,0.5917428249,0.3591938014,0.0739007317,0.426167598,0.8250436088,0.4206770623,0.287736291,,31-Jan-20,32175.2295486941,16299.5054222061,14389.8326554513,13228.4194962615,11481.6501194359,4735.0585339437,10937.3103516601,9962.7794300099,6037.1232438676,13874.7856073325,3681.5169773003,2427.2439040958,10757.3029360808,2154.4429979023,1273.8679763765,3245.9123162785,3457.5040588349,2625.9495069392,3368.1977967514,4563.2876200367,2594.7969320658,5922.0114906576,1463.9717488444,888.6454646967,182.8304101041,1054.3386374504,2041.1578882084,1040.7550520312,711.8595840456,,31-Jan-20,36167.779151694,11533.7471719454,16423.1727041067,5128.1905570216,,24686.1290322581,1570.9677419355,2548.3870967742,3854.3225806452,," 247,400 "," 280,060 "
01-Feb-20," 222,600 "," 107,900 ",48.4725965858,,Feb_%_volume,14.4927804593,6.559511771,6.1719083143,5.7008587463,5.1025884946,0.4683586174,4.5763211535,4.2904809222,2.769401121,5.9189456376,1.7399526632,0.9594038132,4.3346684622,0.8040613638,0.5183809909,1.4242189016,1.0109048774,1.1399506117,1.5273409239,1.6633937869,1.1369399442,2.1799364056,0.5688030106,0.1869411365,0.0278819781,0.2962976383,0.7763126011,0.4298327308,0.2126783471,,01-Feb-20,32260.929302467,14601.4732021952,13738.6679075235,12690.1115692092,11358.3619890707,1042.5662823092,10186.890887682,9550.610532727,6164.6868952438,13175.5729893037,3873.1346283911,2135.6328882652,9648.9719969291,1789.8405958138,1153.9160857699,3170.311275043,2250.2742571544,2537.5300617147,3399.8608965049,3702.7145696724,2530.8283158872,4852.5384389636,1266.1555015086,416.1309698972,62.0652832605,659.5585428956,1728.0718499792,956.8076587118,473.4220005992,,01-Feb-20,37495.2585407949,11171.3001878994,15141.090230683,5274.0540168044,,26136.8965517241,1620.6896551724,1965.5172413793,4120.1379310345,," 222,600 "," 256,443 "
02-Feb-20," 257,500 "," 131,800 ",51.1844660194,,Feb_%_volume,14.4927804593,6.559511771,6.1719083143,5.7008587463,5.1025884946,0.4683586174,4.5763211535,4.2904809222,2.769401121,5.9189456376,1.7399526632,0.9594038132,4.3346684622,0.8040613638,0.5183809909,1.4242189016,1.0109048774,1.1399506117,1.5273409239,1.6633937869,1.1369399442,2.1799364056,0.5688030106,0.1869411365,0.0278819781,0.2962976383,0.7763126011,0.4298327308,0.2126783471,,02-Feb-20,37318.9096827729,16890.7428102663,15892.6639091972,14679.7112716593,13139.1653737004,1206.0234397782,11784.0269702521,11047.9883745606,7131.2078864568,15241.2850168271,4480.3781078648,2470.4648190849,11161.7712902482,2070.4580117792,1334.8310515982,3667.3636717142,2603.0800593768,2935.372825209,3932.9028789308,4283.2390013057,2927.6203564284,5613.3362445334,1464.6677521944,481.3734265432,71.796093619,762.9664186685,1999.0049477523,1106.8192817533,547.64674373,,02-Feb-20,39276.0619254246,12668.678029733,17206.8022582064,5454.9689826327,,26136.8965517241,1620.6896551724,1965.5172413793,4120.1379310345,," 257,500 "," 291,343 "
03-Feb-20," 226,700 "," 105,400 ",46.4931627702,,Feb_%_volume,14.4927804593,6.559511771,6.1719083143,5.7008587463,5.1025884946,0.4683586174,4.5763211535,4.2904809222,2.769401121,5.9189456376,1.7399526632,0.9594038132,4.3346684622,0.8040613638,0.5183809909,1.4242189016,1.0109048774,1.1399506117,1.5273409239,1.6633937869,1.1369399442,2.1799364056,0.5688030106,0.1869411365,0.0278819781,0.2962976383,0.7763126011,0.4298327308,0.2126783471,,03-Feb-20,32855.1333012995,14870.4131848053,13991.7161484078,12923.8467778065,11567.568117351,1061.7689856222,10374.5200549753,9726.5202505355,6278.232341203,13418.2497604455,3944.4726875842,2174.9684446079,9826.6934038807,1822.8071117295,1175.1697063973,3228.7042500101,2291.721357129,2584.2680367957,3462.481874383,3770.9137149359,2577.4428536012,4941.915831595,1289.4764249416,423.7955564946,63.2084443628,671.7067460666,1759.9006666231,974.4308006737,482.1418128295,,03-Feb-20,37704.4646690752,11347.2099057079,15383.7670018248,5295.3076374318,,26136.8965517241,1620.6896551724,1965.5172413793,4120.1379310345,," 226,700 "," 260,543 "
